Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,28/01/2024,09:00,ROMANIA - LIGA 1,FC Hermannstadt,FC Botosani,1.75,3.3,4.75,2.25,2.0,1.73,1.07,1.44,1.4,9.0,1.07
2,28/01/2024,09:30,BELGIUM - CHALLENGER PRO LEAGUE,Beerschot VA,Club Brugge KV U23,1.36,4.5,7.5,1.57,1.8,1.91,1.03,1.29,1.17,4.33,1.2
3,28/01/2024,10:00,ITALY - SERIE C,Triestina,Pergolettese,1.6,3.6,5.8,2.15,2.1,1.65,1.08,1.5,1.38,6.3,1.09
4,28/01/2024,11:00,PORTUGAL - LIGA PORTUGAL 2,Santa Clara,Leixoes,1.65,3.5,5.0,2.4,2.38,1.53,1.08,1.53,1.5,11.0,1.05
5,28/01/2024,12:30,PORTUGAL - LIGA PORTUGAL 2,FC Porto B,Os Belenenses,1.53,4.0,5.25,1.73,1.8,1.91,1.04,1.33,1.22,5.5,1.14
6,28/01/2024,13:00,ALBANIA - SUPERLIGA,KF Tirana,Skenderbeu,1.65,3.4,4.8,1.98,1.87,1.89,1.04,1.42,1.28,6.9,1.07
7,28/01/2024,14:30,SPAIN - PRIMERA RFEF,Gimnastic,Osasuna B,1.57,3.5,5.0,2.25,2.25,1.57,1.06,1.5,1.4,8.0,1.06
8,28/01/2024,16:45,ITALY - SERIE C,Catania,Monopoli,1.42,4.0,8.0,2.15,2.5,1.47,1.08,1.5,1.39,6.5,1.08
9,28/01/2024,19:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,Cartagines,1.6,3.75,4.5,1.7,1.73,2.0,1.04,1.33,1.22,5.0,1.17
10,28/01/2024,20:00,JAMAICA - PREMIER LEAGUE,Cavalier,Montego Bay,1.62,3.55,5.3,1.7,1.65,1.98,1.01,1.33,1.22,5.2,1.12
11,28/01/2024,22:00,PERU - LIGA 1,Alianza Lima,Cesar Vallejo,1.65,3.3,5.25,2.08,1.91,1.8,1.06,1.4,1.33,8.0,1.08
