,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-10-18,05:35:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Melbourne Victory,2.76,2.86,3.4,11.5,1.2334859
2,2024-10-18,07:30:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Daegu,2.18,3.5,3.4,16.5,1.2342088
3,2024-10-18,07:30:00,SOUTH KOREA - K LEAGUE 1,Pohang,Suwon FC,2.1,3.65,3.45,16.0,1.234209
4,2024-10-18,08:35:00,CHINA - SUPER LEAGUE,Shanghai Shenhua,Henan Songshan Longmen,1.22,15.0,7.6,65.0,1.2342921
5,2024-10-18,08:35:00,CHINA - SUPER LEAGUE,Wuhan Three Towns,Zhejiang Professional,2.62,2.42,3.85,1000.0,1.234292
6,2024-10-18,08:35:00,CHINA - SUPER LEAGUE,Shandong Taishan,Tianjin Jinmen Tiger,2.08,3.35,3.75,21.0,1.234292
7,2024-10-18,09:00:00,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Shanghai Port,3.9,1.77,4.1,16.5,1.2342966
8,2024-10-18,10:30:00,CROATIA - PRVA NL,Opatija,Cibalia,2.06,3.35,2.92,1000.0,1.2345132
9,2024-10-18,11:00:00,SERBIA - SUPER LIGA,Crvena zvezda,Radnicki Nis,1.07,15.0,7.6,1000.0,1.2345551
10,2024-10-18,11:00:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Ararat Yerevan,1.36,7.4,4.3,36.0,1.2345244
11,2024-10-18,12:00:00,UKRAINE - PREMIER LEAGUE,Kolos Kovalivka,Shakhtar Donetsk,17.5,1.19,7.0,7.0,1.2345312
12,2024-10-18,13:00:00,POLAND - DIVISION 1,Leczna,Odra Opole,1.89,3.7,2.96,17.0,1.2343028
13,2024-10-18,13:00:00,SERBIA - SUPER LIGA,Cukaricki,Napredak,1.36,1.04,1.04,1000.0,1.2345551
14,2024-10-18,13:30:00,GERMANY - 2. BUNDESLIGA,Hertha Berlin,Braunschweig,1.81,4.2,4.1,25.0,1.2340782
15,2024-10-18,13:30:00,GERMANY - 2. BUNDESLIGA,Darmstadt,FC Koln,4.1,1.81,4.4,1000.0,1.2340428
16,2024-10-18,14:00:00,DENMARK - 1ST DIVISION,Koge,Hobro,4.4,1.71,4.4,15.5,1.234222
17,2024-10-18,14:00:00,DENMARK - 1ST DIVISION,Vendsyssel,B.93,1.8,4.0,4.0,27.0,1.2342219
18,2024-10-18,14:00:00,DENMARK - SUPERLIGA,FC Copenhagen,Vejle,1.22,15.5,7.8,1000.0,1.2340986
19,2024-10-18,14:00:00,SERBIA - SUPER LIGA,TSC,Radnicki 1923,1.74,3.65,1.02,1000.0,1.234556
20,2024-10-18,14:00:00,DENMARK - 1ST DIVISION,Kolding IF,Hillerod,2.02,3.0,1.03,15.0,1.234222
21,2024-10-18,14:30:00,FRANCE - NATIONAL,Bourg-en-Bresse,Aubagne FC,1.94,4.0,3.0,15.0,1.2343092
22,2024-10-18,14:30:00,SWITZERLAND - CHALLENGE LEAGUE,Stade Nyonnais,Wil,3.0,2.26,3.75,15.5,1.23431
23,2024-10-18,14:30:00,SWITZERLAND - CHALLENGE LEAGUE,Xamax,Etoile Carouge,2.0,3.25,3.8,22.0,1.23431
24,2024-10-18,14:30:00,FRANCE - NATIONAL,Sochaux,Valenciennes,2.26,3.25,3.15,14.5,1.234309
25,2024-10-18,14:30:00,FRANCE - NATIONAL,Quevilly Rouen,Nancy,2.56,2.5,3.0,13.0,1.2343091
26,2024-10-18,14:30:00,FRANCE - NATIONAL,Villefranche,Rouen,2.74,2.54,2.88,10.5,1.2343094
27,2024-10-18,14:30:00,FRANCE - NATIONAL,Boulogne,Orleans,3.05,2.46,3.0,9.8,1.2343096
28,2024-10-18,14:30:00,FRANCE - NATIONAL,Chateauroux,Le Mans,2.52,2.32,2.86,12.0,1.2343096
29,2024-10-18,14:30:00,FRANCE - NATIONAL,Versailles,Concarneau,2.24,3.0,2.88,14.0,1.2343093
30,2024-10-18,15:00:00,PERU - LIGA 1,Sport Boys,FBC Melgar,3.85,1.98,3.15,9.0,1.23393
31,2024-10-18,15:00:00,BELGIUM - CHALLENGER PRO LEAGUE,RAAL La Louviere,Beveren,1.91,3.85,3.6,19.0,1.2343097
32,2024-10-18,15:00:00,FRANCE - LIGUE 2,Laval,Dunkerque,2.28,3.7,3.2,13.0,1.2341247
33,2024-10-18,15:00:00,FRANCE - LIGUE 2,Martigues,Rodez,4.1,2.06,3.3,8.8,1.2341238
34,2024-10-18,15:00:00,FRANCE - LIGUE 2,Bastia,Clermont,2.26,3.55,3.35,1000.0,1.2341243
35,2024-10-18,15:00:00,FRANCE - LIGUE 2,Guingamp,Pau FC,1.87,4.4,3.7,17.5,1.2341241
36,2024-10-18,15:00:00,FRANCE - LIGUE 2,Red Star,Caen,3.0,2.52,3.35,12.0,1.2341244
37,2024-10-18,15:00:00,FRANCE - LIGUE 2,Grenoble,Metz,3.55,2.26,3.2,8.6,1.2341244
38,2024-10-18,15:15:00,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Aarau,2.62,2.66,3.55,16.0,1.2343102
39,2024-10-18,15:30:00,GERMANY - BUNDESLIGA,Dortmund,St. Pauli,1.31,11.0,6.6,50.0,1.2337507
40,2024-10-18,15:30:00,POLAND - DIVISION 1,Wisla,Termalica B-B.,1.89,3.35,3.2,20.0,1.2343103
41,2024-10-18,15:45:00,FRANCE - LIGUE 1,Monaco,Lille,2.0,4.1,3.85,17.5,1.233933
42,2024-10-18,16:00:00,ENGLAND - LEAGUE TWO,Newport,Chesterfield,4.5,1.78,4.0,13.0,1.2343445
43,2024-10-18,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,Tomayapo,1.74,4.8,3.45,20.0,1.2345631
44,2024-10-18,17:00:00,PERU - LIGA 1,Cajamarca,Alianza Lima,4.3,1.75,2.7,8.8,1.2342162
45,2024-10-18,19:00:00,BRAZIL - SERIE B,Brusque,CRB,2.36,3.7,2.96,10.0,1.2344528
46,2024-10-18,19:00:00,BRAZIL - SERIE A,Atletico GO,Cuiaba,2.18,3.95,3.25,13.0,1.2339535
47,2024-10-18,19:30:00,PERU - LIGA 1,Cesar Vallejo,Cienciano,1.74,5.0,3.5,22.0,1.2339303
48,2024-10-18,20:00:00,BRAZIL - SERIE A,Botafogo RJ,Criciuma,1.39,9.4,5.0,32.0,1.233953
49,2024-10-18,21:30:00,BRAZIL - SERIE A,Cruzeiro,Bahia,2.22,3.65,3.2,12.5,1.2339534
50,2024-10-18,21:30:00,BRAZIL - SERIE B,Amazonas,Avai,2.18,4.3,2.86,12.5,1.234405
51,2024-10-18,22:00:00,PERU - LIGA 1,Deportivo Garcilaso,Carlos Mannucci,1.46,6.4,4.1,28.0,1.2339327
