,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-06-14,08:35:00,CHINA - SUPER LEAGUE,Meizhou Hakka,Shandong Taishan,8.4,1.38,5.0,10.5,1.229618
2,2024-06-14,09:00:00,CHINA - SUPER LEAGUE,Tianjin Jinmen Tiger,Shanghai Port,8.0,1.37,5.4,15.0,1.2296178
3,2024-06-14,13:00:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Zamalek,3.5,2.28,3.3,10.5,1.2297211
4,2024-06-14,13:00:00,EGYPT - PREMIER LEAGUE,Future FC,Al Ahly,9.4,1.45,4.5,6.6,1.229721
5,2024-06-14,14:00:00,ESTONIA - ESILIIGA,FC Tallinn,Tartu Welco,1.85,3.3,3.95,980.0,1.2298473
6,2024-06-14,14:00:00,SWEDEN - SUPERETTAN,Orgryte,Sundsvall,1.96,3.95,3.95,18.5,1.2297223
7,2024-06-14,19:00:00,URUGUAY - PRIMERA DIVISION,Miramar,CA Cerro,2.88,2.76,3.15,10.5,1.2298044
8,2024-06-14,19:00:00,ARGENTINA - LIGA PROFESIONAL,Boca Juniors,Velez Sarsfield,2.04,4.6,3.3,12.5,1.2296054
9,2024-06-14,19:00:00,ARGENTINA - LIGA PROFESIONAL,Talleres Cordoba,Platense,1.84,5.9,3.45,14.5,1.2296053
10,2024-06-14,19:00:00,BRAZIL - SERIE B,Operario,Santos,3.75,2.42,3.05,7.6,1.2297964
11,2024-06-14,21:00:00,BRAZIL - SERIE B,Avai,Guarani,1.93,5.6,3.25,14.0,1.2297846
