Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,VIETNAM - V.LEAGUE 1,04/05/2024,07:00,Song Lam Nghe An,Hanoi FC,3.7,3.5,1.87
2,FINLAND - YKKONEN,04/05/2024,10:00,Rovaniemi,Klubi 04,5.66,4.33,1.45
