,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,07/08/2023,05:00,INDONESIA - LIGA 1,Persita,PSM Makassar,2.53,3.25,2.61,2.05,1.77,2.0,1.03,1.41,1.31,6.7,1.06
2,07/08/2023,12:00,FINLAND - VEIKKAUSLIIGA,Lahti,Honka,4.2,3.5,1.85,2.05,1.95,1.8,1.06,1.44,1.33,8.0,1.08
3,07/08/2023,12:00,FINLAND - VEIKKAUSLIIGA,KTP,Inter Turku,3.3,3.5,2.15,1.88,1.7,2.05,1.05,1.36,1.25,6.0,1.13
4,07/08/2023,12:30,SLOVENIA - PRVA LIGA,Bravo,Celje,2.84,3.34,2.45,2.06,1.79,1.98,1.03,1.43,1.31,6.7,1.06
5,07/08/2023,14:00,SWEDEN - ALLSVENSKAN,Varberg,Mjallby,2.88,3.2,2.55,2.25,1.95,1.8,1.08,1.5,1.4,10.0,1.06
6,07/08/2023,15:15,SLOVENIA - PRVA LIGA,Aluminij,Koper,3.26,3.25,2.07,1.95,1.8,1.96,1.05,1.4,1.28,6.2,1.12
7,07/08/2023,20:00,PARAGUAY - PRIMERA DIVISION,Tacuary,Ameliano,2.9,3.3,2.15,1.93,1.73,2.0,1.05,1.4,1.29,6.5,1.11
