League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Bulgarian A League,2024-03-15,11:15:00,Beroe Stara Za,Botev Vratsa,1.93,4.8,3.35,2.16,1.27,1.34,2.66,1.07,10.0,3.05,1.08,3.05,1.43,1.72,2.3,1.07,9.0,2.06,1.84,5.0,5.6,7.4,5.8,6.6,4.3,6.6,5.7,5.3,5.1,6.8,5.4,6.8,7.0,8.0,9.0,4.7,10.0,5.8,0.5181347,0.29850745,0.20833333,0.4347826,0.5813953,0.4854369,0.54347825,1.7357513,2.4870467,0.5761194,1.4328358,0.40208334,0.6979167,0.6865672,0.51343286,0.38080248,0.2689394,0.42644873,0.17791411,0.18584071,0.40208334,1.4328358,0.5761194,0.83913046,2.0869565,0.6865672,1.1165049,10.08,-0.14087301,0.14384921,0.19146825,0.47619048,0.42709112,1.4350262,0.4155052,3.515082,35.374752,0.8202439,16.17216,3.515082,1.45,1.42,1,1.0
Azerbaijan Premier League,2024-03-15,12:00:00,Neftchi Baku,Sabail,1.72,2.0,2.4,2.8,1.44,1.02,1.01,1.07,1.01,1.27,1.04,1.27,1.04,1.27,1.04,1.05,1.04,1.01,1.01,1.49,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.55,1.55,1.03,0.5813953,0.41666666,0.5,0.96153843,0.78740156,0.990099,0.990099,1.3953488,1.1627907,0.71666664,0.8333333,0.86,1.2,0.43333334,0.52916664,0.13467751,0.16504854,0.07526882,0.09090909,0.39534885,0.86,0.8333333,0.71666664,1.6538461,1.9230769,0.43333334,1.029703,6.12,-0.11111111,-0.06535948,0.28104576,0.3267974,0.16752948,0.34176016,0.31988627,0.837138,18.778032,0.32526913,-6.5601964,0.837138,0.4,0.68,1,1.0
Romanian Liga I,2024-03-15,12:30:00,Universitatea Cluj,Botosani,1.73,5.5,3.4,2.88,1.5,1.32,3.2,1.08,10.0,8.0,1.09,2.92,1.4,1.67,2.18,1.07,8.8,2.04,1.71,9.0,13.5,6.4,7.2,6.2,7.4,19.5,7.0,8.0,8.6,20.0,7.0,14.5,6.0,6.6,7.2,5.0,7.2,7.4,0.5780347,0.29411766,0.18181819,0.4587156,0.5988024,0.49019608,0.5847953,1.965318,3.1791906,0.5088235,1.617647,0.31454545,0.6181818,0.64117646,0.49117646,0.47459346,0.32553607,0.5214385,0.23595506,0.21863799,0.31454545,1.617647,0.5088235,0.79357797,2.5229359,0.64117646,1.0686275,10.63,-0.15710254,0.1975541,0.16274694,0.5174036,0.53313714,1.8890827,0.52657133,4.627289,39.86188,0.7212489,14.305552,4.627289,2.1,1.67,1,1.0
Croatian 1 HNL,2024-03-15,13:00:00,Osijek,Varazdin,1.75,5.5,3.7,2.92,1.45,1.41,3.05,1.1,8.2,10.0,1.07,3.55,1.31,1.87,2.0,1.09,6.4,1.98,1.92,5.5,14.0,7.4,7.6,7.2,7.4,17.0,7.2,5.0,8.4,6.8,7.4,6.0,6.2,7.4,8.4,5.2,8.0,6.4,0.5714286,0.27027026,0.18181819,0.5,0.53475934,0.5050505,0.5208333,2.1142857,3.142857,0.47297296,1.4864864,0.3181818,0.6727273,0.5405405,0.5054054,0.48882064,0.35779816,0.51724136,0.19565217,0.2982456,0.3181818,1.4864864,0.47297296,0.875,2.75,0.5405405,1.010101,10.95,-0.1780822,0.16438356,0.15981735,0.5022831,0.5138356,1.8755,0.5372764,4.594018,44.274776,0.18384777,3.718994,4.594018,1.8,1.95,1,1.0
Slovakian Super League,2024-03-15,13:30:00,Zemplin,FC Kosice,2.1,3.65,3.4,2.32,1.22,1.39,2.5,1.09,8.8,3.35,1.07,3.35,1.37,1.81,2.08,1.09,3.75,1.88,2.0,10.0,10.5,7.4,3.65,7.4,4.4,6.4,4.4,10.5,9.0,6.8,3.6,7.0,6.8,3.5,3.7,3.15,2.8,2.94,0.47619048,0.29411766,0.2739726,0.48076922,0.5524862,0.5319149,0.5,1.6190476,1.7380953,0.61764705,1.0735294,0.5753425,0.9315069,0.6117647,0.5323529,0.26128256,0.23636363,0.26956522,0.035460994,0.24087591,0.5753425,1.0735294,0.61764705,1.0096154,1.7548077,0.6117647,1.106383,9.15,-0.1420765,0.027322404,0.22950819,0.3989071,0.27284127,0.83216584,0.29734653,2.0383818,33.02387,0.38183767,7.688448,2.0383818,0.25,1.3,1,1.0
Bulgarian A League,2024-03-15,13:45:00,Cherno More,CSKA 1948 Sofia,1.53,7.8,4.0,2.5,1.43,1.32,3.0,1.07,9.0,8.8,1.07,2.88,1.42,1.57,2.1,1.06,9.6,2.28,1.58,8.6,14.5,6.0,5.6,5.2,4.0,5.8,6.4,6.6,4.4,5.8,6.4,10.5,15.0,6.0,6.4,4.3,6.4,6.6,0.6535948,0.25,0.12820514,0.47619048,0.6369427,0.4385965,0.6329114,2.6143792,5.098039,0.3825,1.95,0.19615385,0.51282054,0.525,0.3925,0.6528542,0.44665462,0.67202574,0.3220339,0.3114754,0.19615385,1.95,0.3825,0.7285714,3.7142856,0.525,0.92105263,13.33,-0.18529633,0.28507125,0.1147787,0.5851463,0.7108228,3.1584227,0.7342916,7.7365236,51.002335,0.7495332,14.842227,7.7365236,3.8,2.47,1,1.0
Polish Ekstraklasa,2024-03-15,14:00:00,Zaglebie Lubin,Stal Mielec,1.87,4.7,3.6,3.05,1.44,1.43,3.0,1.11,8.6,10.0,1.07,3.5,1.31,1.86,1.94,1.11,3.4,1.88,2.0,10.0,12.0,7.6,8.4,7.8,7.4,14.5,8.2,5.4,5.0,15.5,8.2,6.6,14.5,7.6,8.6,5.3,10.0,9.0,0.53475934,0.2777778,0.21276596,0.5154639,0.53763443,0.5319149,0.5,1.9251337,2.513369,0.51944447,1.3055556,0.39787233,0.7659575,0.5388889,0.51666665,0.40677544,0.31627056,0.4307458,0.13253012,0.299639,0.39787233,1.3055556,0.51944447,0.96391755,2.4226804,0.5388889,1.031915,10.17,-0.17010815,0.108161256,0.18387415,0.46214357,0.42083758,1.4266394,0.45319214,3.4945385,40.859806,0.11313708,2.29061,3.4945385,1.1,1.73,1,1.0
Turkish Super League,2024-03-15,14:30:00,Fatih Karagumruk Istanbul,Konyaspor,2.0,4.3,3.4,2.86,1.5,1.37,3.3,1.07,8.0,9.4,1.09,3.2,1.39,1.72,2.16,1.08,8.2,1.99,1.92,9.8,10.0,21.0,6.6,7.2,7.0,16.0,6.4,10.0,9.6,18.5,6.6,17.5,17.5,6.2,6.8,5.3,10.0,7.0,0.5,0.29411766,0.23255815,0.46296296,0.5813953,0.5025126,0.5208333,1.7,2.15,0.5882353,1.2647059,0.4651163,0.7906977,0.63529414,0.5058824,0.33416355,0.25925925,0.36507937,0.116883114,0.22302158,0.4651163,1.2647059,0.5882353,0.9259259,1.9907408,0.63529414,1.0854272,9.7,-0.14432989,0.0927835,0.20618556,0.44329897,0.3584606,1.1590226,0.36692023,2.8390138,34.99202,0.62225395,12.407418,2.8390138,0.9,1.4,1,1.0
German Bundesliga 2,2024-03-15,14:30:00,Paderborn,Braunschweig,1.78,4.2,4.1,3.65,1.32,1.54,2.48,1.15,6.0,18.5,1.04,5.0,1.19,2.36,1.63,1.19,4.2,1.65,2.38,15.0,15.0,4.2,4.4,8.8,7.4,13.0,4.3,9.4,7.6,13.0,4.3,14.5,12.5,20.0,4.4,3.15,4.2,4.6,0.56179774,0.24390244,0.23809524,0.61349696,0.42372882,0.6060606,0.42016807,2.3033707,2.3595505,0.43414634,1.0243902,0.42380953,0.97619045,0.39756098,0.57560974,0.43469623,0.39455783,0.40468228,0.012048192,0.43106458,0.42380953,1.0243902,0.43414634,1.0920246,2.576687,0.39756098,0.9878788,10.08,-0.23015873,0.009920635,0.1765873,0.41666666,0.40750992,1.3692334,0.4828484,3.353923,49.236393,1.0323759,-20.052082,3.353923,0.1,2.32,1,1.0
Turkish 1 Lig,2024-03-15,14:30:00,Genclerbirligi,Kocaelispor,2.84,2.74,3.2,2.24,1.24,1.35,2.58,1.08,9.8,3.1,1.07,3.1,1.41,1.72,2.22,1.08,8.6,1.91,1.97,8.8,5.0,6.4,8.0,8.4,6.2,5.6,7.6,6.4,10.5,6.6,8.2,8.0,7.8,8.2,2.94,7.6,7.4,5.0,0.35211268,0.3125,0.3649635,0.45045045,0.5813953,0.5235602,0.5076142,1.1267606,0.96478873,0.8875,0.85625,1.0364964,1.1678832,0.69375,0.5375,0.06505884,0.059602648,0.017921148,0.077441074,0.18081181,1.0364964,0.85625,0.8875,1.2792792,1.2342342,0.69375,1.1623037,8.78,-0.041002277,-0.0523918,0.32346243,0.3120729,0.08266628,0.24193662,0.14720163,0.59262127,10.203974,0.70710677,14.036243,0.59262127,0.46,0.36,1,1.0
