,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,02/03/2024,00:00,Mazatlan FC,Necaxa,2.05,3.3,3.75,2.03,1.83,1.8,1.95,1.7,1.3453624,0.511,1.1,1.0440307,1.075,0.4878049,0.3030303,0.26666668,0.49261084,0.5464481,0.27466464,0.6,2.389,1,0.7819
2,SOUTH KOREA - K LEAGUE 2,02/03/2024,02:00,Bucheon FC 1995,Cheonan City,1.8,3.5,4.5,2.08,1.73,1.91,1.8,1.7,1.1,1.04,1.0,1.0954452,0.898,0.5555556,0.2857143,0.22222222,0.48076922,0.5780347,0.40765673,0.7,2.195,1,0.5052
3,AUSTRALIA - A-LEAGUE,02/03/2024,03:00,Western United,Perth Glory,2.05,3.6,3.3,1.5,2.5,1.44,2.63,0.7,1.1874342,0.922,0.6,0.9165151,0.63,0.4878049,0.2777778,0.3030303,0.6666667,0.4,0.26284063,0.1,2.104,1,0.6
4,SOUTH KOREA - K LEAGUE 1,02/03/2024,04:30,Incheon,Suwon FC,1.95,3.5,3.6,1.83,2.03,1.67,2.1,2.3,1.1,0.484,1.1,1.3,1.111,0.51282054,0.2857143,0.2777778,0.5464481,0.49261084,0.30375302,1.2,2.4,1,0.5174
5,CHINA - SUPER LEAGUE,02/03/2024,04:30,Tianjin Jinmen Tiger,Nantong Zhiyun,1.8,3.5,4.75,2.08,1.73,1.95,1.8,1.6,0.9165151,0.998,0.7,0.9,0.808,0.5555556,0.2857143,0.21052632,0.48076922,0.5780347,0.42253816,0.9,1.817,1,0.5613
6,PORTUGAL - LIGA PORTUGAL 2,02/03/2024,08:00,Leiria,Mafra,2.0,3.2,3.6,2.15,1.67,1.91,1.8,1.4,1.1135529,1.305,1.6,1.4282857,0.673,0.5,0.3125,0.2777778,0.4651163,0.5988024,0.2685754,-0.2,2.542,1,0.6855
7,POLAND - DIVISION 1,02/03/2024,08:40,GKS Katowice,Pruszkow,1.91,3.2,3.8,2.05,1.8,1.83,1.83,2.0,1.264911,0.886,1.0,1.3416408,1.011,0.5235602,0.3125,0.2631579,0.4878049,0.5555556,0.30822578,1.0,2.607,1,0.8071
8,ROMANIA - LIGA 1,02/03/2024,09:00,UTA Arad,U Craiova 1948,2.1,3.3,3.2,2.0,1.85,1.8,1.91,1.4,1.1135529,0.722,0.8,1.1661904,0.977,0.47619048,0.3030303,0.3125,0.5,0.5405405,0.21843642,0.6,2.28,1,0.6965
9,ENGLAND - CHAMPIONSHIP,02/03/2024,09:30,Bristol City,Cardiff,1.85,3.5,4.2,2.25,1.62,2.0,1.73,1.7,1.3453624,1.027,1.3,1.4177446,1.074,0.5405405,0.2857143,0.23809524,0.44444445,0.61728394,0.37425938,0.4,2.763,1,0.8
10,SPAIN - LALIGA2,02/03/2024,10:00,Eldense,Villarreal B,2.1,3.3,3.8,2.2,1.65,1.91,1.8,1.4,1.1135529,0.799,0.5,0.92195445,0.92,0.47619048,0.3030303,0.2631579,0.45454547,0.6060606,0.26613313,0.9,2.036,1,0.8
11,INDIA - ISL,02/03/2024,11:00,Bengaluru FC,Kerala Blasters,2.2,3.2,3.25,2.08,1.73,1.83,1.83,1.9,1.1357816,0.85,0.9,1.3747727,0.896,0.45454547,0.3125,0.30769232,0.48076922,0.5780347,0.19015522,1.0,2.511,1,0.5085
12,POLAND - DIVISION 1,02/03/2024,11:00,Termalica B-B.,Wisla Plock,2.0,3.4,3.4,1.75,2.05,1.62,2.2,1.4,1.356466,0.675,0.8,0.8717798,0.973,0.5,0.29411766,0.29411766,0.5714286,0.4878049,0.26755393,0.6,2.228,1,0.7048
13,ENGLAND - LEAGUE TWO,02/03/2024,12:00,Tranmere,Sutton,2.0,3.5,3.8,1.98,1.88,1.73,2.0,1.7,1.3453624,0.657,0.7,0.9,0.84,0.5,0.2857143,0.2631579,0.5050505,0.5319149,0.3052703,1.0,2.245,1,0.7835
14,ENGLAND - LEAGUE TWO,02/03/2024,12:00,Swindon,Harrogate,1.8,4.0,4.2,1.67,2.15,1.62,2.2,1.1,1.3,0.609,1.7,1.3453624,0.267,0.5555556,0.25,0.23809524,0.5988024,0.4651163,0.4223443,-0.6,2.645,1,0.8631
15,ENGLAND - PREMIER LEAGUE,02/03/2024,12:00,Everton,West Ham,2.05,3.6,3.4,1.84,2.06,1.7,2.05,1.1,1.3,1.013,1.3,1.4177446,0.887,0.4878049,0.2777778,0.29411766,0.54347825,0.4854369,0.2700478,-0.2,2.718,1,0.8048
16,ENGLAND - PREMIER LEAGUE,02/03/2024,12:00,Newcastle,Wolves,1.91,4.0,3.6,1.53,2.4,1.57,2.25,1.6,1.4282857,0.795,1.4,1.356466,0.954,0.5235602,0.25,0.2777778,0.6535948,0.41666666,0.35079414,0.2,2.785,1,0.8092
17,ENGLAND - LEAGUE TWO,02/03/2024,12:00,Walsall,Doncaster,1.95,3.5,4.0,1.95,1.9,1.73,2.0,2.0,1.264911,1.08,0.7,0.9,0.762,0.51282054,0.2857143,0.25,0.51282054,0.5263158,0.33301803,1.3,2.165,1,0.7004
18,SCOTLAND - PREMIERSHIP,02/03/2024,12:00,Hibernian,Ross County,1.57,4.2,5.5,1.67,2.15,1.75,2.0,1.0,1.0954452,1.07,0.5,0.5,1.051,0.6369427,0.23809524,0.18181819,0.5988024,0.4651163,0.57507384,0.5,1.595,1,0.5315
19,ROMANIA - LIGA 1,02/03/2024,12:00,FC Hermannstadt,Otelul,1.95,3.0,3.8,2.5,1.5,2.25,1.57,2.0,1.0,0.661,1.6,1.2,0.645,0.51282054,0.33333334,0.2631579,0.4,0.6666667,0.28431258,0.4,2.2,1,0.8129
20,SCOTLAND - CHAMPIONSHIP,02/03/2024,12:00,Airdrieonians,Queen's Park,2.15,3.3,3.0,1.93,1.93,1.73,2.0,1.5,1.2845232,0.597,1.1,1.3,0.524,0.4651163,0.3030303,0.33333334,0.5181347,0.5181347,0.19163764,0.4,2.585,1,0.8982
21,SCOTLAND - CHAMPIONSHIP,02/03/2024,12:00,Morton,Inverness,1.75,3.6,4.0,2.03,1.83,1.91,1.8,1.3,1.4177446,0.71,1.5,1.2845232,0.804,0.5714286,0.2777778,0.25,0.49261084,0.5464481,0.39688212,-0.2,2.702,1,0.853
22,SCOTLAND - LEAGUE ONE,02/03/2024,12:00,Montrose,Alloa,2.1,3.4,3.0,1.85,2.0,1.73,2.0,1.5,1.2845232,0.898,1.1,1.3,0.699,0.47619048,0.29411766,0.33333334,0.5405405,0.5,0.2126837,0.4,2.585,1,0.8
23,SCOTLAND - LEAGUE TWO,02/03/2024,12:00,Clyde,Elgin City,1.85,3.6,3.6,1.93,1.93,1.8,1.91,1.2,1.2489996,0.808,0.3,0.9,1.167,0.5405405,0.2777778,0.2777778,0.5181347,0.5181347,0.3390238,0.9,2.149,1,0.5131
24,ENGLAND - LEAGUE TWO,02/03/2024,12:00,Crewe,Morecambe,1.85,3.75,4.0,1.83,2.03,1.73,2.0,1.7,1.3453624,0.439,1.7,1.3453624,0.825,0.5405405,0.26666668,0.25,0.5464481,0.49261084,0.37799868,0.0,2.691,1,0.8131
25,ENGLAND - LEAGUE TWO,02/03/2024,12:00,Grimsby,Forest Green,2.0,3.5,3.8,1.83,2.03,1.67,2.1,1.1,1.3,0.81,1.0,1.0954452,0.762,0.5,0.2857143,0.2631579,0.5464481,0.49261084,0.3052703,0.1,2.395,1,0.7717
26,BELGIUM - JUPILER PRO LEAGUE,02/03/2024,12:00,Cercle Brugge KSV,KV Mechelen,1.91,3.6,4.0,1.88,1.98,1.75,2.0,1.7,1.3453624,0.804,1.3,1.4177446,0.851,0.5235602,0.2777778,0.25,0.5319149,0.5050505,0.35079414,0.4,2.763,1,0.8852
27,SPAIN - PRIMERA RFEF,02/03/2024,12:00,Algeciras,Granada CF B,1.75,3.0,5.0,2.63,1.44,2.5,1.5,1.6,1.2,0.641,0.1,0.3,1.34,0.5714286,0.33333334,0.2,0.38022813,0.6944444,0.4171915,1.5,1.5,1,0.8229
28,SCOTLAND - LEAGUE TWO,02/03/2024,12:00,Spartans,East Fife,1.95,3.3,3.6,2.05,1.75,1.83,1.83,1.2,1.2489996,0.703,1.1,1.3,0.963,0.51282054,0.3030303,0.2777778,0.4878049,0.5714286,0.28900236,0.1,2.549,1,0.5077
29,ENGLAND - CHAMPIONSHIP,02/03/2024,12:00,Norwich,Sunderland,1.95,3.6,4.0,1.83,2.03,1.73,2.0,2.1,1.1357816,0.656,0.7,0.9,1.112,0.51282054,0.2777778,0.25,0.5464481,0.49261084,0.3398838,1.4,2.036,1,1.0
30,SCOTLAND - LEAGUE TWO,02/03/2024,12:00,Dumbarton,Peterhead,2.05,3.3,3.4,2.03,1.83,1.8,1.91,1.5,1.2845232,1.008,1.2,1.2489996,0.754,0.4878049,0.3030303,0.29411766,0.49261084,0.5464481,0.24686368,0.3,2.534,1,0.5098
31,ENGLAND - LEAGUE ONE,02/03/2024,12:00,Cheltenham,Burton,1.8,3.6,4.75,2.1,1.7,1.95,1.8,1.8,1.2489996,0.418,0.6,0.9165151,1.448,0.5555556,0.2777778,0.21052632,0.47619048,0.5882353,0.4292026,1.2,2.166,1,0.7173
32,ENGLAND - LEAGUE TWO,02/03/2024,12:00,Bradford City,Notts Co,1.91,3.75,3.8,1.67,2.15,1.62,2.2,1.1,1.0440307,0.926,0.8,1.1661904,0.8,0.5235602,0.26666668,0.2631579,0.5988024,0.4651163,0.34726974,0.3,2.21,1,0.7128
33,ENGLAND - LEAGUE ONE,02/03/2024,12:00,Portsmouth,Oxford Utd,1.73,3.75,5.0,1.85,2.0,1.8,1.95,2.0,1.264911,0.712,1.1,1.3,0.749,0.5780347,0.26666668,0.2,0.5405405,0.5,0.4731227,0.9,2.565,1,0.8371
34,ENGLAND - LEAGUE ONE,02/03/2024,12:00,Bolton,Cambridge Utd,1.55,4.0,6.0,1.93,1.93,1.95,1.8,2.0,1.264911,0.763,0.9,1.1357816,0.794,0.6451613,0.25,0.16666667,0.5181347,0.5181347,0.58968323,1.1,2.401,1,0.8118
35,ENGLAND - LEAGUE ONE,02/03/2024,12:00,Leyton Orient,Bristol Rovers,1.85,3.6,4.33,1.98,1.88,1.8,1.95,1.7,1.3453624,0.704,1.6,1.4282857,0.538,0.5405405,0.2777778,0.23094688,0.5050505,0.5319149,0.3895689,0.1,2.774,1,0.7941
36,SPAIN - LALIGA2,02/03/2024,12:15,Ferrol,Racing Santander,2.2,3.3,3.4,2.15,1.67,1.83,1.83,1.6,1.2,0.999,1.1,1.3,0.994,0.45454547,0.3030303,0.29411766,0.4651163,0.5988024,0.20999172,0.5,2.5,1,0.8
37,SPAIN - LALIGA2,02/03/2024,12:15,Espanyol,Huesca,1.73,3.25,6.0,2.6,1.48,2.38,1.53,1.8,1.2489996,0.642,1.6,1.2,0.853,0.5780347,0.30769232,0.16666667,0.3846154,0.6756757,0.48655903,0.2,2.449,1,1.0
38,POLAND - EKSTRAKLASA,02/03/2024,13:30,Slask Wroclaw,Widzew Lodz,2.0,3.2,3.5,2.15,1.67,1.95,1.8,1.8,1.2489996,1.011,0.7,0.9,0.728,0.5,0.3125,0.2857143,0.4651163,0.5988024,0.26041654,1.1,2.149,1,0.8225
39,SPAIN - PRIMERA RFEF,02/03/2024,14:00,R. Sociedad B,SD Logrones,1.55,3.8,5.25,2.2,1.65,2.38,1.53,1.2,0.9797959,0.575,1.0,1.3416408,0.906,0.6451613,0.2631579,0.1904762,0.45454547,0.6060606,0.54449385,0.2,2.321,1,0.7628
