,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA DE EXPANSION MX,14/08/2023,00:05,Cimarrones de Sonora,Atlante,2.68,3.14,2.61,2.31,1.61,1.91,1.85,1.3,1.1874342,1.02,1.1,1.0440307,0.872,0.37313432,0.31847134,0.38314176,0.43290043,0.621118,0.07933675,0.2,2.231,1,0.8592
2,INDONESIA - LIGA 1,14/08/2023,05:00,Dewa United,PSIS Semarang,2.14,3.42,3.12,1.84,1.94,1.65,2.18,1.4,1.356466,0.725,0.8,1.1661904,0.954,0.46728972,0.29239765,0.32051283,0.54347825,0.5154639,0.21296605,0.6,2.523,1,0.504
3,SOUTH KOREA - K LEAGUE 2,14/08/2023,07:00,Bucheon FC 1995,Gyeongnam,2.5,3.25,2.5,1.9,1.9,1.73,2.0,1.7,1.3453624,1.128,2.0,1.0,0.904,0.4,0.30769232,0.4,0.5263158,0.5263158,0.11785113,-0.3,2.345,1,0.5894
4,INDONESIA - LIGA 1,14/08/2023,09:00,Arema FC,RANS Nusantara,2.4,3.48,2.62,1.74,2.07,1.57,2.34,0.9,1.1357816,1.19,0.4,0.9165151,0.666,0.41666666,0.28735632,0.3816794,0.57471263,0.4830918,0.1509029,0.5,2.052,1,0.502
5,GEORGIA - CRYSTALBET EROVNULI LIGA,14/08/2023,10:00,Samtredia,Torpedo Kutaisi,6.23,4.0,1.45,1.73,2.0,1.85,1.85,0.7,1.1874342,1.016,1.1,1.0440307,1.172,0.16051364,0.25,0.6896552,0.5780347,0.5,0.63058907,-0.4,2.231,1,0.5205
6,ARMENIA - PREMIER LEAGUE,14/08/2023,12:00,Ararat-Armenia,Pyunik Yerevan,2.11,3.34,3.27,1.85,1.93,1.65,2.18,2.1,1.1357816,0.769,2.8,0.6,0.662,0.47393364,0.2994012,0.3058104,0.5405405,0.5181347,0.22464195,-0.7,1.736,1,0.5121
7,SERBIA - SUPER LIGA,14/08/2023,13:00,Novi Pazar,IMT Novi Beograd,1.73,3.52,4.82,2.04,1.77,1.9,1.86,1.6,1.4282857,1.101,1.9,1.3747727,0.896,0.5780347,0.2840909,0.20746888,0.49019608,0.56497175,0.44798148,-0.3,2.803,1,0.6446
8,SPAIN - LALIGA2,14/08/2023,14:00,Mirandes,Alcorcon,2.55,3.1,2.9,2.5,1.5,2.1,1.67,1.8,1.2489996,0.495,1.6,1.2,0.963,0.39215687,0.32258064,0.3448276,0.4,0.6666667,0.082146235,0.2,2.449,1,0.5954
9,POLAND - EKSTRAKLASA,14/08/2023,14:00,Warta Poznan,Ruch Chorzow,1.91,3.5,3.8,2.2,1.65,2.0,1.75,1.6,1.2,0.774,1.4,1.356466,0.609,0.5235602,0.2857143,0.2631579,0.45454547,0.6060606,0.32952768,0.2,2.556,1,0.6487
10,SWEDEN - SUPERETTAN,14/08/2023,14:00,Orebro,Jonkoping,1.8,3.4,4.33,1.8,2.0,1.7,2.05,1.2,0.9797959,1.002,1.2,0.9797959,0.556,0.5555556,0.29411766,0.23094688,0.5555556,0.5,0.39010745,0.0,1.96,1,0.5909
11,ROMANIA - LIGA 1,14/08/2023,14:30,Din. Bucuresti,FC Botosani,2.3,3.1,2.9,2.25,1.62,1.91,1.8,1.8,1.2489996,1.345,0.7,1.1874342,1.113,0.4347826,0.32258064,0.3448276,0.44444445,0.61728394,0.13202809,1.1,2.436,1,0.7114
12,PORTUGAL - LIGA PORTUGAL,14/08/2023,14:45,Moreirense,FC Porto,7.5,4.75,1.33,1.6,2.3,1.95,1.8,2.6,0.8,0.769,2.5,1.024695,0.963,0.13333334,0.21052632,0.7518797,0.625,0.4347826,0.75346744,0.1,1.825,1,0.9293
13,NETHERLANDS - EERSTE DIVISIE,14/08/2023,15:00,Jong AZ,Jong Utrecht,1.65,4.33,4.75,1.6,2.3,1.62,2.2,1.4,1.1135529,0.736,0.7,1.1874342,1.368,0.6060606,0.23094688,0.21052632,0.625,0.4347826,0.5207508,0.7,2.301,1,0.557
