,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MALTA - PREMIER LEAGUE,03/12/2023,07:00,Naxxar,Gudja,1.93,3.2,3.9
2,RUSSIA - PREMIER LEAGUE,03/12/2023,08:00,CSKA Moscow,FK Rostov,1.9,3.95,4.23
3,NETHERLANDS - EREDIVISIE,03/12/2023,08:15,Feyenoord,PSV,2.15,3.6,3.1
4,NORTH MACEDONIA - 1. MFL,03/12/2023,09:00,Rabotnicki,Brera Strumica,2.0,3.3,3.5
5,NORTH MACEDONIA - 1. MFL,03/12/2023,09:00,Bregalnica Stip,Voska Sport,2.07,3.15,3.4
6,NIGERIA - NPFL,03/12/2023,11:00,Gombe,Kano Pillars,1.62,3.35,5.7
7,NIGERIA - NPFL,03/12/2023,12:00,Sporting Lagos,Katsina Utd,1.6,3.4,6.0
8,GHANA - PREMIER LEAGUE,03/12/2023,12:00,Accra Lions,Nations FC,1.8,3.05,4.45
9,BULGARIA - PARVA LIGA,03/12/2023,12:45,Krumovgrad,Beroe,2.0,3.25,4.0
10,BELGIUM - CHALLENGER PRO LEAGUE,03/12/2023,15:15,Dender,Francs Borains,1.62,3.8,4.5
11,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,03/12/2023,15:45,GOSK Gabela,Siroki Brijeg,2.47,3.0,2.85
12,ITALY - SERIE C,03/12/2023,16:45,Pro Sesto,Legnago Salus,2.57,2.95,2.82
13,JAMAICA - PREMIER LEAGUE,03/12/2023,17:15,Mount Pleasant,Waterhouse,1.75,3.3,4.6
14,CHILE - PRIMERA DIVISION,03/12/2023,18:00,Colo Colo,U. Espanola,1.36,4.75,9.0
15,ECUADOR - LIGA PRO,03/12/2023,20:00,Delfin,Tecnico U.,2.15,3.4,3.0
