Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,THAILAND - THAI LEAGUE 1,02/10/2023,08:30,Chiangrai Utd,Sukhothai,1.82,3.5,4.1
2,GEORGIA - CRYSTALBET EROVNULI LIGA,02/10/2023,08:30,Samgurali,Gagra,1.65,3.8,4.15
3,ROMANIA - LIGA 2,02/10/2023,10:00,Hunedoara,Mioveni,1.7,3.5,4.9
4,ITALY - SERIE C,02/10/2023,10:00,Taranto,Audace Cerignola,2.45,3.0,2.95
5,SERBIA - PRVA LIGA,02/10/2023,10:00,Mladost GAT,Dubocica,1.65,3.5,4.65
6,CROATIA - HNL,02/10/2023,13:00,Istra 1961,Lok. Zagreb,2.4,3.2,2.75
7,POLAND - DIVISION 1,02/10/2023,13:00,Leczna,Zaglebie Sosnowiec,2.5,3.3,2.55
8,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,02/10/2023,13:00,Zeljeznicar,Siroki Brijeg,1.75,3.4,4.45
9,SWEDEN - SUPERETTAN,02/10/2023,14:00,Utsikten,AFC Eskilstuna,1.75,3.8,4.33
10,SWEDEN - SUPERETTAN,02/10/2023,14:00,Brage,Skovde AIK,1.67,4.0,4.75
11,ROMANIA - LIGA 1,02/10/2023,15:00,FCSB,U. Cluj,1.5,4.0,5.75
12,ENGLAND - FA CUP,02/10/2023,15:30,Chelmsford,Bromsgrove,1.73,4.41,4.73
13,PORTUGAL - LIGA PORTUGAL,02/10/2023,16:15,Gil Vicente,Casa Pia,2.55,3.2,2.8
14,PORTUGAL - LIGA PORTUGAL 2,02/10/2023,16:15,Torreense,Os Belenenses,1.7,3.25,5.0
15,PARAGUAY - PRIMERA DIVISION,02/10/2023,18:00,Sp. Luqueno,Guairena,1.83,3.6,4.2
16,ARGENTINA - COPA DE LA LIGA PROFESIONAL,02/10/2023,18:30,Godoy Cruz,Instituto,2.25,3.1,3.5
17,COLOMBIA - PRIMERA A,02/10/2023,22:10,Huila,La Equidad,2.4,3.1,3.2
18,PERU - LIGA 1,02/10/2023,22:30,U. de Deportes,Cajamarca,1.4,3.4,9.5
