Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,22/12/2023,05:30,BANGLADESH - PREMIER LEAGUE,Abahani Limited,Rahmatgonj MFS,1.35,4.55,6.8,1.5,1.87,1.89,1.02,1.24,1.14,3.84,1.2
2,22/12/2023,05:30,BANGLADESH - PREMIER LEAGUE,Bangladesh Police,Chittagong Abahani,1.5,3.85,5.4,1.46,1.56,2.36,1.01,1.23,1.13,3.56,1.23
3,22/12/2023,08:30,IRAQ - SUPER LEAGUE,Al Shorta,Al Wasat,1.47,3.45,7.0,2.6,2.84,1.4,1.08,1.55,1.52,9.7,1.02
4,22/12/2023,09:15,VIETNAM - V.LEAGUE 1,Hanoi FC,Hong Linh Ha Tinh,1.34,4.75,7.6,1.62,1.93,1.7,1.01,1.3,1.2,3.65,1.2
5,22/12/2023,10:00,SERBIA - SUPER LIGA,Cukaricki,Mladost,1.42,4.45,6.5,1.72,1.95,1.75,1.04,1.35,1.24,4.6,1.16
6,22/12/2023,10:30,INDIA - I-LEAGUE,Rajasthan United,TRAU FC,1.55,4.1,5.0,1.45,1.52,2.22,1.01,1.21,1.12,3.25,1.25
7,22/12/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Nassr,Al Ettifaq,1.29,5.25,8.0,1.53,1.83,1.83,1.03,1.25,1.17,4.0,1.22
8,22/12/2023,12:30,ROMANIA - LIGA 1,Otelul,FC Botosani,1.62,3.75,5.75,2.2,2.2,1.62,1.07,1.5,1.4,9.0,1.07
9,22/12/2023,13:00,SERBIA - SUPER LIGA,TSC,Napredak,1.36,4.55,8.0,1.78,2.12,1.65,1.05,1.37,1.26,4.85,1.14
10,22/12/2023,14:30,ITALY - SERIE C,Torres,Pineto,1.65,3.6,5.0,2.22,2.15,1.62,1.08,1.5,1.4,6.7,1.07
11,22/12/2023,16:00,NETHERLANDS - EERSTE DIVISIE,Groningen,Jong Utrecht,1.2,7.0,13.0,1.5,2.0,1.73,1.02,1.25,1.14,3.75,1.25
12,22/12/2023,16:00,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Jong PSV,1.45,4.75,6.5,1.48,1.62,2.2,1.02,1.25,1.14,3.75,1.25
13,22/12/2023,16:45,ITALY - SERIE C,L.R. Vicenza,Alessandria,1.47,3.75,7.3,2.2,2.32,1.53,1.09,1.52,1.4,6.5,1.08
14,22/12/2023,16:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Larne,Loughgall,1.18,5.9,15.5,1.52,2.22,1.6,1.03,1.29,1.16,3.65,1.24
15,22/12/2023,16:45,ENGLAND - LEAGUE TWO,Stockport County,Notts Co,1.62,4.0,5.5,1.6,1.62,2.2,1.03,1.29,1.17,4.33,1.2
16,22/12/2023,17:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dundela,Annagh,1.6,4.15,4.55,1.52,1.6,2.07,1.02,1.25,1.15,3.55,1.21
