Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,18/02/2024,04:00,Resources Capital,Hong Kong FC,3.95,3.9,1.72
2,HONG KONG - PREMIER LEAGUE,18/02/2024,04:00,HK U23,Lee Man Warriors,26.0,11.75,1.03
3,THAILAND - THAI LEAGUE 1,18/02/2024,07:30,Trat FC,Buriram,7.2,4.9,1.36
4,BULGARIA - PARVA LIGA,18/02/2024,07:45,Etar,CSKA 1948 Sofia,5.5,3.8,1.62
5,SCOTLAND - PREMIERSHIP,18/02/2024,09:00,St Johnstone,Rangers,11.0,7.0,1.22
6,ITALY - SERIE C,18/02/2024,10:00,Ancona,Carrarese,3.35,3.0,2.22
7,NORTH MACEDONIA - 1. MFL,18/02/2024,10:00,Makedonija GP,Shkendija,3.05,3.15,2.25
8,AUSTRIA - BUNDESLIGA,18/02/2024,10:30,Hartberg,LASK,3.7,3.6,2.0
9,MONTENEGRO - PRVA CRNOGORSKA LIGA,18/02/2024,11:00,Mornar Bar,Sutjeska,4.05,2.95,1.98
10,BELGIUM - JUPILER PRO LEAGUE,18/02/2024,12:00,Kortrijk,Royale Union SG,7.5,5.25,1.36
11,ANDORRA - PRIMERA DIVISIÓ,18/02/2024,14:30,Esperanca,Pas de la Casa,3.85,4.15,1.65
12,ITALY - SERIE C,18/02/2024,16:45,Vis Pesaro,Pescara,4.25,3.35,1.83
13,URUGUAY - PRIMERA DIVISION,18/02/2024,17:00,Racing Montevideo,Liverpool M.,3.3,3.25,2.2
14,JAMAICA - PREMIER LEAGUE,18/02/2024,17:30,Treasure Beach,Molynes,2.77,3.2,2.4
15,JAMAICA - PREMIER LEAGUE,18/02/2024,18:00,Waterhouse,Arnett Gardens,2.82,3.15,2.37
16,PARAGUAY - PRIMERA DIVISION,18/02/2024,18:15,Sol de America,Libertad Asuncion,5.25,4.2,1.5
