Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PORTUGAL - LIGA PORTUGAL 2,29/03/2024,08:00,Os Belenenses,Feirense,2.63,3.2,2.75
2,CHINA - SUPER LEAGUE,29/03/2024,08:35,Shenzhen Xinpengcheng,Cangzhou,2.5,3.3,2.88
3,INDONESIA - LIGA 1,29/03/2024,10:30,Barito Putera,PSIS Semarang,2.07,3.35,3.2
4,ALBANIA - SUPERLIGA,29/03/2024,11:00,Egnatia,Kukesi,1.87,3.3,3.65
5,SERBIA - PRVA LIGA,29/03/2024,11:00,Jedinstvo U.,Metalac,1.95,3.0,3.75
6,ENGLAND - CHAMPIONSHIP,29/03/2024,12:00,Preston,Rotherham,1.53,4.2,6.0
7,BULGARIA - PARVA LIGA,29/03/2024,14:00,Levski Sofia,Slavia Sofia,1.5,4.0,7.0
8,ARGENTINA - PRIMERA NACIONAL,29/03/2024,15:00,Guillermo Brown,Talleres (R.E),2.38,3.0,3.4
9,ALBANIA - SUPERLIGA,29/03/2024,15:00,KF Tirana,Teuta,1.87,3.35,3.65
10,ALBANIA - SUPERLIGA,29/03/2024,15:00,Vllaznia,Erzeni,1.57,3.5,5.2
11,IRELAND - PREMIER DIVISION,29/03/2024,16:45,Shelbourne,Dundalk,1.75,3.5,5.0
12,BRAZIL - BRASILEIRO WOMEN,29/03/2024,19:00,Santos W,Bragantino W,1.7,3.7,3.9
13,PERU - LIGA 1,29/03/2024,21:00,Cusco,Union Comercio,1.45,4.0,8.5
14,COLOMBIA - PRIMERA A,29/03/2024,21:30,Junior,La Equidad,1.83,3.5,4.5
