,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-05-17,02:00:00,JAPAN - J2 LEAGUE,Mito,Kumamoto,2.58,3.0,3.2,13.0,1.2436403
2,2025-05-17,02:00:00,JAPAN - J2 LEAGUE,Fujieda MYFC,Omiya,3.65,2.04,3.75,13.0,1.2436363
3,2025-05-17,02:00:00,JAPAN - J2 LEAGUE,Hokkaido Consadole Sapporo,Toyama,1.92,4.4,3.7,18.0,1.2436404
4,2025-05-17,02:00:00,JAPAN - J2 LEAGUE,Iwata,Iwaki,2.28,3.3,3.45,15.0,1.2436405
5,2025-05-17,02:00:00,JAPAN - J2 LEAGUE,Chiba,Vegalta Sendai,2.32,3.4,3.25,12.0,1.2436403
6,2025-05-17,04:30:00,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Asan,3.05,2.32,3.55,10.5,1.2436016
7,2025-05-17,04:30:00,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Anyang,1.62,6.6,4.1,21.0,1.2436433
8,2025-05-17,04:30:00,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Hwaseong FC,1.91,4.0,3.8,34.0,1.24361
9,2025-05-17,07:00:00,UKRAINE - PREMIER LEAGUE,FK Zorya Luhansk,Zhytomyr,4.3,1.78,3.75,95.0,1.2437477
10,2025-05-17,07:00:00,UKRAINE - PREMIER LEAGUE,Kryvbas,Obolon,1.59,6.2,3.6,40.0,1.2437367
11,2025-05-17,07:00:00,UKRAINE - PREMIER LEAGUE,Kolos Kovalivka,Karpaty,3.4,2.34,3.1,32.0,1.243765
12,2025-05-17,07:00:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Ulsan HD,4.3,1.99,3.4,8.0,1.2436424
13,2025-05-17,07:00:00,SOUTH KOREA - K LEAGUE 1,Gimcheon Sangmu,Jeju Utd,1.7,5.1,4.0,21.0,1.2436508
14,2025-05-17,07:00:00,CHINA - SUPER LEAGUE,Shenzhen Xinpengcheng,Wuhan Three Towns,2.8,2.74,3.35,14.0,1.243608
15,2025-05-17,07:00:00,CHINA - SUPER LEAGUE,Dalian Yingbo,Shanghai Shenhua,6.8,1.53,4.6,9.2,1.2436198
16,2025-05-17,07:00:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Seongnam,2.78,2.64,3.35,25.0,1.2436432
17,2025-05-17,08:00:00,CHINA - SUPER LEAGUE,Changchun Yatai,Tianjin Jinmen Tiger,3.45,2.18,3.65,11.5,1.2436197
18,2025-05-17,08:30:00,ENGLAND - LEAGUE TWO,AFC Wimbledon,Notts Co,2.5,3.2,3.35,9.8,1.2436452
19,2025-05-17,08:30:00,SCOTLAND - PREMIERSHIP,Celtic,St. Mirren,1.27,12.0,7.2,70.0,1.2437791
20,2025-05-17,08:30:00,SCOTLAND - PREMIERSHIP,Hibernian,Rangers,3.35,2.22,3.95,15.5,1.2437801
21,2025-05-17,08:30:00,SCOTLAND - PREMIERSHIP,Dundee Utd,Aberdeen,2.46,3.05,3.65,15.0,1.24378
22,2025-05-17,08:35:00,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Qingdao West Coast,1.3,11.5,5.9,85.0,1.2436078
23,2025-05-17,08:35:00,CHINA - SUPER LEAGUE,Qingdao Hainiu,Beijing Guoan,9.6,1.37,5.6,11.5,1.2436076
24,2025-05-17,08:45:00,HUNGARY - OTP BANK LIGA,Zalaegerszegi,Gyori,2.56,2.76,3.5,34.0,1.2436498
25,2025-05-17,09:00:00,CHINA - SUPER LEAGUE,Shanghai Port,Shandong Taishan,1.78,3.95,4.8,36.0,1.2436075
26,2025-05-17,09:00:00,DENMARK - 1ST DIVISION,Horsens,Fredericia,2.68,2.58,3.8,560.0,1.2436087
27,2025-05-17,09:00:00,DENMARK - 1ST DIVISION,Kolding IF,Odense,2.84,2.5,3.7,60.0,1.2436085
28,2025-05-17,10:00:00,FINLAND - YKKONEN,KPV Kokkola,Atlantis,1.82,4.0,4.1,85.0,1.2438428
29,2025-05-17,10:00:00,FINLAND - YKKONEN,Mikkeli,KuPS Akatemia,2.86,2.26,3.9,40.0,1.243843
