Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,06/01/2024,09:30,ENGLAND - FA CUP,Coventry,Oxford Utd,1.57,4.33,5.25,1.65,1.7,2.05,1.03,1.3,1.2,5.0,1.17
20,06/01/2024,10:00,ITALY - SERIE C,Picerno,Virtus Francavilla,1.6,3.5,6.0,2.32,2.35,1.53,1.1,1.55,1.45,7.2,1.06
19,06/01/2024,11:00,PORTUGAL - LIGA PORTUGAL 2,Penafiel,Vilaverdense,1.5,3.8,5.75,1.95,2.0,1.73,1.05,1.4,1.29,6.5,1.11
13,06/01/2024,12:00,ENGLAND - LEAGUE TWO,Bradford City,Crawley,1.7,4.0,4.75,1.85,1.8,1.91,1.04,1.36,1.25,6.0,1.13
18,06/01/2024,12:00,SCOTLAND - LEAGUE ONE,Falkirk,Queen of South,1.29,4.75,9.0,1.53,1.91,1.8,1.01,1.25,1.17,4.0,1.22
17,06/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Arbroath,1.45,4.33,5.5,1.5,1.67,2.1,1.02,1.25,1.14,3.75,1.25
16,06/01/2024,12:00,SCOTLAND - LEAGUE ONE,Cove Rangers,Kelty Hearts,1.5,4.0,5.0,1.62,1.73,2.0,1.03,1.3,1.2,4.33,1.2
15,06/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Morton,1.36,5.75,5.25,1.7,2.1,1.67,1.03,1.33,1.22,4.5,1.17
11,06/01/2024,12:00,ENGLAND - LEAGUE TWO,Notts Co,Sutton,1.51,4.33,5.54,1.5,1.57,2.25,13.0,1.25,1.12,4.0,1.2
14,06/01/2024,12:00,ENGLAND - LEAGUE ONE,Stevenage,Reading,1.64,3.8,4.96,1.85,1.85,1.85,1.02,1.36,1.25,7.0,1.07
10,06/01/2024,12:00,ENGLAND - FA CUP,Blackburn,Cambridge Utd,1.44,5.25,6.0,1.53,1.8,1.95,1.03,1.29,1.17,4.0,1.22
9,06/01/2024,12:00,ENGLAND - FA CUP,Norwich,Bristol Rovers,1.6,4.5,4.75,1.65,1.7,2.05,1.03,1.3,1.2,4.5,1.18
8,06/01/2024,12:00,ENGLAND - FA CUP,Plymouth,Sutton,1.3,6.5,7.5,1.4,1.75,2.0,1.02,1.22,1.11,3.4,1.3
7,06/01/2024,12:00,ENGLAND - FA CUP,Southampton,Walsall,1.29,6.5,8.0,1.44,1.8,1.95,1.02,1.25,1.13,3.5,1.29
6,06/01/2024,12:00,SCOTLAND - LEAGUE TWO,Stenhousemuir,Forfar Athletic,1.6,3.8,4.75,2.0,2.0,1.73,1.03,1.4,1.3,6.5,1.1
12,06/01/2024,12:00,ENGLAND - LEAGUE TWO,Mansfield,Crewe,1.45,4.75,6.0,1.53,1.67,2.1,1.03,1.25,1.17,4.0,1.22
5,06/01/2024,12:15,ITALY - SERIE C,Benevento,Turris,1.55,3.8,5.8,1.93,1.98,1.75,1.06,1.42,1.31,5.5,1.11
4,06/01/2024,12:30,PORTUGAL - LIGA PORTUGAL 2,Santa Clara,Mafra,1.75,3.5,4.75,2.15,2.0,1.73,1.07,1.44,1.36,9.0,1.07
3,06/01/2024,12:30,PORTUGAL - LIGA PORTUGAL 2,Benfica B,Os Belenenses,1.62,3.75,5.5,1.95,1.91,1.8,1.05,1.4,1.29,6.5,1.11
2,06/01/2024,13:00,MALTA - PREMIER LEAGUE,Gzira,Santa Lucia,1.47,4.05,6.1,1.78,1.88,1.72,1.02,1.39,1.25,5.5,1.11
21,06/01/2024,14:00,MOROCCO - BOTOLA PRO,Raja Casablanca,Mouloudia Oujda,1.25,5.0,10.0,1.95,2.63,1.44,1.06,1.4,1.29,6.5,1.11
22,06/01/2024,14:30,ENGLAND - FA CUP,Chelsea,Preston,1.14,8.5,13.0,1.4,2.1,1.67,1.01,1.22,1.11,3.25,1.33
