Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,01/10/2023,04:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Gimcheon Sangmu,5.5,4.0,1.53,1.75,1.83,1.83,1.04,1.33,1.22,5.5,1.14
17,01/10/2023,06:00,MALTA - PREMIER LEAGUE,Balzan,Floriana,3.65,3.3,1.95,1.93,1.75,1.85,1.04,1.42,1.31,6.0,1.1
16,01/10/2023,07:00,SPAIN - PRIMERA RFEF,Fuenlabrada,Dep. La Coruna,4.0,3.1,1.85,2.4,2.2,1.62,1.08,1.53,1.44,8.5,1.05
15,01/10/2023,09:00,NORTH MACEDONIA - 1. MFL,KF Gostivar,Shkendija,4.25,3.5,1.75,1.98,1.88,1.72,1.04,1.44,1.33,7.2,1.06
14,01/10/2023,09:00,ITALY - SERIE C,ACR Messina,Avellino,3.75,3.3,1.95,2.3,2.1,1.65,1.09,1.53,1.45,7.1,1.06
13,01/10/2023,09:15,SWITZERLAND - SUPER LEAGUE,Yverdon,St. Gallen,5.5,4.2,1.57,1.5,1.57,2.25,1.02,1.25,1.14,3.75,1.25
12,01/10/2023,10:00,MOLDOVA - SUPER LIGA,Dacia Buiucani,Zimbru Chisinau,4.85,3.7,1.57,1.87,1.9,1.86,1.03,1.4,1.27,5.5,1.11
11,01/10/2023,10:00,SLOVENIA - PRVA LIGA,Rogaska,O. Ljubljana,4.7,3.8,1.65,1.7,1.7,2.05,1.04,1.35,1.22,4.4,1.17
18,01/10/2023,10:00,FINLAND - YKKONEN,JJK Jyvaskyla,Jaro,3.75,4.0,1.73,1.57,1.57,2.25,1.03,1.29,1.17,4.33,1.2
10,01/10/2023,11:00,ALBANIA - SUPERLIGA,Skenderbeu,Partizani,4.45,3.15,1.75,2.25,2.14,1.67,1.06,1.52,1.43,8.4,1.04
8,01/10/2023,11:45,BULGARIA - PARVA LIGA,Lok. Sofia,Cherno More,6.0,3.8,1.6,2.1,2.1,1.67,1.06,1.44,1.33,8.0,1.08
7,01/10/2023,12:00,MOROCCO - BOTOLA PRO,Hassania Agadir,Raja Casablanca,4.75,3.1,1.7,2.5,2.25,1.57,1.11,1.53,1.5,11.0,1.05
6,01/10/2023,12:15,MALTA - PREMIER LEAGUE,Gudja,Gzira,3.85,3.55,1.82,1.93,1.82,1.78,1.04,1.4,1.3,6.5,1.08
5,01/10/2023,12:30,SLOVENIA - PRVA LIGA,Radomlje,Koper,3.75,3.5,1.91,1.83,1.72,2.02,1.06,1.4,1.27,5.1,1.13
4,01/10/2023,13:00,SLOVAKIA - NIKE LIGA,Z. Moravce-Vrable,Slovan Bratislava,5.4,4.2,1.55,1.7,1.75,1.95,1.04,1.36,1.22,4.45,1.18
3,01/10/2023,14:15,BELGIUM - JUPILER PRO LEAGUE,RWDM,Gent,5.0,4.2,1.6,1.53,1.62,2.2,1.03,1.29,1.14,4.0,1.22
2,01/10/2023,15:15,SLOVENIA - PRVA LIGA,Aluminij,Maribor,4.1,3.75,1.75,1.65,1.6,2.18,1.04,1.33,1.21,4.15,1.19
9,01/10/2023,17:20,PERU - LIGA 1,AD Cantolao,ADT Tarma,5.25,3.75,1.62,1.7,1.73,2.0,1.04,1.33,1.2,5.0,1.17
19,01/10/2023,18:00,COSTA RICA - PRIMERA DIVISION,Liberia,Alajuelense,4.0,3.75,1.7,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
