,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,INDONESIA - LIGA 1,08/08/2023,05:00,FC Bhayangkara,Persebaya,2.21,3.58,2.88,1.67,2.18,1.53,2.43,2.0,1.264911,0.603,1.4,1.356466,0.933,0.4524887,0.2793296,0.3472222,0.5988024,0.4587156,0.1980611,0.6,2.621,1,0.5024
2,SOUTH KOREA - K LEAGUE 2,08/08/2023,07:30,Ansan Greeners,Cheongju,3.2,3.1,2.1,2.15,1.67,1.91,1.8,0.8,1.1661904,0.668,1.1111112,1.0999439,0.849,0.3125,0.32258064,0.47619048,0.4651163,0.5988024,0.20220505,-0.311,2.266,1,0.7815
3,CHINA - SUPER LEAGUE,08/08/2023,08:35,Qingdao Hainiu,Shanghai Port,7.0,4.5,1.45,1.57,2.35,1.75,2.0,1.5555556,1.3425606,0.943,2.6,0.8,0.643,0.14285715,0.22222222,0.6896552,0.6369427,0.42553192,0.6861696,-1.044,2.143,1,0.9021
4,INDONESIA - LIGA 1,08/08/2023,09:00,Persis Solo,Persib Bandung,2.72,3.6,2.3,1.56,2.21,1.49,2.54,1.6,1.2,0.579,1.2,1.2489996,0.677,0.36764705,0.2777778,0.4347826,0.64102566,0.4524887,0.17863385,0.4,2.449,1,0.5082
5,ROMANIA - LIGA 2,08/08/2023,12:30,Mioveni,Gloria Buzau,4.06,3.42,1.85,2.11,1.71,1.9,1.86,0.8,1.1661904,1.6,0.9,0.83066237,0.75,0.24630542,0.29239765,0.5405405,0.47393364,0.5847953,0.35918814,-0.1,1.997,1,0.725
6,GEORGIA - CRYSTALBET EROVNULI LIGA,08/08/2023,13:00,Saburtalo Tbilisi,Torpedo Kutaisi,1.69,3.7,4.64,1.92,1.86,1.83,1.93,1.8,1.2489996,1.121,1.1,1.0440307,1.15,0.591716,0.27027026,0.21551724,0.5208333,0.53763443,0.46203664,0.7,2.293,1,0.5009
7,SWEDEN - SUPERETTAN,08/08/2023,14:00,Helsingborg,Orgryte,2.05,3.3,3.2,1.88,1.98,1.7,2.05,0.8,1.1661904,1.165,0.9,1.1357816,0.814,0.4878049,0.3030303,0.3125,0.5319149,0.5050505,0.23100744,-0.1,2.302,1,0.8021
8,ROMANIA - LIGA 2,08/08/2023,15:00,Chindia Targoviste,Steaua Bucuresti,2.14,3.24,3.31,2.01,1.78,1.77,2.0,1.1,1.0440307,0.668,1.2,1.2489996,0.552,0.46728972,0.30864197,0.3021148,0.49751243,0.56179774,0.21252953,-0.1,2.293,1,0.7149
9,ICELAND - BESTA DEILD KARLA,08/08/2023,16:15,Fram,Fylkir,2.13,3.9,3.05,1.46,2.48,1.44,2.69,1.9,1.3747727,0.421,0.2,0.4,1.184,0.46948355,0.25641027,0.32786885,0.6849315,0.4032258,0.2520812,1.7,1.775,1,0.6638
10,ICELAND - BESTA DEILD KARLA,08/08/2023,16:15,Hafnarfjordur,Vikingur Reykjavik,4.01,4.1,1.79,1.47,2.45,1.5,2.51,2.5,1.024695,0.458,2.0,1.264911,0.617,0.24937657,0.24390244,0.5586592,0.6802721,0.40816328,0.4195241,0.5,2.29,1,0.901
