,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-10-10,20:30:00,COLOMBIA - PRIMERA A,Ind. Medellin,Alianza,1.6,7.4,3.85,21.0,1.2341001
2,2024-10-10,22:30:00,COLOMBIA - PRIMERA A,Santa Fe,Chico,1.48,9.4,3.85,30.0,1.2341022
