,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,ROMANIA - LIGA 1,27/02/2024,11:15,U Craiova 1948,Poli Iasi,1.91,3.5,3.3,1.98,1.88,1.8,1.91,1.9,1.3747727,0.664,0.9,1.1357816,0.941,0.5235602,0.2857143,0.3030303,0.5050505,0.5319149,0.29201865,1.0,2.511,1,0.7663
2,ENGLAND - FA CUP,27/02/2024,16:30,Bournemouth,Leicester,1.62,4.0,5.25,1.6,2.3,1.67,2.1,1.5,1.2845232,0.657,2.0,1.264911,0.735,0.61728394,0.25,0.1904762,0.625,0.4347826,0.53530127,-0.5,2.549,1,0.5019
3,SCOTLAND - CHAMPIONSHIP,27/02/2024,16:45,Inverness,Dunfermline,2.0,3.4,3.4,1.98,1.88,1.8,1.91,0.9,1.1357816,1.357,1.3,1.1874342,0.804,0.5,0.29411766,0.29411766,0.5050505,0.5319149,0.26755393,-0.4,2.323,1,0.8692
4,ENGLAND - LEAGUE TWO,27/02/2024,16:45,Notts Co,Sutton,1.62,4.33,5.0,1.53,2.4,1.62,2.2,1.6,1.4282857,0.584,0.7,0.9,0.678,0.61728394,0.23094688,0.2,0.6535948,0.41666666,0.5433045,0.9,2.328,1,0.7802
5,ENGLAND - LEAGUE TWO,27/02/2024,16:45,Swindon,Tranmere,2.2,3.5,3.25,1.73,2.08,1.62,2.2,1.1,1.3,0.735,1.1,1.3,0.935,0.45454547,0.2857143,0.30769232,0.5780347,0.48076922,0.21455142,0.0,2.6,1,0.703
6,ENGLAND - LEAGUE TWO,27/02/2024,16:45,Salford,Colchester,1.91,3.6,4.0,1.62,2.25,1.53,2.38,0.7,0.9,0.836,0.7,1.1874342,0.931,0.5235602,0.2777778,0.25,0.61728394,0.44444445,0.35079414,0.0,2.087,1,0.7917
7,ENGLAND - LEAGUE ONE,27/02/2024,16:45,Wycombe,Cheltenham,2.15,3.4,3.5,2.08,1.73,1.8,1.95,1.0,1.0954452,1.507,1.1,1.3,0.728,0.4651163,0.29411766,0.2857143,0.48076922,0.5780347,0.23731734,-0.1,2.395,1,0.8743
8,ENGLAND - LEAGUE ONE,27/02/2024,16:45,Derby,Charlton,1.65,3.75,5.5,1.8,2.0,1.75,2.0,2.0,1.264911,0.512,0.7,0.9,1.114,0.6060606,0.26666668,0.18181819,0.5555556,0.5,0.5214389,1.3,2.165,1,0.8159
9,ENGLAND - LEAGUE ONE,27/02/2024,16:45,Stevenage,Cambridge Utd,1.67,3.8,5.5,2.1,1.7,2.05,1.7,1.8,1.2489996,0.736,0.6,0.9165151,0.946,0.5988024,0.2631579,0.18181819,0.47619048,0.5882353,0.5187236,1.2,2.166,1,0.8632
10,SCOTLAND - CHAMPIONSHIP,27/02/2024,16:45,Queen's Park,Arbroath,1.75,3.75,4.0,1.85,2.0,1.83,1.83,0.6,0.9165151,0.821,1.0,1.3416408,1.252,0.5714286,0.26666668,0.25,0.5405405,0.5,0.40736672,-0.4,2.258,1,0.831
11,SCOTLAND - CHAMPIONSHIP,27/02/2024,16:45,Raith,Morton,2.0,3.5,3.25,1.85,2.0,1.8,1.91,1.6,1.2,0.634,1.6,1.2,1.03,0.5,0.2857143,0.30769232,0.5405405,0.5,0.26409414,0.0,2.4,1,0.9346
12,ENGLAND - LEAGUE TWO,27/02/2024,16:45,Walsall,Accrington,1.95,3.6,3.8,1.88,1.98,1.73,2.0,1.8,1.2489996,1.174,1.2,1.2489996,0.793,0.51282054,0.2777778,0.2631579,0.5319149,0.5050505,0.32569757,0.6,2.498,1,0.7316
13,ENGLAND - LEAGUE ONE,27/02/2024,16:45,Lincoln,Shrewsbury,1.95,3.25,4.2,2.35,1.57,2.05,1.7,0.8,0.8717798,1.063,1.1,1.3,1.102,0.51282054,0.30769232,0.23809524,0.42553192,0.6369427,0.33048153,-0.3,2.172,1,0.653
14,PORTUGAL - LIGA PORTUGAL 2,27/02/2024,17:15,AVS,Academico Viseu,1.95,3.3,3.6,2.1,1.7,1.91,1.8,1.9,1.3747727,1.087,1.3,1.1874342,0.85,0.51282054,0.3030303,0.2777778,0.47619048,0.5882353,0.28900236,0.6,2.562,1,0.8162
15,COLOMBIA - PRIMERA A,27/02/2024,18:00,Envigado,Patriotas,2.05,3.1,4.2,2.4,1.53,2.1,1.67,0.9,1.1357816,0.779,1.5,1.024695,0.87,0.4878049,0.32258064,0.23809524,0.41666666,0.6535948,0.2967281,-0.6,2.16,1,0.6
16,ARGENTINA - PRIMERA NACIONAL,27/02/2024,21:10,Atletico Atlanta,Aldosivi,1.91,3.1,4.0,2.7,1.44,2.38,1.53,1.0,1.0954452,0.844,0.8,1.1661904,1.402,0.5235602,0.32258064,0.25,0.37037036,0.6944444,0.3166794,0.2,2.262,1,0.8
17,COLOMBIA - PRIMERA A,27/02/2024,22:15,Millonarios,Once Caldas,1.75,3.4,5.5,2.35,1.57,2.2,1.62,2.3,1.1,0.458,0.5,0.92195445,0.776,0.5714286,0.29411766,0.18181819,0.42553192,0.6369427,0.46901718,1.8,2.022,1,1.0
