,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,21/05/2024,07:00,VIETNAM - V.LEAGUE 1,Gia Lai,Hong Linh Ha Tinh,2.02,3.2,3.5,2.07,1.88,1.72,1.05,1.47,1.37,8.6,1.04
2,21/05/2024,09:15,VIETNAM - V.LEAGUE 1,Hanoi FC,Thanh Hoa,1.87,3.55,3.65,1.72,1.65,2.0,1.01,1.34,1.24,5.41,1.12
3,21/05/2024,10:00,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,Noah,1.85,3.25,3.85,1.88,1.8,1.96,1.02,1.39,1.3,6.59,1.08
4,21/05/2024,13:00,ESTONIA - MEISTRILIIGA,Flora,Kuressaare,1.42,4.3,5.9,1.57,1.79,1.98,1.02,1.29,1.18,4.4,1.17
5,21/05/2024,14:00,NORWAY - OBOS-LIGAEN,Moss,Start,1.91,3.6,3.4,1.65,1.57,2.25,1.03,1.3,1.2,4.5,1.18
6,21/05/2024,15:00,BULGARIA - PARVA LIGA,Pirin Blagoevgrad,Hebar,2.1,3.1,3.75,2.35,2.0,1.73,1.08,1.53,1.4,10.0,1.06
7,21/05/2024,15:30,ITALY - SERIE C,L.R. Vicenza,Padova,2.42,2.9,3.0,2.35,1.98,1.65,1.08,1.55,1.47,9.2,1.02
8,21/05/2024,15:30,SWITZERLAND - SUPER LEAGUE,Luzern,Lausanne Ouchy,1.42,5.0,6.0,1.36,1.57,2.25,1.01,1.22,1.1,3.0,1.36
9,21/05/2024,16:05,ARGENTINA - PRIMERA NACIONAL,Nueva Chicago,Ferro,2.4,2.75,3.6,2.88,2.25,1.57,1.14,1.62,1.57,15.0,1.03
10,21/05/2024,20:00,ARGENTINA - LIGA PROFESIONAL,Velez Sarsfield,Newells Old Boys,2.1,3.3,3.7,2.7,2.25,1.57,1.1,1.62,1.57,13.0,1.04
