Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,30/03/2024,02:00,Incheon,Daejeon,2.05,3.3,3.4
2,ROMANIA - LIGA 2,30/03/2024,06:00,Unirea Slobozia,Mioveni,2.1,3.2,3.45
3,VIETNAM - V.LEAGUE 1,30/03/2024,07:00,Gia Lai,Khanh Hoa,1.98,3.15,3.8
4,ITALY - SERIE C,30/03/2024,10:00,AlbinoLeffe,Trento,2.32,2.87,3.35
5,ITALY - SERIE C,30/03/2024,10:00,Arezzo,Juventus U23,1.98,3.25,3.75
6,INDONESIA - LIGA 1,30/03/2024,10:30,Persis Solo,RANS Nusantara,1.62,4.1,4.3
7,SERBIA - PRVA LIGA,30/03/2024,11:00,OFK Beograd,Smederevo,1.5,3.75,5.6
8,RUSSIA - PREMIER LEAGUE,30/03/2024,11:30,Baltika,Pari NN,2.54,3.11,3.34
9,SCOTLAND - PREMIERSHIP,30/03/2024,12:00,Aberdeen,Ross County,1.73,3.75,4.75
10,ARMENIA - PREMIER LEAGUE,30/03/2024,12:00,Urartu,Van,1.42,4.1,6.3
11,SPAIN - PRIMERA RFEF,30/03/2024,12:00,Unionistas,SD Logrones,1.6,3.3,5.25
12,AZERBAIJAN - PREMIER LEAGUE,30/03/2024,12:00,Sabah Baku,Zira,2.22,3.1,3.15
13,SCOTLAND - LEAGUE TWO,30/03/2024,12:00,East Fife,Elgin City,1.83,3.5,3.75
14,SPAIN - LALIGA2,30/03/2024,12:15,Leganes,FC Cartagena SAD,1.62,3.5,6.5
15,PORTUGAL - LIGA PORTUGAL 2,30/03/2024,12:30,FC Porto B,Penafiel,1.8,3.75,4.2
16,ARGENTINA - PRIMERA NACIONAL,30/03/2024,13:05,Arsenal Sarandi,Chacarita Juniors,2.4,3.1,3.2
17,SLOVENIA - PRVA LIGA,30/03/2024,13:30,Celje,Aluminij,1.22,5.9,10.75
18,POLAND - EKSTRAKLASA,30/03/2024,13:30,Piast Gliwice,Slask Wroclaw,2.1,3.1,4.0
19,SPAIN - PRIMERA RFEF,30/03/2024,14:00,Sestao,Rayo Majadahonda,1.83,3.1,4.33
20,MONTENEGRO - PRVA CRNOGORSKA LIGA,30/03/2024,14:00,Buducnost,Petrovac,1.65,3.65,4.85
21,SPAIN - PRIMERA RFEF,30/03/2024,14:00,Teruel,R. Union,2.45,2.8,2.88
22,SPAIN - LALIGA2,30/03/2024,14:30,Albacete,Huesca,2.15,2.88,4.0
23,SPAIN - PRIMERA RFEF,30/03/2024,16:00,Castellon,Recreativo Huelva,1.36,4.2,6.5
24,SPAIN - PRIMERA RFEF,30/03/2024,16:00,Antequera,Alcoyano,2.1,3.1,3.2
25,BOLIVIA - DIVISION PROFESIONAL,30/03/2024,16:00,SA Bulo Bulo,Tomayapo,1.73,3.5,4.0
26,ARGENTINA - PRIMERA NACIONAL,30/03/2024,16:00,Temperley,Defensores Unidos,1.91,3.0,5.25
27,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/03/2024,16:00,Al Nassr,Al Taee,1.13,8.0,15.0
28,ITALY - SERIE C,30/03/2024,16:45,Avellino,Picerno,1.75,3.3,4.75
29,VENEZUELA - LIGA FUTVE,30/03/2024,18:45,Caracas,Inter de Barinas,1.55,3.6,5.9
30,PARAGUAY - PRIMERA DIVISION,30/03/2024,19:00,Cerro Porteno,Nacional Asuncion,1.5,4.0,6.0
31,URUGUAY - PRIMERA DIVISION,30/03/2024,19:00,Defensor Sp.,Danubio,1.85,3.3,4.0
32,USA - USL CHAMPIONSHIP,30/03/2024,21:30,San Antonio,Monterey Bay,1.6,4.1,4.7
33,USA - MLS,30/03/2024,21:30,Houston Dynamo,San Jose Earthquakes,1.83,3.5,4.5
