Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,28/10/2023,02:00,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Pohang,2.38,3.25,3.0,2.05,1.8,1.91,1.06,1.44,1.33,8.0,1.08
2,28/10/2023,08:00,ROMANIA - LIGA 1,Otelul,FC Hermannstadt,2.75,3.0,2.6,2.5,2.1,1.67,1.1,1.53,1.5,11.0,1.05
3,28/10/2023,15:30,BRAZIL - SERIE B,Criciuma,Sampaio Correa,1.62,3.3,6.1,2.42,2.35,1.53,1.11,1.57,1.5,7.6,1.05
4,28/10/2023,19:00,BRAZIL - SERIE B,Vila Nova FC,Atletico GO,2.32,3.0,3.15,2.42,2.1,1.65,1.11,1.6,1.5,7.6,1.05
