,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-08-06,12:30:00,FINLAND - YKKONEN,OLS Oulu,KuPS Akatemia,1.4,6.8,5.8,65.0,1.2463266
2,2025-08-06,12:30:00,FINLAND - YKKONEN,KPV Kokkola,Rovaniemi,1.84,4.1,3.95,22.0,1.2463257
3,2025-08-06,12:30:00,FINLAND - YKKONEN,JJK Jyvaskyla,EPS,1.62,4.9,4.7,1000.0,1.2463461
4,2025-08-06,12:30:00,FINLAND - YKKONEN,MP,Atlantis,1.57,5.6,4.6,1000.0,1.2463462
5,2025-08-06,13:00:00,NORWAY - OBOS-LIGAEN,Sogndal,Hodd,1.96,3.8,3.9,21.0,1.2463135
6,2025-08-06,13:00:00,FINLAND - YKKONEN,Tampere Utd,Jazz Pori,2.26,3.0,4.0,1000.0,1.2463275
7,2025-08-06,14:00:00,NORWAY - OBOS-LIGAEN,Asane,Lyn,2.96,2.32,3.7,980.0,1.2463126
8,2025-08-06,14:00:00,NORWAY - OBOS-LIGAEN,Start,Odd,1.7,4.8,4.2,1000.0,1.2463125
9,2025-08-06,14:00:00,NORWAY - OBOS-LIGAEN,Stabaek,Aalesund,3.2,2.22,3.7,13.0,1.2463124
10,2025-08-06,14:00:00,NORWAY - OBOS-LIGAEN,Egersund,Lillestrom,6.6,1.47,5.2,12.5,1.2463133
11,2025-08-06,14:00:00,NORWAY - OBOS-LIGAEN,Skeid,Mjondalen,1.68,5.1,4.1,1000.0,1.2463123
12,2025-08-06,14:00:00,NORWAY - OBOS-LIGAEN,Raufoss,Kongsvinger,4.0,1.86,4.4,17.5,1.2463135
13,2025-08-06,14:00:00,NORWAY - OBOS-LIGAEN,Ranheim,Moss,1.79,4.4,4.1,26.0,1.2463034
14,2025-08-06,16:00:00,BOLIVIA - DIVISION PROFESIONAL,San Antonio Bulo Bulo,Bolivar,2.8,2.34,4.1,17.5,1.2462659
15,2025-08-06,17:00:00,PERU - LIGA 1,Grau,Deportivo Garcilaso,1.52,7.4,4.2,23.0,1.246237
16,2025-08-06,19:30:00,PERU - LIGA 1,Binacional,Alianza Atl.,2.18,3.65,3.45,12.5,1.2462333
