,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,BTTS Sim,25/02/2024,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Shabab,Al Nassr,5.5,4.33,1.55,1.53,2.38,1.62,2.2,A,H,A
2,BTTS Sim,25/02/2024,15:15,BELGIUM - JUPILER PRO LEAGUE,Eupen,Cercle Brugge KSV,4.75,3.75,1.7,1.73,2.08,1.75,2.0,A,D,H
3,OVER2_5,25/02/2024,16:00,NETHERLANDS - EREDIVISIE,FC Volendam,Heerenveen,4.33,4.2,1.73,1.62,2.25,1.67,2.1,H,D,A
