,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/03/2024,00:30,USA - MLS,San Jose Earthquakes,Los Angeles Galaxy,2.38,3.75,2.75,1.57,1.5,2.5,1.03,1.33,1.17,4.33,1.2
2,03/03/2024,07:30,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Prachuap,1.88,3.85,3.45,1.65,1.6,2.2,1.04,1.32,1.21,4.2,1.19
3,03/03/2024,08:00,THAILAND - THAI LEAGUE 1,Buriram,Bangkok Utd,1.83,3.55,3.95,1.8,1.7,2.02,1.05,1.38,1.26,4.9,1.14
4,03/03/2024,08:00,VIETNAM - V.LEAGUE 1,Khanh Hoa,Hanoi FC,4.65,3.7,1.65,1.91,1.87,1.75,1.02,1.39,1.29,6.15,1.07
5,03/03/2024,09:00,SCOTLAND - PREMIERSHIP,Hearts,Celtic,7.5,4.5,1.44,1.53,1.75,2.0,1.03,1.32,1.17,4.33,1.22
6,03/03/2024,09:00,INDONESIA - LIGA 1,PSIS Semarang,Persik Kediri,1.7,3.7,4.3,1.62,1.62,2.05,1.01,1.31,1.21,4.75,1.13
7,03/03/2024,10:00,MALTA - PREMIER LEAGUE,Gzira,Sliema,3.15,3.05,2.25,2.15,1.88,1.72,1.08,1.5,1.4,8.5,1.05
8,03/03/2024,10:15,SWITZERLAND - SUPER LEAGUE,Luzern,Lugano,2.05,3.75,3.3,1.7,1.62,2.2,1.04,1.36,1.2,5.0,1.17
9,03/03/2024,10:30,RUSSIA - PREMIER LEAGUE,Dynamo Moscow,Lokomotiv Moscow,2.29,3.8,3.17,1.77,1.59,2.29,1.01,1.33,1.2,4.7,1.14
10,03/03/2024,10:30,INDIA - I-LEAGUE,Gokulam,Mohammedan,1.91,3.5,3.55,1.65,1.6,2.07,1.01,1.32,1.22,4.85,1.13
11,03/03/2024,10:30,NETHERLANDS - EREDIVISIE,PSV,Feyenoord,2.05,3.5,3.5,1.75,1.62,2.2,1.04,1.38,1.22,5.5,1.14
13,03/03/2024,11:00,PORTUGAL - LIGA PORTUGAL 2,Penafiel,AVS,3.8,2.9,2.0,2.25,1.91,1.8,1.08,1.5,1.36,9.0,1.07
12,03/03/2024,11:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Arsenal Tivat,Jedinstvo,2.32,2.82,3.3,2.35,1.98,1.65,1.08,1.57,1.47,10.5,1.02
14,03/03/2024,12:00,AZERBAIJAN - PREMIER LEAGUE,Neftci Baku,Qarabag,4.85,3.7,1.62,1.93,1.93,1.7,1.03,1.42,1.32,6.7,1.06
15,03/03/2024,12:30,SWITZERLAND - SUPER LEAGUE,Winterthur,Yverdon,1.83,3.75,4.33,1.67,1.62,2.2,1.04,1.35,1.2,5.0,1.17
16,03/03/2024,12:30,PORTUGAL - LIGA PORTUGAL,Portimonense,Vizela,2.55,3.25,2.88,2.05,1.8,1.95,1.07,1.47,1.33,8.0,1.08
17,03/03/2024,13:15,BAHRAIN - PREMIER LEAGUE,Al Riffa,Al-Hidd,1.47,4.5,5.6,1.52,1.65,2.1,1.03,1.29,1.17,3.65,1.24
18,03/03/2024,14:00,EGYPT - PREMIER LEAGUE,Enppi,Al Ittihad,2.5,2.75,3.05,2.32,1.91,1.7,1.06,1.57,1.45,9.2,1.02
19,03/03/2024,15:15,BELGIUM - CHALLENGER PRO LEAGUE,Beveren,Oostende,1.83,3.75,4.0,1.75,1.67,2.1,1.04,1.37,1.22,5.5,1.14
20,03/03/2024,19:00,COSTA RICA - PRIMERA DIVISION,Saprissa,San Carlos,1.53,3.8,5.25,1.83,1.83,1.83,1.04,1.4,1.25,6.0,1.13
21,03/03/2024,20:00,ARGENTINA - PRIMERA NACIONAL,Patronato,Racing Cordoba,2.5,2.88,3.3,2.6,2.1,1.67,1.13,1.62,1.5,13.0,1.04
22,03/03/2024,20:00,ECUADOR - LIGA PRO,Barcelona SC,Imbabura,1.22,6.0,10.0,1.7,2.5,1.5,1.04,1.34,1.22,5.0,1.17
23,03/03/2024,20:30,BOLIVIA - DIVISION PROFESIONAL,GV San Jose,Oriente Petrolero,1.57,3.75,4.75,1.53,1.57,2.25,1.03,1.27,1.14,3.75,1.25
24,03/03/2024,20:30,PARAGUAY - PRIMERA DIVISION,Nacional Asuncion,Libertad Asuncion,4.75,3.6,1.67,2.05,2.0,1.73,1.06,1.47,1.33,8.0,1.08
