Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MONGOLIA - PREMIER LEAGUE,20/05/2024,08:15,Khovd,Bavarians,1.95,4.1,2.8
2,SWITZERLAND - CHALLENGE LEAGUE,20/05/2024,09:15,Vaduz,Bellinzona,1.85,3.85,3.55
3,SWITZERLAND - SUPER LEAGUE,20/05/2024,13:00,Zurich,Lugano,2.3,3.4,3.0
4,POLAND - DIVISION 1,20/05/2024,13:00,Podbeskidzie,Chrobry Glogow,2.4,3.0,2.8
5,EGYPT - PREMIER LEAGUE,20/05/2024,13:00,ZED,Al Ittihad,2.35,2.95,3.05
6,EGYPT - PREMIER LEAGUE,20/05/2024,13:00,Arab Contractors,Pharco,2.72,2.62,2.92
7,BULGARIA - PARVA LIGA,20/05/2024,14:15,Slavia Sofia,Botev Plovdiv,1.6,3.8,5.75
8,SPAIN - LALIGA2,20/05/2024,15:30,Villarreal B,Albacete,2.25,3.5,3.0
9,IRELAND - PREMIER DIVISION,20/05/2024,15:45,St. Patricks,Shelbourne,2.55,3.0,3.0
10,PERU - LIGA 1,20/05/2024,17:00,Cajamarca,Sport Boys,1.75,3.25,5.0
11,BRAZIL - SERIE B,20/05/2024,19:00,Chapecoense-SC,Ponte Preta,2.15,3.0,3.75
