Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,THAILAND - THAI LEAGUE 1,03/04/2024,08:00,Chonburi,Chiangrai Utd,1.83,3.65,3.85
2,SERBIA - PRVA LIGA,03/04/2024,11:00,Smederevo,Tekstilac Odzaci,2.4,2.8,3.0
3,SERBIA - PRVA LIGA,03/04/2024,11:00,Radnicki S. Mitrovica,Kolubara,2.22,2.9,3.15
4,ITALY - SERIE C,03/04/2024,11:15,Triestina,Atalanta U23,2.05,3.1,3.75
5,NIGERIA - NPFL,03/04/2024,12:00,Enugu Rangers,Sunshine Stars,1.4,3.95,8.25
6,NIGERIA - NPFL,03/04/2024,12:00,Bayelsa United,Heartland,1.57,3.4,6.4
7,NIGERIA - NPFL,03/04/2024,12:00,Sporting Lagos,Lobi Stars,1.98,3.15,3.8
8,MONTENEGRO - PRVA CRNOGORSKA LIGA,03/04/2024,13:00,Mornar Bar,Petrovac,2.15,2.85,3.65
9,BULGARIA - PARVA LIGA,03/04/2024,13:30,Ludogorets,Levski Sofia,1.53,3.8,7.5
10,MONTENEGRO - PRVA CRNOGORSKA LIGA,03/04/2024,13:30,Buducnost,Mladost DG,1.31,4.65,8.75
11,ENGLAND - PREMIER LEAGUE,03/04/2024,15:30,Arsenal,Luton,1.1,10.0,19.0
12,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,03/04/2024,16:00,Al Shabab,Al Riyadh,1.33,4.75,8.0
13,SOUTH AMERICA - COPA LIBERTADORES,03/04/2024,19:00,Botafogo RJ (Bra),Junior (Col),1.6,3.9,6.1
14,SOUTH AMERICA - COPA SUDAMERICANA,03/04/2024,19:00,Cuiaba (Bra),Lanus (Arg),2.3,3.2,3.25
15,SOUTH AMERICA - COPA SUDAMERICANA,03/04/2024,23:00,Alianza (Col),Union La Calera (Chi),2.0,3.1,4.33
