Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,17/07/2024,00:05,MEXICO - LIGA MX,Cruz Azul,Club Tijuana,1.44,4.5,6.5,1.57,1.75,2.0,1.03,1.29,1.17,4.0,1.22
2,17/07/2024,20:00,COLOMBIA - PRIMERA A,Santa Fe,Dep. Pasto,1.55,3.6,7.0,2.3,2.38,1.53,1.08,1.5,1.4,10.0,1.06
3,17/07/2024,20:00,BRAZIL - SERIE A,Sao Paulo,Gremio,1.62,3.6,6.25,2.1,2.1,1.67,1.07,1.44,1.36,8.0,1.08
4,17/07/2024,20:30,USA - MLS,Philadelphia Union,New England Revolution,1.65,4.0,4.75,1.53,1.62,2.2,1.03,1.29,1.17,4.0,1.22
5,17/07/2024,20:30,USA - MLS,New York Red Bulls,CF Montreal,1.44,4.75,6.5,1.53,1.7,2.05,1.02,1.25,1.17,4.0,1.22
6,17/07/2024,20:30,USA - MLS,Columbus Crew,Charlotte,1.5,4.33,6.25,1.53,1.67,2.1,1.03,1.29,1.17,4.0,1.22
7,17/07/2024,20:30,USA - MLS,FC Cincinnati,Chicago Fire,1.57,4.5,5.25,1.57,1.62,2.2,1.03,1.29,1.17,4.0,1.22
8,17/07/2024,20:30,BRAZIL - SERIE B,CRB,Botafogo SP,1.75,3.4,5.0,2.5,2.25,1.57,1.1,1.53,1.5,11.0,1.05
9,17/07/2024,21:30,BRAZIL - SERIE A,Fortaleza,Vitoria,1.67,3.7,5.5,2.2,2.1,1.67,1.08,1.44,1.4,9.0,1.07
10,17/07/2024,23:30,USA - MLS,Seattle Sounders,St. Louis City,1.65,4.1,5.0,1.67,1.7,2.05,1.04,1.3,1.2,5.0,1.17
