Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MOROCCO - BOTOLA PRO,03/01/2024,12:00,Wydad,Raja Casablanca,3.5,2.9,2.25
2,MOROCCO - BOTOLA PRO,03/01/2024,14:00,Mouloudia Oujda,FUS Rabat,4.5,3.1,1.91
3,SPAIN - PRIMERA RFEF,03/01/2024,15:30,Teruel,Cultural Leonesa,3.75,3.1,2.0
4,JAMAICA - PREMIER LEAGUE,03/01/2024,17:00,Lime Hall Academy,Mount Pleasant,8.75,4.6,1.32
