,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA DE EXPANSION MX,06/03/2024,00:05,Celaya,Venados,1.5,3.95,6.4
2,NORTH MACEDONIA - 1. MFL,06/03/2024,10:00,Struga,Makedonija GP,1.35,4.25,8.75
3,SERBIA - PRVA LIGA,06/03/2024,13:00,Dubocica,Radnicki S. Mitrovica,1.85,3.1,4.1
4,QATAR - QSL,06/03/2024,14:00,Al Rayyan,Al Wakra,1.95,3.7,3.4
5,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,19:00,Everton (Chi),Union La Calera (Chi),2.2,3.25,3.5
6,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,19:00,Universitario de Vinto (Bol),Nacional Potosi (Bol),2.3,3.3,3.2
7,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,21:30,Dep. Cuenca (Ecu),Delfin (Ecu),2.05,3.3,3.3
8,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,21:30,Guarani (Par),Sp. Luqueno (Par),2.15,3.4,3.1
9,SOUTH AMERICA - COPA LIBERTADORES,06/03/2024,21:30,Botafogo RJ (Bra),Bragantino (Bra),1.95,3.3,4.0
10,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,21:30,Wanderers (Uru),Danubio (Uru),2.55,3.2,2.7
