,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/10/2023,08:30,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Sukhothai,1.82,3.5,4.1,1.85,1.75,1.98,1.06,1.4,1.28,5.1,1.13
2,02/10/2023,12:00,ROMANIA - LIGA 1,Poli Iasi,Petrolul,2.45,3.1,2.8,2.25,1.91,1.8,1.07,1.5,1.4,9.0,1.07
3,02/10/2023,13:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Zeljeznicar,Siroki Brijeg,1.75,3.4,4.45,1.7,1.62,2.02,1.01,1.32,1.23,3.6,1.2
4,02/10/2023,14:00,SWEDEN - SUPERETTAN,Utsikten,AFC Eskilstuna,1.75,3.8,4.33,1.75,1.75,2.0,1.04,1.33,1.22,5.5,1.14
5,02/10/2023,14:00,POLAND - EKSTRAKLASA,Gornik Zabrze,Zaglebie,2.55,3.4,2.7,1.93,1.7,2.05,1.05,1.4,1.29,6.5,1.11
6,02/10/2023,14:00,SWEDEN - ALLSVENSKAN,Elfsborg,Varberg,1.17,7.5,17.0,1.36,1.95,1.8,1.02,1.2,1.1,3.0,1.36
7,02/10/2023,14:00,SWEDEN - SUPERETTAN,Brage,Skovde AIK,1.67,4.0,4.75,1.67,1.7,2.05,1.03,1.3,1.2,5.0,1.17
8,02/10/2023,14:10,SWEDEN - ALLSVENSKAN,Malmo FF,Brommapojkarna,1.29,6.0,9.0,1.36,1.67,2.1,1.01,1.2,1.1,3.25,1.33
9,02/10/2023,15:00,ROMANIA - LIGA 1,FCSB,U. Cluj,1.5,4.0,5.75,1.9,2.0,1.73,1.05,1.36,1.29,6.5,1.11
10,02/10/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Brown Adrogue,Chacarita Juniors,3.1,2.88,2.63,2.7,2.2,1.62,1.11,1.62,1.53,13.0,1.04
11,02/10/2023,15:30,ITALY - SERIE C,Pescara,Gubbio,1.65,3.95,4.45,1.62,1.62,2.15,1.04,1.32,1.2,4.05,1.2
12,02/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Dep. Riestra,Aldosivi,1.85,3.25,4.75,2.5,2.25,1.57,1.11,1.53,1.5,11.0,1.05
13,02/10/2023,16:15,PORTUGAL - LIGA PORTUGAL,Gil Vicente,Casa Pia,2.55,3.2,2.8,2.05,1.75,2.0,1.06,1.44,1.3,7.0,1.1
14,02/10/2023,18:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Godoy Cruz,Instituto,2.25,3.1,3.5,2.7,2.2,1.62,1.11,1.57,1.53,13.0,1.04
15,02/10/2023,18:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Barracas Central,Sarmiento Junin,2.2,3.5,3.25,2.7,2.38,1.53,1.1,1.62,1.57,15.0,1.03
16,02/10/2023,20:00,BRAZIL - SERIE A,Botafogo RJ,Goias,1.5,4.0,7.5,2.1,2.2,1.62,1.07,1.44,1.36,8.0,1.08
17,02/10/2023,22:30,PERU - LIGA 1,U. de Deportes,Cajamarca,1.4,3.4,9.5,2.3,2.92,1.35,1.08,1.47,1.38,6.4,1.08
