,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,THAILAND - THAI LEAGUE 1,17/09/2023,08:00,Chonburi,Lamphun Warrior,1.57,3.9,5.3
2,NORWAY - OBOS-LIGAEN,17/09/2023,10:00,Fredrikstad,Sogndal,1.75,3.6,4.75
3,NORWAY - OBOS-LIGAEN,17/09/2023,10:00,Kongsvinger,Kristiansund,2.15,3.5,3.25
4,NORTH MACEDONIA - 1. MFL,17/09/2023,10:00,Makedonija GP,KF Gostivar,2.0,3.15,3.7
5,NORWAY - OBOS-LIGAEN,17/09/2023,10:00,Moss,Skeid,1.57,4.0,6.0
6,ANDORRA - PRIMERA DIVISIÓ,17/09/2023,11:00,Atletic Escaldes,Pas de la Casa,1.34,4.7,6.5
7,ENGLAND - FA CUP,17/09/2023,11:00,Biggleswade FC,Cambridge City,1.45,4.4,5.7
8,MALTA - PREMIER LEAGUE,17/09/2023,13:00,Birkirkara,Sliema,1.45,4.25,5.9
9,COSTA RICA - PRIMERA DIVISION,17/09/2023,14:00,Cartagines,Sporting San Jose,1.7,3.6,4.33
10,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,17/09/2023,14:45,Siroki Brijeg,Zvijezda 09,1.47,4.2,5.9
11,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,17/09/2023,14:45,Borac Banja Luka,Posusje,1.4,4.35,6.8
12,ARGENTINA - PRIMERA NACIONAL,17/09/2023,15:00,Brown Adrogue,Chaco For Ever,1.8,3.5,4.75
13,ITALY - SERIE C,17/09/2023,15:45,Potenza,Monopoli,2.47,3.0,2.92
14,BRAZIL - SERIE B,17/09/2023,18:00,Vitoria,Avai,1.72,3.25,5.3
15,USA - MLS,17/09/2023,21:30,Austin FC,Portland Timbers,1.83,4.0,3.8
