Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/12/2023,05:45,AUSTRALIA - A-LEAGUE,Sydney FC,Perth Glory,1.57,4.33,5.25,1.5,1.57,2.25,1.03,1.25,1.17,4.0,1.25
23,02/12/2023,06:00,ROMANIA - LIGA 2,CSM Slatina,Progresul Spartac,1.37,4.3,8.5,2.02,2.37,1.52,1.07,1.44,1.34,5.9,1.1
24,02/12/2023,06:00,ROMANIA - LIGA 2,Metaloglobus Bucharest,Tunari,1.65,3.6,5.0,2.02,1.98,1.75,1.07,1.44,1.34,5.9,1.1
25,02/12/2023,07:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Telavi,1.55,3.8,4.85,1.78,1.84,1.92,1.02,1.37,1.25,5.9,1.1
26,02/12/2023,08:00,BELARUS - VYSSHAYA LIGA,Neman,Naftan,1.17,7.4,13.5,1.35,1.96,1.8,1.01,1.21,1.08,2.98,1.32
27,02/12/2023,08:00,BELARUS - VYSSHAYA LIGA,FC Gomel,Slutsk,1.49,4.25,6.21,1.8,1.89,1.87,1.01,1.35,1.23,5.3,1.11
28,02/12/2023,08:00,BELARUS - VYSSHAYA LIGA,Dynamo Brest,Belshina,1.62,4.2,4.73,1.56,1.6,2.27,1.01,1.28,1.14,3.98,1.19
29,02/12/2023,09:00,NORTH MACEDONIA - 1. MFL,Makedonija GP,Vardar,1.41,4.2,6.28,2.0,2.2,1.6,1.03,1.4,1.3,8.0,1.05
30,02/12/2023,09:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Decic,Arsenal Tivat,1.47,3.95,6.2,1.93,2.1,1.57,1.03,1.42,1.32,6.9,1.07
31,02/12/2023,09:30,ALBANIA - SUPERLIGA,Egnatia,Vllaznia,1.62,3.5,4.85,2.07,2.09,1.71,1.04,1.44,1.36,7.2,1.06
32,02/12/2023,11:00,POLAND - EKSTRAKLASA,Piast Gliwice,Puszcza,1.5,4.0,7.0,2.15,2.25,1.57,1.07,1.44,1.36,9.0,1.07
33,02/12/2023,11:30,SERBIA - SUPER LIGA,Partizan,Vojvodina,1.45,4.25,6.4,1.7,1.85,1.85,1.04,1.34,1.23,4.4,1.17
38,02/12/2023,12:00,SCOTLAND - LEAGUE TWO,Stenhousemuir,Bonnyrigg Rose,1.67,3.8,5.0,1.8,1.73,2.0,1.04,1.33,1.25,5.0,1.14
