League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Greek Super League,2024-02-28,10:00:00,Asteras Tripolis,Kifisias FC,1.76,5.3,3.95,2.92,1.37,1.52,2.68,1.11,6.0,10.5,1.06,3.8,1.29,2.08,1.87,1.14,6.0,1.87,2.08,14.0,10.0,30.0,9.6,8.6,8.2,18.5,42.0,9.6,9.2,10.0,9.2,16.5,16.0,21.0,18.0,8.8,8.2,7.0,0.5681818,0.25316456,0.18867925,0.53475934,0.48076922,0.53475934,0.48076922,2.2443182,3.0113637,0.44556963,1.3417722,0.33207548,0.745283,0.47341773,0.5265823,0.49247238,0.38353765,0.50141644,0.14594595,0.35738832,0.33207548,1.3417722,0.44556963,0.9411765,2.8342247,0.47341773,1.0,11.01,-0.19891009,0.12261581,0.15985468,0.48138055,0.48679373,1.786533,0.5322985,4.3760943,47.59636,0.29698485,-5.994093,4.3760943,1.35,2.19,1,1.0
Greek Super League,2024-02-28,12:00:00,Atromitos,Lamia,2.42,3.3,3.2,2.48,1.39,1.38,2.74,1.07,8.4,8.8,1.09,3.2,1.39,1.72,2.22,1.08,4.1,1.9,1.98,4.0,3.8,16.0,5.2,3.5,6.6,11.0,5.1,10.5,10.0,14.0,5.2,4.9,21.0,5.1,5.4,4.7,5.1,5.6,0.41322315,0.3125,0.3030303,0.45045045,0.5813953,0.5263158,0.5050505,1.322314,1.3636364,0.75625,1.03125,0.73333335,0.969697,0.69375,0.5375,0.14540938,0.13879004,0.15384616,0.015384615,0.18081181,0.73333335,1.03125,0.75625,1.09009,1.4864864,0.69375,1.168421,8.92,-0.08744395,0.011210762,0.27130044,0.36995515,0.16204108,0.48180217,0.19556214,1.1801695,21.305784,0.70710677,14.036243,1.1801695,0.1,0.78,1,1.0
Romanian Liga I,2024-02-28,13:30:00,Universitatea Cluj,Farul Constanta,2.24,3.5,3.3,2.74,1.42,1.37,2.96,1.09,8.8,9.2,1.07,3.2,1.34,1.75,2.02,1.09,3.7,1.84,2.02,9.8,10.0,19.0,7.2,8.2,6.6,12.5,6.8,11.5,9.2,15.5,7.2,6.2,21.0,6.8,7.4,5.9,7.0,8.0,0.44642857,0.3030303,0.2857143,0.4950495,0.5714286,0.54347825,0.4950495,1.4732143,1.5625,0.6787879,1.060606,0.64,0.94285715,0.6121212,0.530303,0.2087412,0.19133574,0.2195122,0.029411765,0.24060151,0.64,1.060606,0.6787879,1.1089109,1.7326733,0.6121212,1.0978261,9.04,-0.117256634,0.022123894,0.24778761,0.38716814,0.22471821,0.6771509,0.2687934,1.6586741,27.92359,0.38183767,7.688448,1.6586741,0.2,1.06,1,1.0
Greek Super League,2024-02-28,14:00:00,AEK Athens,PAS Giannina,1.12,34.0,10.0,4.9,1.18,1.83,2.04,1.24,4.4,34.0,1.02,6.4,1.13,3.0,1.42,1.34,3.3,2.62,1.55,5.2,5.7,5.9,5.9,4.0,4.9,5.7,5.9,3.65,4.4,5.5,5.9,3.65,4.5,5.4,5.9,2.12,5.9,5.9,0.89285713,0.1,0.029411765,0.70422536,0.33333334,0.3816794,0.6451613,8.928572,30.357143,0.112,3.4,0.032941177,0.29411766,0.142,0.3,1.148787,0.79856116,0.9362187,0.54545456,0.7513135,0.032941177,3.4,0.112,0.7887324,23.943663,0.142,0.54198474,45.12,-0.19680852,0.5319149,0.024822695,0.7535461,1.1309541,17.00955,1.3294379,41.66472,77.307335,2.2344575,-38.308735,41.66472,24.0,8.88,1,1.0
Italian Serie A,2024-02-28,14:00:00,Sassuolo,Napoli,4.6,1.84,4.1,3.5,1.28,1.55,2.58,1.15,5.6,16.0,1.06,4.7,1.25,2.28,1.75,1.2,5.7,1.73,2.3,17.0,10.0,11.5,18.0,19.5,8.6,9.6,16.0,32.0,17.0,16.0,27.0,75.0,46.0,46.0,75.0,44.0,9.2,100.0,0.2173913,0.24390244,0.54347825,0.5714286,0.4385965,0.5780347,0.4347826,0.8913044,0.4,1.1219512,0.44878048,2.5,2.2282608,0.42682928,0.55609757,0.44149348,0.057471264,0.42857143,0.38047138,0.4017094,2.5,0.44878048,1.1219512,2.6285715,1.0514286,0.42682928,1.0115607,10.54,0.04743833,-0.21442126,0.43643263,0.17457305,0.41856417,1.4705554,0.4848297,3.6021104,-14.036243,0.7495332,-14.842227,3.6021104,2.26,0.5,1,1.0
Polish Ekstraklasa,2024-02-28,14:30:00,Stal Mielec,LKS Lodz,1.95,4.1,3.65,3.25,1.32,1.49,2.78,1.13,7.6,13.5,1.05,3.85,1.28,1.98,1.83,1.13,6.4,1.77,2.14,4.5,4.5,4.7,5.1,8.6,7.6,4.5,4.9,10.5,3.9,4.3,5.0,4.4,4.6,4.8,5.2,3.95,4.9,5.3,0.51282054,0.2739726,0.24390244,0.5464481,0.5050505,0.56497175,0.46728972,1.8717948,2.102564,0.53424656,1.1232877,0.47560975,0.8902439,0.50136983,0.54246575,0.35017967,0.30357143,0.3553719,0.058064517,0.33211678,0.47560975,1.1232877,0.53424656,1.0655738,2.2404373,0.50136983,1.0338984,9.7,-0.17525773,0.04639175,0.20103092,0.4226804,0.3507049,1.133946,0.40301993,2.7775888,40.364536,0.21213204,-4.289153,2.7775888,0.45,1.7,1,1.0
Bolivian Liga de Futbol Profesional,2024-02-28,16:00:00,San Antonio FC,The Strongest,1.04,1.04,1.1,1.01,1.01,1.02,1.01,1.01,1.01,11.0,1.09,1.09,1.09,1.09,1.1,1.05,1.1,1.1,1.1,1.46,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.96153843,0.90909094,0.96153843,0.90909094,0.9174312,0.90909094,0.90909094,1.0576923,1.0,0.94545454,0.94545454,1.0,1.0576923,1.0,0.9909091,0.02618914,0.028037382,0.0,0.028037382,0.0,1.0,0.94545454,0.94545454,0.94545454,0.94545454,1.0,1.0,3.18,-0.018867925,-0.018867925,0.32704404,0.32704404,0.032680202,0.034641016,0.03237478,0.084852815,1.718358,0.014142135,0.28647652,0.084852815,0.06,0.06,1,1.0
Romanian Liga I,2024-02-28,16:00:00,Rapid Bucharest,UTA Arad,1.61,5.5,3.9,3.15,1.37,1.43,2.82,1.1,6.6,10.0,1.06,3.65,1.29,1.91,1.8,1.1,3.2,1.9,1.93,12.0,15.5,5.1,5.4,7.2,7.8,4.7,5.3,8.6,8.2,5.0,5.3,13.0,15.0,5.0,5.4,3.8,5.3,5.5,0.621118,0.25641027,0.18181819,0.5555556,0.5235602,0.5263158,0.5181347,2.4223602,3.4161491,0.41282052,1.4102564,0.29272726,0.7090909,0.46153846,0.4897436,0.5435545,0.415608,0.54711676,0.17021276,0.36842105,0.29272726,1.4102564,0.41282052,0.89444447,3.0555556,0.46153846,0.94736844,11.01,-0.20799273,0.14532243,0.1462307,0.49954587,0.5327446,1.9551727,0.5776899,4.7891755,48.867256,0.15556349,-3.148096,4.7891755,1.6,2.29,1,1.0
Greek Super League,2024-02-28,16:00:00,Panathinaikos,Aris,1.59,7.0,4.1,2.78,1.45,1.39,3.1,1.09,8.6,10.0,1.08,3.35,1.39,1.79,2.1,1.09,8.4,2.2,1.72,10.0,16.0,6.4,6.8,6.0,7.8,5.8,6.6,7.0,8.6,5.7,6.6,12.0,15.0,6.2,6.8,4.3,6.8,7.0,0.6289308,0.24390244,0.14285715,0.47619048,0.5586592,0.45454547,0.5813953,2.5786164,4.402516,0.38780487,1.7073171,0.22714286,0.5857143,0.5121951,0.43658537,0.6185656,0.44112477,0.6298021,0.26126125,0.32258064,0.22714286,1.7073171,0.38780487,0.75714284,3.3333333,0.5121951,0.95454544,12.69,-0.19779354,0.2285264,0.1252955,0.5516154,0.64003354,2.707342,0.6636132,6.631606,51.451717,0.4384062,8.810733,6.631606,2.9,2.51,1,1.0
Italian Serie B,2024-02-28,16:30:00,Pisa,Modena,2.32,3.5,3.15,2.58,1.5,1.31,3.35,1.07,10.5,1.02,1.01,2.86,1.43,1.62,2.34,1.07,10.5,2.0,1.9,8.4,9.4,20.0,8.0,7.2,6.6,13.0,7.8,10.5,9.6,17.5,8.0,7.8,7.6,7.8,8.6,6.8,7.8,9.0,0.43103448,0.31746033,0.2857143,0.42735043,0.61728394,0.5,0.5263158,1.3577586,1.5086207,0.73650795,1.1111112,0.6628571,0.9,0.74285716,0.51428574,0.18095887,0.15173675,0.20274915,0.05263158,0.14754099,0.6628571,1.1111112,0.73650795,0.991453,1.4957265,0.74285716,1.17,8.97,-0.09253066,0.03901895,0.2586399,0.39018953,0.20269324,0.6060528,0.20938051,1.4845201,22.53845,1.0182338,19.798876,1.4845201,0.35,0.83,1,1.0
