Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,22/10/2023,07:15,NETHERLANDS - EREDIVISIE,Utrecht,Ajax,3.9,3.7,1.91,1.53,1.5,2.5,1.03,1.29,1.14,4.0,1.22
18,22/10/2023,08:00,SWEDEN - SUPERETTAN,Landskrona,Vasteras SK,4.0,3.8,1.8,1.67,1.62,2.2,1.03,1.3,1.2,5.0,1.17
17,22/10/2023,09:00,ITALY - SERIE C,Fermana,Entella,4.25,3.2,1.88,2.3,2.05,1.7,1.1,1.55,1.44,7.1,1.07
16,22/10/2023,09:00,SERBIA - PRVA LIGA,RFK Novi Sad,Macva,4.6,3.25,1.72,2.15,2.11,1.69,1.06,1.5,1.39,9.0,1.03
15,22/10/2023,09:00,BELARUS - VYSSHAYA LIGA,Belshina,Shakhtyor Soligorsk,5.01,4.25,1.58,1.6,1.65,2.18,1.01,1.29,1.16,4.2,1.17
14,22/10/2023,09:15,SWITZERLAND - SUPER LEAGUE,Winterthur,St. Gallen,3.6,3.8,1.95,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.2
13,22/10/2023,09:30,AUSTRIA - BUNDESLIGA,Tirol,Austria Vienna,3.8,4.0,1.83,1.7,1.7,2.05,1.03,1.33,1.22,5.0,1.17
12,22/10/2023,09:30,NETHERLANDS - EREDIVISIE,Heracles,Twente,5.5,4.33,1.57,1.65,1.75,2.0,1.03,1.3,1.2,4.5,1.18
11,22/10/2023,10:00,SLOVENIA - PRVA LIGA,Bravo,Maribor,4.2,3.6,1.78,1.82,1.75,1.98,1.05,1.39,1.27,5.0,1.14
10,22/10/2023,10:00,CROATIA - HNL,Istra 1961,Rijeka,5.25,3.3,1.62,1.98,1.83,1.83,1.05,1.4,1.29,6.5,1.11
9,22/10/2023,11:00,BELGIUM - CHALLENGER PRO LEAGUE,Club Brugge KV U23,Beveren,3.5,3.5,1.91,1.6,1.5,2.5,1.03,1.29,1.17,4.33,1.2
8,22/10/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Riyadh,Al Ettifaq,5.0,4.33,1.53,1.65,1.8,1.91,1.03,1.3,1.2,4.5,1.17
7,22/10/2023,12:30,POLAND - EKSTRAKLASA,Gornik Zabrze,Rakow,3.8,3.6,1.95,1.9,1.75,2.0,1.05,1.36,1.25,6.5,1.11
6,22/10/2023,13:00,CAMEROON - ELITE ONE,Aigle Royal,Gazelle,4.4,3.2,1.75,2.32,2.21,1.63,1.07,1.55,1.46,11.0,1.01
5,22/10/2023,13:00,BULGARIA - PARVA LIGA,Arda,Ludogorets,4.75,3.8,1.73,1.9,1.8,1.91,1.05,1.36,1.29,6.5,1.11
4,22/10/2023,13:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Jezero,Buducnost,3.9,3.3,1.9,2.02,1.87,1.75,1.04,1.45,1.35,7.8,1.05
3,22/10/2023,13:30,ITALY - SERIE C,Pineto,Cesena,5.2,3.8,1.6,1.91,1.93,1.78,1.06,1.42,1.3,5.4,1.12
2,22/10/2023,16:00,URUGUAY - PRIMERA DIVISION,River Plate,Penarol,4.0,3.5,1.75,2.15,2.0,1.73,1.06,1.44,1.36,9.0,1.07
19,22/10/2023,17:00,ECUADOR - LIGA PRO,Guayaquil City,Ind. del Valle,4.75,3.8,1.62,1.98,2.0,1.73,1.05,1.4,1.3,7.0,1.1
20,22/10/2023,18:30,BRAZIL - SERIE A,Coritiba,Palmeiras,5.0,3.6,1.75,2.05,1.95,1.8,1.06,1.4,1.33,7.0,1.1
