,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/12/2023,05:00,INDONESIA - LIGA 1,PSIS Semarang,Madura United,1.9,3.6,3.5,1.65,1.62,2.05,10.5,1.32,1.22,4.95,1.12
2,16/12/2023,05:00,INDONESIA - LIGA 1,RANS Nusantara,Borneo,3.45,3.15,2.07,2.05,1.83,1.78,1.04,1.47,1.36,7.3,1.05
3,16/12/2023,06:30,INDIA - I-LEAGUE,Aizawl,Gokulam,2.65,3.35,2.4,1.6,1.5,2.27,1.02,1.3,1.2,4.3,1.16
4,16/12/2023,08:00,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Torreense,1.91,3.5,4.0,2.1,1.91,1.8,1.06,1.44,1.36,8.0,1.08
5,16/12/2023,09:00,INDONESIA - LIGA 1,Persija Jakarta,PSS Sleman,1.47,4.15,5.9,1.62,1.75,1.87,12.0,1.3,1.21,3.7,1.19
6,16/12/2023,09:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Tuzla City,Sloga Doboj,1.62,3.75,4.75,1.7,1.72,1.9,1.01,1.33,1.24,5.1,1.13
7,16/12/2023,09:00,THAILAND - THAI LEAGUE 1,Uthai Thani,Lamphun Warrior,2.37,3.4,2.77,1.75,1.6,2.2,1.05,1.37,1.24,4.65,1.16
8,16/12/2023,09:30,ENGLAND - CHAMPIONSHIP,Ipswich,Norwich,1.57,4.2,5.75,1.53,1.62,2.2,1.03,1.29,1.17,4.0,1.25
9,16/12/2023,10:00,THAILAND - THAI LEAGUE 1,Nakhon Pathom,Chiangrai Utd,2.55,3.15,2.72,2.07,1.8,1.9,1.08,1.47,1.36,6.1,1.09
10,16/12/2023,11:00,POLAND - DIVISION 1,Chrobry Glogow,GKS Katowice,3.4,3.4,2.0,1.95,1.73,2.0,1.05,1.4,1.29,6.5,1.11
11,16/12/2023,11:00,SLOVENIA - PRVA LIGA,Celje,Koper,1.52,4.35,5.3,1.62,1.72,2.0,1.04,1.32,1.2,4.1,1.2
12,16/12/2023,11:30,NETHERLANDS - TWEEDE DIVISIE,Jong Almere City,HFC,2.18,3.45,2.95,1.47,1.4,2.52,1.01,1.22,1.12,3.25,1.24
19,16/12/2023,12:00,SCOTLAND - LEAGUE TWO,Peterhead,Clyde,1.55,3.6,5.0,1.7,1.73,2.0,1.02,1.33,1.2,4.5,1.17
18,16/12/2023,12:00,SERBIA - SUPER LIGA,Sp. Subotica,Crvena zvezda,10.25,5.5,1.25,1.6,2.15,1.62,1.03,1.31,1.19,4.05,1.2
13,16/12/2023,12:00,SCOTLAND - PREMIERSHIP,St Johnstone,Hibernian,3.5,3.3,2.15,2.15,1.95,1.8,1.07,1.44,1.36,8.0,1.08
14,16/12/2023,12:00,ENGLAND - CHAMPIONSHIP,Hull,Cardiff,1.83,3.5,4.5,2.08,1.91,1.8,1.07,1.44,1.36,8.0,1.08
15,16/12/2023,12:00,SCOTLAND - PREMIERSHIP,St. Mirren,Motherwell,1.95,3.4,4.0,2.3,2.05,1.7,1.08,1.5,1.44,9.0,1.07
20,16/12/2023,12:00,SCOTLAND - LEAGUE TWO,Elgin City,Spartans,3.4,4.0,1.83,1.75,1.73,2.0,1.04,1.33,1.25,5.0,1.14
21,16/12/2023,12:00,ENGLAND - LEAGUE ONE,Oxford Utd,Burton,1.6,3.8,6.0,1.98,1.95,1.8,1.05,1.4,1.29,6.5,1.11
22,16/12/2023,12:00,ENGLAND - LEAGUE TWO,Wrexham,Colchester,1.4,5.5,6.5,1.48,1.73,2.0,1.02,1.25,1.14,3.75,1.25
23,16/12/2023,12:00,ENGLAND - LEAGUE TWO,Stockport County,Sutton,1.36,5.0,8.0,1.65,1.91,1.8,1.03,1.3,1.2,4.5,1.18
17,16/12/2023,12:00,SPAIN - PRIMERA RFEF,Tarazona,Rayo Majadahonda,2.2,2.8,3.5,2.5,2.1,1.67,1.11,1.57,1.5,8.5,1.05
16,16/12/2023,12:00,ENGLAND - PREMIER LEAGUE,Manchester City,Crystal Palace,1.18,7.5,13.0,1.53,2.2,1.62,1.03,1.25,1.17,4.0,1.25
24,16/12/2023,13:30,SENEGAL - LIGUE 1,Diambars,Jamono Fatick,2.25,2.8,3.25,2.54,2.12,1.69,1.08,1.55,1.5,9.1,1.03
25,16/12/2023,14:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Young Boys,3.4,4.0,1.95,1.53,1.53,2.38,1.03,1.29,1.17,4.0,1.22
26,16/12/2023,14:00,EGYPT - PREMIER LEAGUE,Enppi,El Ismaily,2.3,3.0,3.1,2.2,1.88,1.72,1.06,1.5,1.42,8.3,1.03
27,16/12/2023,14:00,SPAIN - PRIMERA RFEF,Real Madrid B,CF Intercity,2.05,3.1,3.4,2.35,2.1,1.67,1.07,1.5,1.44,8.0,1.06
28,16/12/2023,14:15,BELGIUM - JUPILER PRO LEAGUE,RWDM,St. Truiden,3.5,3.4,2.1,2.03,1.8,1.95,1.06,1.4,1.3,7.0,1.1
29,16/12/2023,14:30,ITALY - SERIE C,Mantova,Lumezzane,1.53,3.7,6.3,2.15,2.18,1.6,1.08,1.5,1.38,6.3,1.09
30,16/12/2023,14:30,SERBIA - SUPER LIGA,Partizan,Radnicki 1923,1.29,5.1,9.0,1.65,2.1,1.65,1.04,1.33,1.21,4.25,1.18
31,16/12/2023,16:30,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Yverdon,1.7,4.0,4.75,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
32,16/12/2023,16:45,ITALY - SERIE C,Pineto,Spal,2.37,2.9,3.15,2.5,2.05,1.7,1.11,1.6,1.5,7.7,1.05
33,16/12/2023,21:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Rosario Central,Platense,2.55,3.0,3.0,2.7,2.2,1.62,1.13,1.62,1.53,13.0,1.04
