Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PORTUGAL - LIGA PORTUGAL 2,18/11/2023,08:00,Mafra,Vilaverdense,1.8,3.4,4.75
2,ITALY - SERIE C,18/11/2023,10:00,Arzignano,Renate,2.45,3.1,2.87
3,ITALY - SERIE C,18/11/2023,10:00,Catania,Turris,1.52,4.0,5.9
4,NIGERIA - NPFL,18/11/2023,11:00,Doma United,Plateau United,1.73,3.13,5.16
5,CAMEROON - ELITE ONE,18/11/2023,11:00,Yong Sports Academy,Victoria United,2.12,3.1,3.2
6,SCOTLAND - CHAMPIONSHIP,18/11/2023,12:00,Dunfermline,Inverness,2.25,3.3,3.25
7,SCOTLAND - LEAGUE TWO,18/11/2023,12:00,Bonnyrigg Rose,Forfar Athletic,2.25,3.4,3.0
8,ENGLAND - LEAGUE TWO,18/11/2023,12:00,Sutton,Tranmere,2.15,3.5,3.3
9,SENEGAL - LIGUE 1,18/11/2023,13:15,Ouakam,Jamono Fatick,2.42,2.75,3.0
10,SPAIN - PRIMERA RFEF,18/11/2023,14:00,R. Union,Gimnastic,2.3,3.0,3.1
11,SPAIN - PRIMERA RFEF,18/11/2023,14:00,Unionistas,Ponferradina,2.25,2.75,3.5
12,SPAIN - LALIGA2,18/11/2023,14:30,Zaragoza,Huesca,2.05,3.1,4.2
13,PORTUGAL - LIGA PORTUGAL 2,18/11/2023,15:00,Leiria,Leixoes,1.75,3.5,4.75
14,BRAZIL - SERIE B,18/11/2023,17:00,Mirassol,Atletico GO,2.18,3.1,3.35
15,URUGUAY - PRIMERA DIVISION,18/11/2023,19:00,Montevideo City,CA Cerro,1.91,3.4,3.8
16,MEXICO - LIGA DE EXPANSION MX,18/11/2023,20:05,Atlante,Cimarrones de Sonora,1.52,4.1,5.6
17,COLOMBIA - PRIMERA A,18/11/2023,21:30,Junior,Dep. Cali,1.73,3.5,5.5
