Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,29/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Moron,Gimnasia Mendoza,1.91,3.2,4.75,2.7,2.38,2.7,2.38
