Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,29/12/2023,12:00,Al Feiha,Al Hilal,15.0,7.0,1.14
2,MOROCCO - BOTOLA PRO,29/12/2023,14:00,Olympique de Safi,Wydad,3.75,3.0,2.0
3,MOROCCO - BOTOLA PRO,29/12/2023,14:00,Hassania Agadir,Maghreb Fez,2.9,2.8,2.5
4,MOROCCO - BOTOLA PRO,29/12/2023,16:00,Jeunesse Sportive Soualem,FAR Rabat,5.5,3.3,1.6
