Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/12/2023,06:00,ROMANIA - LIGA 2,Unirea Dej,Mioveni,4.05,3.1,1.95,2.35,2.1,1.65,1.1,1.57,1.47,7.3,1.06
18,02/12/2023,07:30,BULGARIA - PARVA LIGA,Hebar,CSKA 1948 Sofia,4.5,3.5,1.83,2.2,2.1,1.67,1.07,1.5,1.4,9.0,1.07
17,02/12/2023,08:00,VIETNAM - V.LEAGUE 1,Khanh Hoa,Thanh Hoa,4.85,3.8,1.62,1.9,1.9,1.72,1.02,1.39,1.29,6.2,1.07
16,02/12/2023,09:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Rudar,Sutjeska,5.6,3.65,1.57,1.93,1.98,1.65,1.03,1.42,1.32,7.0,1.07
15,02/12/2023,09:00,SERBIA - PRVA LIGA,Radnicki Beograd,OFK Beograd,4.65,3.75,1.6,1.75,1.82,1.94,1.02,1.35,1.24,5.7,1.1
14,02/12/2023,10:00,MALTA - PREMIER LEAGUE,Birkirkara,Hamrun,3.85,3.25,1.91,2.25,2.07,1.6,1.07,1.5,1.44,9.5,1.04
13,02/12/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Excelsior Maassluis,Katwijk,4.8,3.85,1.6,1.55,1.57,2.1,1.01,1.28,1.16,3.65,1.2
12,02/12/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Noordwijk,De Treffers,4.05,3.6,1.78,1.7,1.62,2.02,1.01,1.32,1.22,5.2,1.12
11,02/12/2023,11:00,SLOVAKIA - NIKE LIGA,Z. Moravce-Vrable,Zilina,3.95,3.95,1.78,1.62,1.6,2.22,1.04,1.31,1.2,4.1,1.21
10,02/12/2023,11:30,INDIA - ISL,Hyderabad,Mohun Bagan,4.5,3.75,1.73,1.85,1.8,1.91,1.05,1.36,1.25,6.0,1.13
9,02/12/2023,11:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Petrovac,Buducnost,4.55,3.55,1.7,1.82,1.75,1.87,1.02,1.38,1.26,6.0,1.09
8,02/12/2023,12:00,ENGLAND - FA CUP,Gillingham,Charlton,3.8,3.6,1.95,1.73,1.67,2.1,1.04,1.33,1.22,5.0,1.17
7,02/12/2023,12:00,ENGLAND - FA CUP,Maidstone,Barrow,4.0,3.6,1.91,1.8,1.7,2.05,1.04,1.36,1.25,6.0,1.13
6,02/12/2023,12:00,ENGLAND - FA CUP,Sutton,Barnsley,4.0,3.75,1.75,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
5,02/12/2023,12:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Saburtalo Tbilisi,Dinamo Tbilisi,4.5,3.85,1.6,1.55,1.63,2.22,1.02,1.28,1.16,4.2,1.17
4,02/12/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Hala,East Riffa,3.9,3.6,1.83,1.98,1.88,1.83,1.06,1.42,1.33,5.7,1.1
3,02/12/2023,15:00,PORTUGAL - LIGA PORTUGAL,Famalicao,FC Porto,4.75,3.75,1.62,1.9,1.91,1.91,1.05,1.36,1.29,6.5,1.11
2,02/12/2023,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Anderlecht U23,Beveren,4.0,3.75,1.75,1.57,1.57,2.25,1.03,1.29,1.17,4.33,1.2
19,02/12/2023,16:00,POLAND - EKSTRAKLASA,Korona Kielce,Lech Poznan,3.8,3.5,1.95,1.93,1.75,2.0,1.05,1.36,1.29,6.5,1.11
20,02/12/2023,16:30,SWITZERLAND - SUPER LEAGUE,Winterthur,Zurich,3.8,3.5,1.95,1.7,1.57,2.25,1.04,1.33,1.2,5.0,1.17
