Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,CAMEROON - ELITE ONE,11/04/2024,10:00,Aigle Royal,APEJES Academy,1.65,3.0,5.7
2,GEORGIA - CRYSTALBET EROVNULI LIGA,11/04/2024,12:00,Iberia 1999,Gagra,1.65,3.65,4.3
3,FINLAND - VEIKKAUSLIIGA,11/04/2024,12:00,HJK,Lahti,1.45,4.2,5.5
4,ROMANIA - LIGA 2,11/04/2024,13:00,Gloria Buzau,Selimbar,1.98,3.25,3.7
5,EGYPT - PREMIER LEAGUE,11/04/2024,14:00,Zamalek,Al Ittihad,1.9,3.3,3.85
6,SOUTH AMERICA - COPA SUDAMERICANA,11/04/2024,19:00,Lanus (Arg),Deportivo Garcilaso (Per),1.22,6.5,11.0
7,SOUTH AMERICA - COPA LIBERTADORES,11/04/2024,19:00,Bolivar (Bol),Millonarios (Col),1.53,4.4,5.9
8,SOUTH AMERICA - COPA LIBERTADORES,11/04/2024,19:00,LDU Quito (Ecu),Botafogo RJ (Bra),1.65,3.8,5.6
9,SOUTH AMERICA - COPA LIBERTADORES,11/04/2024,21:00,River Plate (Arg),Nacional (Uru),1.4,4.5,8.5
10,SOUTH AMERICA - COPA LIBERTADORES,11/04/2024,21:00,Palmeiras (Bra),Liverpool M. (Uru),1.18,6.7,19.0
11,SOUTH AMERICA - COPA SUDAMERICANA,11/04/2024,21:00,Coquimbo (Chi),Sp. Luqueno (Par),2.0,3.5,3.75
12,SOUTH AMERICA - COPA SUDAMERICANA,11/04/2024,21:00,Cruzeiro (Bra),Alianza (Col),1.3,5.5,10.0
