,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,19/08/2023,00:06,Puebla,Atl. San Luis,2.25,3.5,3.1,1.62,2.25,1.53,2.38,1.5,1.5,0.645,0.7,1.1874342,1.249,0.44444445,0.2857143,0.32258064,0.61728394,0.44444445,0.1932887,0.8,2.687,1,0.8168
2,MEXICO - LIGA MX,19/08/2023,00:10,Juarez,Guadalajara Chivas,2.63,3.25,2.75,2.25,1.62,1.95,1.8,1.5,1.2845232,0.869,1.8,1.2489996,0.797,0.38022813,0.30769232,0.36363637,0.44444445,0.61728394,0.08852958,-0.3,2.534,1,0.6039
3,SINGAPORE - PREMIER LEAGUE,19/08/2023,07:00,Hougang,Tanjong Pagar,1.73,4.2,3.4,1.22,4.2,1.25,3.75,1.0,1.3416408,1.094,0.9,1.3747727,0.667,0.5780347,0.23809524,0.29411766,0.8196721,0.23809524,0.40210605,0.1,2.716,1,0.5108
4,SOUTH KOREA - K LEAGUE 2,19/08/2023,07:30,Cheongju,Gimpo FC,3.0,2.9,2.38,2.6,1.48,2.1,1.67,1.5,1.2845232,1.128,1.9,1.1357816,1.17,0.33333334,0.3448276,0.42016807,0.3846154,0.6756757,0.105192564,-0.4,2.42,1,0.5034
5,SWEDEN - SUPERETTAN,19/08/2023,08:00,Landskrona,Brage,2.25,3.4,2.8,1.8,2.0,1.62,2.2,1.8,1.2489996,0.467,0.5,0.92195445,1.08,0.44444445,0.29411766,0.35714287,0.5555556,0.5,0.16875939,1.3,2.171,1,0.5051
6,CHINA - SUPER LEAGUE,19/08/2023,08:35,Dalian Pro,Henan Songshan Longmen,2.63,3.25,2.75,2.05,1.75,1.75,2.0,1.2,0.9797959,0.905,0.5,0.92195445,1.172,0.38022813,0.30769232,0.36363637,0.4878049,0.5714286,0.08852958,0.7,1.902,1,0.8877
7,CHINA - SUPER LEAGUE,19/08/2023,08:35,Chengdu Rongcheng,Wuhan Three Towns,2.3,3.5,3.0,1.73,2.08,1.62,2.2,2.1,1.1357816,0.681,1.6,1.2,0.659,0.4347826,0.2857143,0.33333334,0.5780347,0.48076922,0.17697003,0.5,2.336,1,0.7855
8,CHINA - SUPER LEAGUE,19/08/2023,08:35,Beijing Guoan,Shanghai Shenhua,2.3,3.3,3.2,2.15,1.67,1.91,1.91,1.9,1.1357816,0.915,1.7,1.3453624,0.436,0.4347826,0.3030303,0.3125,0.4651163,0.5988024,0.17138115,0.2,2.481,1,0.8555
9,CHINA - SUPER LEAGUE,19/08/2023,08:35,Shenzhen,Nantong Zhiyun,4.5,3.6,1.8,1.88,1.98,1.8,1.95,1.0,1.3416408,0.927,0.5,0.5,0.749,0.22222222,0.2777778,0.5555556,0.5319149,0.5050505,0.41442147,0.5,1.842,1,0.533
10,NORWAY - OBOS-LIGAEN,19/08/2023,10:00,Hodd,Skeid,2.1,3.4,3.6,1.9,1.95,1.73,2.0,1.4444444,1.1653432,0.896,0.9,1.1357816,1.244,0.47619048,0.29411766,0.2777778,0.5263158,0.51282054,0.2574094,0.544,2.301,1,0.8875
11,POLAND - EKSTRAKLASA,19/08/2023,10:00,Radomiak Radom,Warta Poznan,1.95,3.4,4.0,2.25,1.62,2.0,1.75,0.9,1.1357816,1.203,1.0,1.3416408,1.161,0.51282054,0.29411766,0.25,0.44444445,0.61728394,0.32617715,-0.1,2.477,1,0.7714
12,POLAND - DIVISION 1,19/08/2023,10:00,Wisla Plock,Termalica B-B.,2.15,3.3,3.1,1.93,1.93,1.73,2.0,1.2,1.2489996,0.783,1.6,1.2,0.45,0.4651163,0.3030303,0.32258064,0.5181347,0.5181347,0.19869931,-0.4,2.449,1,0.7805
