Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/02/2024,12:00,SPAIN - PRIMERA RFEF,R. Sociedad B,Gimnastic,2.3,2.88,3.0,2.5,2.2,1.62,1.11,1.57,1.5,8.5,1.05
2,04/02/2024,16:45,ITALY - SERIE C,Virtus Verona,Padova,4.7,3.25,1.8,2.42,2.25,1.57,1.11,1.6,1.5,7.6,1.05
3,04/02/2024,17:00,ARGENTINA - PRIMERA NACIONAL,Almirante Brown,Atletico Atlanta,2.1,3.0,4.2,2.88,2.38,1.53,1.14,1.62,1.57,15.0,1.03
4,04/02/2024,20:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Platense,Central Cordoba,2.1,3.0,4.2,2.88,2.5,1.5,1.13,1.67,1.57,15.0,1.03
