,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-04-21,04:30:00,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Seoul E-Land,1.19,4.0,2.04,1000.0,1.2277399
2,2024-04-21,04:30:00,SOUTH KOREA - K LEAGUE 1,Daegu,Daejeon,2.86,3.4,2.52,7.2,1.2275904
3,2024-04-21,04:30:00,SOUTH KOREA - K LEAGUE 2,Asan,Jeonnam,2.32,3.75,2.62,9.2,1.227739
4,2024-04-21,05:30:00,AUSTRIA - BUNDESLIGA,Grazer AK,St. Polten,2.02,3.9,3.75,19.0,1.2275919
5,2024-04-21,06:00:00,SPAIN - SEGUNDA RFEF,Antoniano,CD Estepona,3.0,2.72,2.76,980.0,1.2277584
6,2024-04-21,06:30:00,SPAIN - SEGUNDA RFEF,La Union,Ciudad Real,2.18,3.85,2.96,14.0,1.227741
7,2024-04-21,06:30:00,SPAIN - SEGUNDA RFEF,Betis B,Aguilas FC,1.86,5.3,2.98,16.0,1.2277461
8,2024-04-21,06:30:00,ESTONIA - ESILIIGA,Tartu Welco,Levadia U21,3.1,2.08,3.45,15.5,1.2278838
9,2024-04-21,06:30:00,ESTONIA - ESILIIGA,Elva,Tabasalu,1.64,3.5,4.5,36.0,1.2278837
10,2024-04-21,06:30:00,ESTONIA - ESILIIGA,Tallinna Kalev U21,Harju JK Laagri,6.4,1.44,4.4,16.0,1.2278839
11,2024-04-21,06:30:00,ESTONIA - ESILIIGA,Paide Linnameeskond U21,FC Tallinn,6.4,1.36,6.0,980.0,1.2278837
12,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,Llerenense,Getafe B,2.4,3.15,2.88,980.0,1.2277468
13,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,Ursaria,Numancia,3.05,2.38,3.15,9.6,1.2277465
14,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,San Sebastian Reyes,Mensajero,1.14,23.0,7.6,90.0,1.2277464
15,2024-04-21,07:00:00,PORTUGAL - LIGA PORTUGAL 2,Oliveirense,Os Belenenses,2.18,3.45,3.6,14.5,1.2277113
16,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,Velez,Sevilla FC B,12.0,1.12,4.4,1000.0,1.2277459
17,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,CE Europa,Badalona Futur,1.79,5.1,3.35,19.0,1.2277455
18,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,Hercules,Pena Deportiva,1.47,8.0,4.3,980.0,1.2277458
19,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,Arenas Club,Zaragoza B,2.54,2.96,3.0,11.0,1.2277408
20,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,Brea,Utebo FC,5.0,1.84,3.0,6.8,1.2277585
21,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,Rayo Cantabria,Arandina,1.92,4.0,3.25,17.0,1.227745
22,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,Cayon,Torrelavega,3.05,2.42,3.25,11.0,1.2277452
23,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,UCAM Murcia,San Roque,1.76,5.1,3.2,16.0,1.2277462
24,2024-04-21,07:00:00,SPAIN - SEGUNDA RFEF,FC Cartagena SAD B,Cadiz CF B,2.98,2.42,3.3,13.0,1.227746
25,2024-04-21,07:00:00,UKRAINE - PREMIER LEAGUE,Veres-Rivne,Dnipro-1,5.7,1.79,3.55,6.8,1.2276732
26,2024-04-21,07:30:00,ROMANIA - LIGA 2,Gloria Buzau,Csikszereda M. Ciuc,2.28,3.6,3.15,980.0,1.2276895
27,2024-04-21,07:30:00,POLAND - EKSTRAKLASA,Cracovia,Puszcza,1.79,5.0,3.85,19.0,1.2276086
28,2024-04-21,07:30:00,SPAIN - SEGUNDA RFEF,Montijo,CD Badajoz,8.6,1.43,4.2,7.0,1.2277467
29,2024-04-21,07:30:00,TURKEY - SUPER LIG,Basaksehir,Rizespor,2.18,3.6,3.65,17.5,1.2276161
30,2024-04-21,07:30:00,ITALY - SERIE A,Sassuolo,Lecce,2.44,3.3,3.4,12.0,1.2273017
31,2024-04-21,07:40:00,POLAND - DIVISION 1,Arka Gdynia,Wisla Plock,1.71,4.8,4.0,21.0,1.2275949
32,2024-04-21,08:00:00,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Qingdao Hainiu,2.0,4.2,3.5,15.0,1.2275995
33,2024-04-21,08:00:00,SWEDEN - SUPERETTAN,Oddevold,Gefle,1.97,4.3,3.6,13.5,1.2277384
34,2024-04-21,08:00:00,SPAIN - SEGUNDA RFEF,San Fernando,Navalcarnero,2.54,3.2,2.76,10.0,1.2277466
35,2024-04-21,08:30:00,ESTONIA - MEISTRILIIGA,Kuressaare,Narva,2.72,2.48,3.9,980.0,1.2276582
36,2024-04-21,08:30:00,GERMANY - 3. LIGA,Mannheim,RW Essen,2.2,3.3,3.85,17.5,1.2276087
37,2024-04-21,08:30:00,GERMANY - 2. BUNDESLIGA,Hannover,St. Pauli,3.25,2.34,3.65,12.0,1.2275977
38,2024-04-21,08:30:00,GERMANY - 2. BUNDESLIGA,Karlsruher SC,Hertha Berlin,2.04,3.7,4.1,25.0,1.2275977
39,2024-04-21,08:30:00,BELGIUM - JUPILER PRO LEAGUE,Cercle Brugge KSV,Antwerp,2.52,2.96,3.55,13.5,1.227602
40,2024-04-21,08:30:00,ENGLAND - CHAMPIONSHIP,Blackburn,Sheffield Wed,2.18,3.65,3.65,13.5,1.2275718
41,2024-04-21,08:35:00,CHINA - SUPER LEAGUE,Meizhou Hakka,Shanghai Port,15.5,1.2,7.8,12.5,1.2276918
42,2024-04-21,09:00:00,GREECE - SUPER LEAGUE,Panserraikos,Giannina,1.68,6.6,3.9,18.0,1.2276014
43,2024-04-21,09:00:00,SPAIN - LALIGA,Getafe,Real Sociedad,4.2,2.24,3.15,6.6,1.226964
44,2024-04-21,09:00:00,SPAIN - LALIGA2,Espanyol,Andorra,1.75,5.8,3.65,17.0,1.2276088
45,2024-04-21,09:00:00,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,Ararat-Armenia,2.44,3.0,3.15,12.0,1.2278651
46,2024-04-21,09:00:00,SWEDEN - ALLSVENSKAN,GAIS,Mjallby,3.05,2.64,3.3,10.0,1.227659
47,2024-04-21,09:00:00,CHINA - SUPER LEAGUE,Beijing Guoan,Qingdao West Coast,1.46,7.2,5.0,29.0,1.2276921
48,2024-04-21,09:00:00,DENMARK - SUPERLIGA,Hvidovre IF,Vejle,3.4,2.26,3.6,11.0,1.227624
49,2024-04-21,09:00:00,DENMARK - SUPERLIGA,Viborg,Lyngby,1.79,4.7,3.95,22.0,1.227599
50,2024-04-21,09:05:00,HUNGARY - OTP BANK LIGA,Kecskemeti TE,Mezokovesd-Zsory,1.55,7.0,4.0,23.0,1.2276205
51,2024-04-21,09:15:00,BULGARIA - PARVA LIGA,Botev Plovdiv,CSKA 1948 Sofia,1.89,4.5,3.4,16.5,1.2276046
52,2024-04-21,09:30:00,ENGLAND - PREMIER LEAGUE,Everton,Nottingham,2.2,3.75,3.5,14.0,1.2272165
53,2024-04-21,09:30:00,AUSTRIA - 2. LIGA,LASK,Hartberg,1.87,4.6,3.8,18.0,1.2276089
54,2024-04-21,09:30:00,NORWAY - ELITESERIEN,HamKam,Stromsgodset,2.52,3.05,3.35,12.0,1.2277595
55,2024-04-21,09:30:00,UKRAINE - PREMIER LEAGUE,Oleksandriya,LNZ Cherkasy,2.44,3.6,2.86,10.0,1.2277555
56,2024-04-21,10:00:00,POLAND - DIVISION 1,Legnica,Motor Lublin,2.18,3.25,3.45,16.5,1.2276093
57,2024-04-21,10:00:00,SWEDEN - SUPERETTAN,Brage,Landskrona,2.06,3.8,3.65,15.5,1.2276757
58,2024-04-21,10:00:00,SOUTH AFRICA - PREMIER LEAGUE,Richards Bay,Kaizer Chiefs,3.7,2.42,2.74,7.6,1.2276222
59,2024-04-21,10:00:00,SOUTH AFRICA - PREMIER LEAGUE,Polokwane,Cape Town City,3.05,2.8,2.7,8.8,1.2277523
60,2024-04-21,10:00:00,POLAND - EKSTRAKLASA,LKS Lodz,Lech Poznan,5.5,1.66,4.2,11.0,1.227609
61,2024-04-21,10:00:00,SLOVENIA - PRVA LIGA,Maribor,Rogaska,1.4,8.8,5.0,34.0,1.2276572
62,2024-04-21,10:00:00,TURKEY - 1. LIG,Corum,Adanaspor AS,1.43,7.2,4.7,34.0,1.2276758
63,2024-04-21,10:00:00,DENMARK - 1ST DIVISION,Aalborg,Kolding IF,2.04,3.85,3.6,980.0,1.2276053
64,2024-04-21,10:00:00,ITALY - SERIE A,Torino,Frosinone,1.74,5.7,4.0,18.0,1.2273018
65,2024-04-21,10:00:00,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Mafra,2.18,3.75,3.3,14.5,1.2276092
66,2024-04-21,10:00:00,ROMANIA - LIGA 1,Otelul,CFR Cluj,3.1,2.78,2.84,8.8,1.2276069
67,2024-04-21,10:00:00,TURKEY - 1. LIG,Genclerbirligi,Erzurumspor,2.16,3.8,3.05,12.5,1.2276736
68,2024-04-21,10:00:00,FINLAND - YKKONEN,OLS Oulu,Atlantis,1.51,1.88,2.52,1000.0,1.2278754
69,2024-04-21,10:00:00,FINLAND - YKKONEN,KuPS Akatemia,Klubi 04,4.3,1.46,4.4,18.5,1.2278752
70,2024-04-21,10:00:00,FRANCE - LIGUE 1,Reims,Montpellier,2.12,3.6,3.85,17.5,1.2272806
71,2024-04-21,10:00:00,FRANCE - LIGUE 1,Lille,Strasbourg,1.64,6.6,4.1,21.0,1.2272812
72,2024-04-21,10:00:00,FRANCE - LIGUE 1,Le Havre,Metz,2.3,3.8,3.25,10.5,1.2272816
73,2024-04-21,10:15:00,WALES - CYMRU PREMIER,Cardiff Metropolitan,Newtown,2.8,2.3,3.75,1000.0,1.2277913
74,2024-04-21,10:15:00,WALES - CYMRU PREMIER,Penybont,Haverfordwest,1.83,4.0,3.6,1000.0,1.2277912
75,2024-04-21,10:15:00,WALES - CYMRU PREMIER,TNS,Connahs Q.,1.21,11.5,6.0,1000.0,1.2278423
76,2024-04-21,10:15:00,WALES - CYMRU PREMIER,Aberystwyth,Pontypridd,2.26,3.15,3.25,15.5,1.2274878
77,2024-04-21,10:15:00,WALES - CYMRU PREMIER,Caernarfon,Bala,2.6,2.5,3.5,15.5,1.2278425
78,2024-04-21,10:15:00,WALES - CYMRU PREMIER,Colwyn Bay,Barry,1.98,3.3,3.8,1000.0,1.2278426
79,2024-04-21,10:30:00,GERMANY - BUNDESLIGA,Werder Bremen,Stuttgart,5.1,1.68,4.7,12.5,1.2272841
80,2024-04-21,11:00:00,SERBIA - SUPER LIGA,Sp. Subotica,Javor,2.2,3.35,3.45,15.0,1.2278311
81,2024-04-21,11:00:00,GREECE - SUPER LEAGUE,Lamia,Panathinaikos,16.5,1.19,8.2,11.0,1.227343
82,2024-04-21,11:00:00,ESTONIA - MEISTRILIIGA,Flora,Kalju,3.3,2.14,3.5,1000.0,1.227658
83,2024-04-21,11:00:00,ENGLAND - PREMIER LEAGUE,Aston Villa,Bournemouth,1.89,4.3,4.1,25.0,1.2272161
84,2024-04-21,11:00:00,BELGIUM - JUPILER PRO LEAGUE,Kortrijk,RWDM,2.26,3.5,3.4,14.0,1.2276148
85,2024-04-21,11:00:00,HUNGARY - OTP BANK LIGA,Fehervar FC,Zalaegerszegi,2.0,3.75,3.6,18.0,1.2276093
86,2024-04-21,11:00:00,DENMARK - SUPERLIGA,FC Copenhagen,Silkeborg,1.4,8.0,5.5,36.0,1.2276238
87,2024-04-21,11:00:00,ENGLAND - PREMIER LEAGUE,Crystal Palace,West Ham,2.46,3.15,3.55,14.0,1.2272162
88,2024-04-21,11:15:00,SPAIN - LALIGA2,Eibar,Alcorcon,1.5,8.6,4.3,24.0,1.2276585
89,2024-04-21,11:15:00,SPAIN - LALIGA2,Eldense,Albacete,2.76,3.0,3.15,10.0,1.2276094
90,2024-04-21,11:30:00,PORTUGAL - LIGA PORTUGAL,Famalicao,Portimonense,1.66,6.0,4.2,22.0,1.2276596
91,2024-04-21,11:30:00,SWEDEN - ALLSVENSKAN,Halmstad,Brommapojkarna,3.75,2.14,3.7,10.5,1.2276587
92,2024-04-21,11:30:00,PORTUGAL - LIGA PORTUGAL,Chaves,Estoril,3.1,2.56,3.35,10.0,1.2276597
93,2024-04-21,11:30:00,PORTUGAL - LIGA PORTUGAL 2,Vilaverdense,Maritimo,5.4,1.73,3.9,8.2,1.2276258
94,2024-04-21,11:30:00,SWEDEN - ALLSVENSKAN,Hacken,Hammarby,1.97,3.8,4.0,25.0,1.2276589
95,2024-04-21,11:30:00,SWITZERLAND - SUPER LEAGUE,Zurich,St. Gallen,2.32,3.15,3.7,18.0,1.2276096
96,2024-04-21,11:30:00,SWITZERLAND - SUPER LEAGUE,Luzern,Basel,2.14,3.4,3.95,19.0,1.2276096
97,2024-04-21,11:30:00,SWITZERLAND - SUPER LEAGUE,Winterthur,Young Boys,3.6,2.04,4.1,14.5,1.2276095
98,2024-04-21,11:30:00,ITALY - SERIE C,Juventus U23,Fermana,2.22,3.35,3.1,14.5,1.2277919
99,2024-04-21,11:30:00,ITALY - SERIE C,Perugia,Arezzo,2.02,4.1,3.3,13.5,1.2277918
100,2024-04-21,11:30:00,ITALY - SERIE C,Sestri Levante,Vis Pesaro,2.52,3.15,3.0,13.0,1.2277917
101,2024-04-21,11:30:00,ITALY - SERIE C,Pescara,Ancona,2.04,3.6,3.5,16.5,1.2277921
102,2024-04-21,11:30:00,ITALY - SERIE C,Pontedera,Olbia,1.44,7.6,4.4,30.0,1.2277983
103,2024-04-21,11:30:00,ITALY - SERIE C,Torres,Cesena,2.94,2.66,3.0,9.6,1.2277919
104,2024-04-21,11:30:00,ITALY - SERIE C,Spal,Pineto,1.99,4.8,3.0,16.0,1.227792
105,2024-04-21,11:30:00,GERMANY - 3. LIGA,Preussen Munster,Freiburg II,1.47,7.2,4.8,32.0,1.2276202
