Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,08/10/2023,03:00,Ulsan Hyundai,Incheon,1.75,3.75,4.33
2,GEORGIA - CRYSTALBET EROVNULI LIGA,08/10/2023,08:00,Samgurali,Shukura,1.24,5.4,8.5
3,ITALY - SERIE C,08/10/2023,09:00,Sorrento,ACR Messina,1.8,3.4,4.25
4,ITALY - SERIE C,08/10/2023,09:00,Entella,Olbia,1.53,3.8,6.2
5,ITALY - SERIE C,08/10/2023,09:00,Torres,Lucchese,2.07,3.05,3.7
6,THAILAND - THAI LEAGUE 1,08/10/2023,09:00,Bangkok Utd,Chiangrai Utd,1.47,4.35,6.0
7,SERBIA - PRVA LIGA,08/10/2023,10:00,Tekstilac Odzaci,Kolubara,2.22,2.9,3.2
8,SPAIN - PRIMERA RFEF,08/10/2023,11:00,Leonesa,Rayo Majadahonda,1.7,3.5,4.5
9,SCOTLAND - PREMIERSHIP,08/10/2023,11:00,Aberdeen,St Johnstone,1.57,4.0,6.0
10,ITALY - SERIE C,08/10/2023,11:15,Crotone,Picerno,1.75,3.5,4.45
11,CAMEROON - ELITE ONE,08/10/2023,11:30,Bamboutos FC,Gazelle,2.15,2.95,3.3
12,INDIA - ISL,08/10/2023,11:30,Mumbai City,Kerala Blasters,1.57,4.0,5.0
13,CAMEROON - ELITE ONE,08/10/2023,11:30,Aigle Royal,Fortuna Mfou,1.95,3.1,3.7
14,GHANA - PREMIER LEAGUE,08/10/2023,12:00,Heart of Lions,Bofoakwa Tano,1.8,3.05,4.35
15,GHANA - PREMIER LEAGUE,08/10/2023,12:00,Nations FC,Legon Cities,1.78,3.05,4.45
16,NIGERIA - NPFL,08/10/2023,12:00,Remo Stars,Enugu Rangers,1.36,3.85,10.25
17,NIGERIA - NPFL,08/10/2023,12:00,Lobi Stars,Sunshine Stars,1.65,3.15,5.9
18,NIGERIA - NPFL,08/10/2023,12:00,Gombe,Enyimba,1.8,3.15,4.7
19,SPAIN - PRIMERA RFEF,08/10/2023,12:00,Sabadell,Fuenlabrada,2.0,3.2,3.6
20,CAMEROON - ELITE ONE,08/10/2023,12:00,Les Astres,Dynamo Douala,1.72,3.45,4.15
21,EGYPT - PREMIER LEAGUE,08/10/2023,13:00,Pyramids,Enppi,1.5,3.75,6.5
22,RUSSIA - PREMIER LEAGUE,08/10/2023,13:00,Akhmat Grozny,Rubin Kazan,1.96,3.81,4.14
23,EGYPT - PREMIER LEAGUE,08/10/2023,13:00,Al Ahly,El Ismaily,1.33,4.4,9.25
24,SPAIN - PRIMERA RFEF,08/10/2023,13:00,Atl. Madrid B,San Fernando,2.0,3.0,4.0
25,SLOVAKIA - NIKE LIGA,08/10/2023,13:00,Slovan Bratislava,Trencin,1.6,4.1,5.0
26,ALBANIA - SUPERLIGA,08/10/2023,13:00,Partizani,Kukesi,1.53,3.6,5.5
27,ANDORRA - PRIMERA DIVISIÓ,08/10/2023,13:30,FC Santa Coloma,Penya,1.22,5.3,9.75
28,SPAIN - LALIGA2,08/10/2023,13:30,Ferrol,FC Cartagena SAD,1.8,3.75,4.5
29,BULGARIA - PARVA LIGA,08/10/2023,14:15,Ludogorets,Pirin Blagoevgrad,1.06,13.0,29.0
30,SLOVENIA - PRVA LIGA,08/10/2023,15:15,Koper,Aluminij,1.65,3.8,4.65
31,ARGENTINA - PRIMERA NACIONAL,08/10/2023,15:30,Defensores Unidos,Flandria,1.85,3.5,4.2
32,ITALY - SERIE C,08/10/2023,15:45,Ancona,Vis Pesaro,1.78,3.4,4.45
33,BRAZIL - SERIE A,08/10/2023,16:00,Fluminense,Botafogo RJ,2.1,3.25,3.75
34,BOLIVIA - DIVISION PROFESIONAL,08/10/2023,16:00,Always Ready,Palmaflor,1.22,5.25,11.0
35,BRAZIL - SERIE A,08/10/2023,16:00,Palmeiras,Santos,1.5,4.0,7.5
36,MOROCCO - BOTOLA PRO,08/10/2023,16:30,Raja Casablanca,Moghreb Tetouan,1.36,3.8,9.0
37,ARGENTINA - PRIMERA NACIONAL,08/10/2023,16:50,Chacarita Juniors,CA Estudiantes,1.36,4.33,12.0
38,BRAZIL - SERIE B,08/10/2023,18:00,Criciuma,Vitoria,2.22,2.82,3.65
39,PANAMA - LPF,08/10/2023,18:00,Alianza,Arabe Unido,2.3,2.95,3.15
40,COSTA RICA - PRIMERA DIVISION,08/10/2023,19:00,Alajuelense,Sporting San Jose,1.4,4.75,6.0
41,VENEZUELA - LIGA FUTVE,08/10/2023,19:00,Carabobo,Caracas,2.15,3.0,3.4
42,COLOMBIA - PRIMERA A,08/10/2023,20:10,Ind. Medellin,Huila,1.5,4.0,7.5
43,PANAMA - LPF,08/10/2023,20:15,Plaza Amador,Potros del Este,1.95,3.2,3.75
