,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,26/11/2023,03:00,SOUTH KOREA - K LEAGUE 2,FC Anyang,Cheonan City,1.44,4.2,6.0,1.8,2.0,2.0,1.73,H,D,A
2,AI_LAY_AWAY_RETORNOS,26/11/2023,03:00,SOUTH KOREA - K LEAGUE 2,Seongnam FC,Ansan Greeners FC,1.75,4.0,3.75,1.48,2.6,1.5,2.5,H,D,A
3,AI_LAY_AWAY_RETORNOS,26/11/2023,07:45,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Arda,1.75,3.3,5.25,2.5,1.5,2.38,1.53,H,D,A
4,AI_LAY_AWAY_RETORNOS,26/11/2023,08:15,NETHERLANDS - EERSTE DIVISIE,Roda JC,MVV Maastricht,1.57,4.2,5.5,1.57,2.35,1.62,2.2,H,D,H
5,AI_LAY_AWAY_RETORNOS,26/11/2023,08:40,POLAND - DIVISION 1,Odra Opole,Polonia Warszawa,1.95,3.25,3.6,2.0,1.85,1.8,1.91,H,A,H
6,AI_LAY_AWAY_RETORNOS,26/11/2023,09:30,BELGIUM - CHALLENGER PRO LEAGUE,Genk U23,Seraing,2.2,3.4,2.88,1.6,2.3,1.5,2.5,D,H,H
7,AI_LAY_AWAY_RETORNOS,26/11/2023,10:00,SWEDEN - SUPERETTAN,Skovde Aik,Falkenberg,2.1,3.4,2.9,1.85,2.0,1.67,2.1,D,D,H
8,AI_LAY_AWAY_RETORNOS,26/11/2023,10:00,SPAIN - LALIGA2,Leganes,Ferrol,2.0,3.1,4.5,2.7,1.44,2.38,1.53,A,A,H
9,AI_LAY_AWAY_RETORNOS,26/11/2023,10:15,SWITZERLAND - SUPER LEAGUE,Lausanne,Lausanne Ouchy,1.8,3.8,3.8,1.62,2.25,1.62,2.2,D,H,A
10,AI_LAY_AWAY_RETORNOS,26/11/2023,10:30,AUSTRIA - BUNDESLIGA,SCR Altach,Austria Klagenfurt,2.15,3.3,3.3,2.03,1.83,1.8,1.95,H,A,A
11,AI_LAY_AWAY_RETORNOS,26/11/2023,11:00,POLAND - DIVISION 1,Wisla Plock,Pruszkow,1.73,3.5,4.0,1.85,2.0,1.8,1.91,H,A,H
12,AI_LAY_AWAY_RETORNOS,26/11/2023,12:00,BELGIUM - CHALLENGER PRO LEAGUE,Beerschot VA,RFC Liege,2.1,3.5,3.2,1.65,2.2,1.53,2.38,D,H,H
13,AI_LAY_AWAY_RETORNOS,26/11/2023,12:30,SWITZERLAND - SUPER LEAGUE,Servette,Grasshoppers,1.57,4.5,5.25,1.48,2.6,1.53,2.38,D,H,A
14,AI_LAY_AWAY_RETORNOS,26/11/2023,14:00,POLAND - DIVISION 1,Miedz Legnica,Zaglebie Sosnowiec,1.6,3.4,5.0,2.05,1.8,2.0,1.73,H,A,H
15,AI_LAY_AWAY_RETORNOS,26/11/2023,15:15,BELGIUM - CHALLENGER PRO LEAGUE,Lierse K.,St. Liege U23,1.62,4.0,4.75,1.53,2.4,1.57,2.25,D,H,H
16,AI_LAY_AWAY_RETORNOS,26/11/2023,18:00,COLOMBIA - PRIMERA A,Millonarios,Ind Medellin,2.05,3.4,3.6,2.08,1.73,1.83,1.83,H,A,A
17,AI_LAY_AWAY_RETORNOS,26/11/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Always Ready,1.55,5.0,5.0,1.53,2.4,1.67,2.1,H,D,D
18,AI_LAY_AWAY_RETORNOS,26/11/2023,19:00,PARAGUAY - PRIMERA DIVISION,Nacional (Par),Cerro Porteno,2.1,3.2,3.2,1.95,1.85,1.7,2.02,A,D,H
19,AI_LAY_AWAY_RETORNOS,26/11/2023,20:00,MEXICO - LIGA DE EXPANSION MX,Cancun,Zacatecas Mineros,2.15,3.75,2.87,1.55,2.32,1.5,2.42,D,H,H
20,AI_LAY_AWAY_RETORNOS,26/11/2023,20:30,BOLIVIA - DIVISION PROFESIONAL,Blooming Santa Cruz,Libertad Gran Mamore,1.83,3.75,4.0,1.7,2.1,1.62,2.2,H,D,D
21,AI_LAY_AWAY_RETORNOS,26/11/2023,23:06,MEXICO - LIGA MX,Leon,Santos Laguna,1.67,4.0,4.75,1.44,2.7,1.44,2.63,H,A,A
