Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,17/09/2023,04:00,Sham Shui Po,Hong Kong FC,3.4,4.05,1.82
2,RUSSIA - PREMIER LEAGUE,17/09/2023,10:30,Rubin Kazan,Zenit,5.18,4.15,1.72
3,SERBIA - PRVA LIGA,17/09/2023,11:00,RFK Novi Sad,Tekstilac Odzaci,3.0,3.0,2.27
4,ENGLAND - FA CUP,17/09/2023,11:00,Wingate & Finchley,Farnborough,3.38,3.9,2.16
5,BULGARIA - PARVA LIGA,17/09/2023,11:45,Etar,Lok. Plovdiv,3.8,3.3,2.05
6,SLOVAKIA - NIKE LIGA,17/09/2023,13:00,Z. Moravce-Vrable,Trencin,3.05,3.35,2.25
7,BELGIUM - JUPILER PRO LEAGUE,17/09/2023,13:30,Leuven,Gent,4.5,3.8,1.7
8,ITALY - SERIE C,17/09/2023,13:30,Alessandria,Padova,5.3,3.45,1.65
9,BELGIUM - CHALLENGER PRO LEAGUE,17/09/2023,14:15,St. Liege U23,Oostende,4.0,4.0,1.65
10,CANADA - CANADIAN PREMIER LEAGUE,17/09/2023,15:00,Valour,Forge,3.8,3.4,1.95
