,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,06/08/2023,07:00,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Incheon,1.91,3.4,4.0,1.9,1.73,2.0,1.05,1.36,1.25,6.0,1.13
2,06/08/2023,08:00,VIETNAM - V.LEAGUE 1,Binh Dinh,Hong Linh Ha Tinh,1.66,3.78,4.73,1.87,1.8,1.96,1.01,1.36,1.25,5.7,1.09
3,06/08/2023,10:00,NORWAY - OBOS-LIGAEN,KFUM Oslo,Asane,1.57,4.33,5.5,1.44,1.5,2.5,1.02,1.22,1.13,3.5,1.29
4,06/08/2023,14:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Puntarenas FC,1.62,3.6,4.75,1.88,1.83,1.83,1.05,1.36,1.25,6.0,1.13
5,06/08/2023,14:00,SENEGAL - LIGUE 1,Dakar SC,US Goree,2.4,2.74,3.38,3.2,2.51,1.5,1.13,1.72,1.78,13.0,1.02
6,06/08/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Maipu,Ferro,1.83,3.3,5.0,2.35,2.1,1.67,1.1,1.5,1.4,10.0,1.06
7,06/08/2023,15:30,BRAZIL - SERIE B,Ponte Preta,Chapecoense-SC,2.12,3.22,3.68,2.38,2.09,1.71,1.06,1.53,1.5,9.0,1.02
8,06/08/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,Royal Pari,2.15,3.4,2.88,1.9,1.73,2.0,1.05,1.4,1.29,6.5,1.11
9,06/08/2023,16:00,CROATIA - HNL,Rijeka,Istra 1961,1.5,4.0,5.75,1.85,1.91,1.8,1.04,1.36,1.25,6.0,1.13
10,06/08/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Ind. Rivadavia,Dep. Riestra,2.05,3.3,3.8,2.4,2.2,1.62,1.1,1.53,1.44,11.0,1.05
11,06/08/2023,16:30,ARGENTINA - PRIMERA NACIONAL,San Martin S.J.,All Boys,1.75,3.4,5.5,2.5,2.38,1.53,1.1,1.53,1.5,11.0,1.05
12,06/08/2023,17:30,ECUADOR - LIGA PRO,Cumbaya,Guayaquil City,1.91,3.3,4.5,2.5,2.2,1.62,1.1,1.57,1.5,13.0,1.04
13,06/08/2023,18:00,COLOMBIA - PRIMERA A,La Equidad,America De Cali,2.5,3.1,3.0,2.25,1.91,1.8,1.08,1.5,1.36,9.0,1.07
14,06/08/2023,18:30,BRAZIL - SERIE A,Bahia,America MG,1.95,3.6,3.8,1.94,1.75,2.0,1.05,1.36,1.29,6.0,1.13
15,06/08/2023,22:20,COLOMBIA - PRIMERA A,Dep. Pasto,Santa Fe,2.5,3.2,2.9,2.25,1.83,1.83,1.07,1.5,1.4,9.0,1.07
