,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,30/09/2023,02:00,SOUTH KOREA - K LEAGUE 1,Pohang,Ulsan Hyundai,2.4,3.4,2.8,2.05,1.8,1.91,1.06,1.4,1.3,7.0,1.1
2,30/09/2023,06:00,RUSSIA - PREMIER LEAGUE,Orenburg,Zenit,5.28,4.53,1.65,1.5,1.6,2.27,1.01,1.27,1.13,3.74,1.21
3,30/09/2023,07:00,SOUTH KOREA - K LEAGUE 1,Incheon,Suwon Bluewings,1.91,3.6,3.75,2.05,1.83,1.83,1.06,1.44,1.33,8.0,1.08
4,30/09/2023,08:30,ENGLAND - PREMIER LEAGUE,Aston Villa,Brighton,2.6,3.75,2.5,1.44,1.4,2.75,1.02,1.22,1.14,3.5,1.3
5,30/09/2023,08:30,SCOTLAND - PREMIERSHIP,Motherwell,Celtic,11.0,5.75,1.29,1.57,2.0,1.75,1.03,1.29,1.17,4.33,1.22
6,30/09/2023,09:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Abha,Al Riyadh,1.73,3.6,4.2,1.83,1.8,1.91,1.05,1.36,1.25,5.5,1.13
7,30/09/2023,09:00,INDONESIA - LIGA 1,Persik Kediri,FC Bhayangkara,1.78,3.6,4.05,1.65,1.6,2.07,1.01,1.31,1.21,4.7,1.14
8,30/09/2023,09:30,NETHERLANDS - TWEEDE DIVISIE,ACV Assen,Spakenburg,3.05,3.8,2.0,1.53,1.5,2.25,1.01,1.27,1.15,3.6,1.2
9,30/09/2023,09:30,AUSTRIA - 2. LIGA,Floridsdorfer AC,Bregenz,1.75,3.75,4.2,1.8,1.75,1.98,1.05,1.38,1.26,4.9,1.14
10,30/09/2023,10:00,SWEDEN - ALLSVENSKAN,Djurgarden,Halmstad,1.4,4.75,7.0,1.73,2.0,1.75,1.03,1.33,1.22,5.5,1.14
13,30/09/2023,10:00,PORTUGAL - LIGA PORTUGAL 2,Maritimo,Mafra,1.73,3.4,4.5,2.0,1.83,1.83,1.06,1.4,1.29,7.0,1.1
12,30/09/2023,10:00,NORWAY - OBOS-LIGAEN,Sandnes,Start,2.75,3.6,2.4,1.44,1.4,2.75,1.02,1.25,1.13,3.5,1.29
11,30/09/2023,10:00,NORWAY - OBOS-LIGAEN,Kristiansund,KFUM Oslo,2.25,3.8,2.88,1.53,1.5,2.5,1.03,1.29,1.17,4.0,1.22
14,30/09/2023,10:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,Scheveningen,1.6,4.2,4.5,1.5,1.57,2.1,1.01,1.25,1.15,3.5,1.21
15,30/09/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Katwijk,GVVV,1.57,4.2,4.6,1.52,1.6,2.07,1.01,1.25,1.14,3.5,1.21
17,30/09/2023,11:00,SCOTLAND - LEAGUE TWO,Spartans,Bonnyrigg Rose,2.2,3.3,3.3,2.03,1.8,1.91,1.06,1.4,1.3,6.5,1.1
18,30/09/2023,11:00,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Dunfermline,1.95,3.3,3.6,1.8,1.67,2.1,1.04,1.36,1.22,5.0,1.14
19,30/09/2023,11:00,ENGLAND - FA CUP,Blyth,Worksop,1.75,3.95,3.8,1.53,1.55,2.15,1.01,1.29,1.15,3.6,1.2
16,30/09/2023,11:00,SCOTLAND - PREMIERSHIP,Kilmarnock,St. Mirren,2.3,3.25,3.1,2.3,1.95,1.8,1.08,1.44,1.44,9.0,1.07
20,30/09/2023,11:00,ENGLAND - PREMIER LEAGUE,Wolves,Manchester City,9.5,5.75,1.3,1.57,1.95,1.8,1.03,1.29,1.17,4.33,1.22
21,30/09/2023,11:15,ITALY - SERIE C,Latina,Brindisi,2.02,3.15,3.7,2.3,2.0,1.72,1.09,1.55,1.44,7.0,1.07
22,30/09/2023,12:00,SERBIA - SUPER LIGA,Sp. Subotica,Cukaricki,3.5,3.25,2.07,2.05,1.82,1.9,1.07,1.45,1.34,5.9,1.1
23,30/09/2023,13:00,SLOVAKIA - NIKE LIGA,Trencin,Banska Bystrica,1.91,3.75,3.55,1.62,1.53,2.32,1.04,1.32,1.19,4.05,1.22
24,30/09/2023,13:30,ITALY - SERIE C,Potenza,Monterosi,1.72,3.45,4.8,1.98,1.88,1.82,1.07,1.45,1.33,5.7,1.11
25,30/09/2023,13:30,ENGLAND - PREMIER LEAGUE,Tottenham,Liverpool,2.9,4.0,2.15,1.4,1.36,3.0,1.02,1.22,1.11,3.4,1.33
26,30/09/2023,16:00,NETHERLANDS - EREDIVISIE,Twente,Heerenveen,1.33,5.5,8.5,1.44,1.75,2.0,1.02,1.25,1.13,3.5,1.29
27,30/09/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Ferro,Racing Cordoba,2.15,3.3,3.4,2.1,1.83,1.83,1.07,1.44,1.33,8.0,1.08
28,30/09/2023,16:30,VENEZUELA - LIGA FUTVE,Angostura,Portuguesa,4.85,3.6,1.65,2.02,2.02,1.62,1.03,1.44,1.35,7.2,1.05
