,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-04-08,11:30:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,Ararat Yerevan,1.76,3.25,2.54,1000.0,1.242045
2,2025-04-08,13:00:00,POLAND - DIVISION 1,Pruszkow,Odra Opole,2.3,3.15,3.4,14.0,1.2419394
3,2025-04-08,14:30:00,POLAND - DIVISION 1,Leczna,Kotwica Kolobrzeg,1.73,4.9,3.7,22.0,1.2420535
4,2025-04-08,15:30:00,POLAND - DIVISION 1,Arka Gdynia,Warta Poznan,1.45,7.4,4.0,29.0,1.24195
5,2025-04-08,15:45:00,ENGLAND - LEAGUE ONE,Bolton,Rotherham,1.85,4.8,3.8,22.0,1.2419515
6,2025-04-08,15:45:00,ENGLAND - LEAGUE ONE,Exeter,Wigan,2.92,2.66,3.15,10.5,1.2419326
7,2025-04-08,15:45:00,ENGLAND - LEAGUE ONE,Mansfield,Leyton Orient,2.5,2.88,3.55,12.5,1.2419332
8,2025-04-08,15:45:00,ENGLAND - LEAGUE ONE,Peterborough,Birmingham,4.8,1.72,4.2,10.5,1.2419331
9,2025-04-08,15:45:00,ENGLAND - LEAGUE ONE,Huddersfield,Wycombe,2.92,2.66,3.25,9.6,1.2419336
10,2025-04-08,15:45:00,ENGLAND - NATIONAL LEAGUE,Sutton,Rochdale,2.74,2.52,3.0,14.0,1.2419196
11,2025-04-08,15:45:00,ENGLAND - NATIONAL LEAGUE,Aldershot,Boston Utd,2.12,3.3,3.55,16.5,1.241765
12,2025-04-08,15:45:00,ENGLAND - NATIONAL LEAGUE,Oldham,Woking,1.75,4.2,3.15,1000.0,1.241765
13,2025-04-08,15:45:00,ENGLAND - LEAGUE TWO,Chesterfield,Gillingham,1.87,4.8,3.75,30.0,1.2419349
14,2025-04-08,16:00:00,EUROPE - CHAMPIONS LEAGUE,Bayern Munich,Inter,1.98,4.3,3.75,15.5,1.2407818
15,2025-04-08,16:00:00,EUROPE - CHAMPIONS LEAGUE,Arsenal,Real Madrid,2.34,3.5,3.4,12.0,1.2408183
