,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SPAIN - PRIMERA RFEF,24/09/2023,07:00,SD Logrones,Rayo Majadahonda,1.65,3.3,5.25
2,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,07:00,Vilar de Perdizes,Vasco da Gama,1.9,3.0,4.0
3,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,07:00,Oriental,Torreense,7.0,4.2,1.36
4,RUSSIA - PREMIER LEAGUE,24/09/2023,08:00,Pari NN,Orenburg,2.64,3.43,2.9
5,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,08:00,SC Lusitania,Os Marialvas,,,
6,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,08:00,CD Rabo Peixe,Oliveira do Douro,,,
7,BELGIUM - CHALLENGER PRO LEAGUE,24/09/2023,08:30,Lommel SK,Francs Borains,1.67,3.6,4.2
8,ANDORRA - PRIMERA DIVISIÓ,24/09/2023,08:30,Esperanca,UE Santa Coloma,6.8,3.6,1.47
9,ITALY - SERIE C,24/09/2023,09:00,Fiorenzuola,Trento,2.8,2.9,2.65
10,ITALY - SERIE C,24/09/2023,09:00,Novara,Giana Erminio,1.72,3.5,4.7
11,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,10:00,Moncarapachense,CU Micaelense,,,
12,NORTH MACEDONIA - 1. MFL,24/09/2023,10:00,Voska Sport,Shkupi,4.15,3.35,1.82
13,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,10:00,Castrense,Vila Mea,,,
14,BELARUS - VYSSHAYA LIGA,24/09/2023,10:00,Naftan,Smorgon,2.33,3.4,2.91
15,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Os Sandinenses,Olivais e Moscavide,,,
16,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Paredes,Florgrade,1.73,3.25,4.33
17,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Pedrogao SP,Leiria,,,
18,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Peniche,CDC Montalegre,2.8,3.3,2.2
19,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Mortagua,Amora,4.33,3.25,1.73
20,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Salgueiros,Santa Maria FC,,,
21,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Sanjoanense,Vitoria Setubal,1.91,3.25,3.5
22,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,SB Castelo Branco,Oliveirense,5.0,4.0,1.5
23,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,FC Barreirense,SC Mirandela,3.0,3.25,2.1
24,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Dumiense,Santarem,3.25,3.25,2.0
25,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,CDR Quarteirense,Os Belenenses,,,
26,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Canelas 2010,Fontinhas,1.67,3.5,4.33
27,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Atletico CP,Alverca,2.25,3.0,3.0
28,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Atletico Arcos,Malveira,,,
29,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Alqueidao,AD Marco 09,,,
30,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,ACDR Lamelas,Tirsense,3.1,3.4,2.0
31,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,1º Dezembro,Pacos Ferreira,5.0,4.0,1.5
32,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Juv. Evora,Sintrense,2.0,3.25,3.25
33,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Serpa,Gouveia,,,
34,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Tomar,Pero Pinheiro,4.2,3.4,1.72
35,ANDORRA - PRIMERA DIVISIÓ,24/09/2023,11:00,Atletic America,Penya,,,
36,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Sertanense,Amarante,2.5,3.2,2.5
37,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,24/09/2023,11:00,Zvijezda 09,Posusje,2.3,3.05,3.05
38,SCOTLAND - PREMIERSHIP,24/09/2023,11:00,Aberdeen,Ross County,2.0,3.5,3.8
39,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,11:00,Vitoria Sernache,SC Vianense,2.75,3.2,2.3
40,ITALY - SERIE C,24/09/2023,11:15,L.R. Vicenza,Pergolettese,1.55,3.65,6.1
41,BULGARIA - PARVA LIGA,24/09/2023,12:00,Pirin Blagoevgrad,Krumovgrad,3.0,3.25,2.4
42,MOLDOVA - SUPER LIGA,24/09/2023,13:00,Zimbru Chisinau,Sheriff Tiraspol,6.0,3.9,1.45
43,BAHRAIN - PREMIER LEAGUE,24/09/2023,13:00,East Riffa,Al-Ahli Manama,2.6,3.1,2.7
44,MALTA - PREMIER LEAGUE,24/09/2023,15:00,Gudja,Marsaxlokk,3.2,3.1,2.2
45,ARGENTINA - PRIMERA NACIONAL,24/09/2023,15:30,Almagro,Alvarado,2.05,3.25,3.8
46,PORTUGAL - TAÇA DE PORTUGAL,24/09/2023,16:00,Felgueiras,AD Limianos,1.5,3.4,6.5
