,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,ALBANIA - SUPERLIGA,03/10/2023,09:00,KF Tirana,Laci,1.88,3.35,3.55,1.93,1.7,1.83,1.93,2.0,1.264911,0.642,1.2,1.2489996,0.686,0.5319149,0.29850745,0.28169015,0.5181347,0.5882353,0.30806172,0.8,2.514,1,0.5051
2,GEORGIA - CRYSTALBET EROVNULI LIGA,03/10/2023,11:00,Torpedo Kutaisi,Saburtalo Tbilisi,2.57,3.1,2.5,1.75,1.85,1.63,2.22,1.6,1.4282857,0.95,1.7,1.3453624,0.896,0.38910505,0.32258064,0.4,0.5714286,0.5405405,0.092341326,-0.1,2.774,1,0.671
3,BELARUS - VYSSHAYA LIGA,03/10/2023,13:00,Energetik-BGU,BATE,7.09,4.4,1.43,1.81,1.97,1.99,1.78,1.0,1.3416408,0.911,2.3,1.1,0.459,0.14104372,0.22727273,0.6993007,0.5524862,0.5076142,0.6895134,-1.3,2.442,1,0.9454
4,SPAIN - LALIGA2,03/10/2023,14:00,Alcorcon,Albacete,2.9,3.2,2.55,2.25,1.62,1.83,1.83,1.6,1.2,0.899,1.0,1.0954452,1.089,0.3448276,0.3125,0.39215687,0.44444445,0.61728394,0.09350719,0.6,2.295,1,0.8156
5,SWEDEN - SUPERETTAN,03/10/2023,14:00,GAIS,Oster,2.0,3.5,3.6,1.7,2.1,1.62,2.2,1.7,1.3453624,0.881,1.8,1.2489996,0.399,0.5,0.2857143,0.2777778,0.5882353,0.47619048,0.29037428,-0.1,2.594,1,0.5701
6,SWEDEN - SUPERETTAN,03/10/2023,14:00,Helsingborg,Orebro,3.0,3.4,2.25,1.73,2.08,1.67,2.1,1.1,1.3,0.834,0.9,1.1357816,0.849,0.33333334,0.29411766,0.44444445,0.5780347,0.48076922,0.17819072,0.2,2.436,1,0.6669
7,SWEDEN - SUPERETTAN,03/10/2023,14:00,Landskrona,Sundsvall,1.91,3.8,3.75,1.57,2.35,1.57,2.25,2.0,1.264911,0.681,0.8,1.1661904,1.227,0.5235602,0.2631579,0.26666668,0.6369427,0.42553192,0.34726974,1.2,2.431,1,0.53
8,ENGLAND - PREMIER LEAGUE,03/10/2023,15:30,Luton,Burnley,2.88,3.1,2.6,2.15,1.67,1.8,1.95,2.3,1.1,0.453,2.1,1.1357816,0.589,0.3472222,0.32258064,0.3846154,0.4651163,0.5988024,0.07256124,0.2,2.236,1,0.5327
9,BOLIVIA - DIVISION PROFESIONAL,03/10/2023,16:00,Universitario de Vinto,Nacional Potosi,2.38,3.3,2.75,1.75,2.05,1.55,2.15,1.1,1.3,0.784,1.1,1.3,1.104,0.42016807,0.3030303,0.36363637,0.5714286,0.4878049,0.13202816,0.0,2.6,1,0.5021
10,SAN MARINO - CAMPIONATO SAMMARINESE,03/10/2023,16:15,Virtus,Libertas,1.91,3.35,3.45,1.78,1.82,1.71,2.08,2.4,0.9165151,0.721,1.3,1.4177446,0.916,0.5235602,0.29850745,0.28985506,0.56179774,0.5494506,0.29189426,1.1,2.334,1,0.5066
11,SAN MARINO - CAMPIONATO SAMMARINESE,03/10/2023,16:15,Fiorentino,Cosmos,6.8,4.35,1.36,1.57,2.1,1.84,1.92,0.8,1.1661904,1.202,2.8,0.6,0.533,0.14705883,0.22988506,0.7352941,0.6369427,0.47619048,0.7012422,-2.0,1.766,1,0.6964
12,PERU - LIGA 1,03/10/2023,17:15,Sport Boys,Cusco,2.2,3.2,3.2,2.05,1.75,1.72,2.0,1.2,1.2489996,0.947,0.4,0.9165151,1.236,0.45454547,0.3125,0.3125,0.4878049,0.5714286,0.18608074,0.8,2.166,1,0.7932
13,BOLIVIA - DIVISION PROFESIONAL,03/10/2023,19:00,Independiente Petrolero,Wilstermann,2.38,3.1,3.0,2.05,1.75,1.75,1.85,1.9,1.3747727,0.764,1.2,0.9797959,1.052,0.42016807,0.32258064,0.33333334,0.4878049,0.5714286,0.12180246,0.7,2.355,1,0.6908
14,MEXICO - LIGA DE EXPANSION MX,03/10/2023,20:05,Correcaminos,Celaya,2.12,3.25,3.35,1.87,1.87,1.65,2.1,1.9,1.1357816,0.827,1.2,1.2489996,0.609,0.4716981,0.30769232,0.29850745,0.53475934,0.53475934,0.22144872,0.7,2.385,1,0.6082
15,MEXICO - LIGA MX,03/10/2023,22:00,Puebla,Monterrey,4.5,3.6,1.7,1.65,2.2,1.62,2.2,1.5,1.5,0.679,1.8,1.2489996,0.643,0.22222222,0.2777778,0.5882353,0.6060606,0.45454547,0.4439775,-0.3,2.749,1,0.9469
16,PERU - LIGA 1,03/10/2023,22:30,Binacional,Alianza Lima,2.5,3.4,2.6,1.85,1.95,1.7,2.05,2.2,1.2489996,0.558,1.5,1.2845232,0.754,0.4,0.29411766,0.3846154,0.5405405,0.51282054,0.1299063,0.7,2.534,1,0.6937
