Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,30/09/2023,02:00,Suwon FC,Seoul,3.6,3.75,1.91
2,ENGLAND - FA CUP,30/09/2023,08:30,Leek,South Shields,5.8,4.6,1.42
3,NORWAY - OBOS-LIGAEN,30/09/2023,10:00,Jerv,Sogndal,3.3,4.2,2.0
4,RUSSIA - PREMIER LEAGUE,30/09/2023,10:30,Rubin Kazan,Krasnodar,3.74,3.61,2.12
5,NORTHERN IRELAND - NIFL CHAMPIONSHIP,30/09/2023,11:00,Knockbreda,Ballyclare,3.4,3.75,1.88
6,ENGLAND - FA CUP,30/09/2023,11:00,Stourbridge,Mickleover,3.45,3.7,1.88
7,ENGLAND - FA CUP,30/09/2023,11:00,Salisbury,Slough,2.52,3.7,2.37
8,ENGLAND - FA CUP,30/09/2023,11:00,Rushall,Boston Utd,2.67,3.55,2.3
9,NORTHERN IRELAND - NIFL PREMIERSHIP,30/09/2023,11:00,Carrick Rangers,Glentoran,5.2,4.3,1.53
10,AZERBAIJAN - PREMIER LEAGUE,30/09/2023,11:00,Sabail,Sabah Baku,5.0,3.75,1.6
11,ENGLAND - FA CUP,30/09/2023,11:00,Billericay,St. Albans,3.55,3.65,1.88
12,ENGLAND - FA CUP,30/09/2023,11:00,Bromsgrove,Chelmsford,3.35,3.7,1.91
13,ENGLAND - FA CUP,30/09/2023,11:00,Gosport,Welling,2.7,3.4,2.35
14,ENGLAND - FA CUP,30/09/2023,11:00,Coalville,Tamworth,3.2,3.65,1.98
15,ENGLAND - FA CUP,30/09/2023,11:00,Lewes,Hampton & Richmond,2.8,3.4,2.27
16,BULGARIA - PARVA LIGA,30/09/2023,11:30,Botev Vratsa,CSKA 1948 Sofia,7.0,3.8,1.53
17,BELARUS - VYSSHAYA LIGA,30/09/2023,12:00,Zhodino,BATE,2.7,3.26,2.53
18,ITALY - SERIE C,30/09/2023,13:30,Trento,Padova,3.7,3.1,2.07
19,BELGIUM - JUPILER PRO LEAGUE,30/09/2023,15:45,KV Mechelen,Antwerp,3.6,4.0,1.85
20,VENEZUELA - LIGA FUTVE,30/09/2023,16:30,Rayo Zuliano,Caracas,3.7,3.25,1.95
