League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
EGYPT - PREMIER LEAGUE,17/06/2024,10:00,El Gouna,National Bank Egypt,3.0,2.75,2.55,2.1,1.57,1.75,1.87,H,H,A,U,U,U,N,N,Y
EGYPT - PREMIER LEAGUE,17/06/2024,13:00,El Ismaily,Enppi,2.6,2.67,3.0,2.32,1.47,1.88,1.72,H,H,A,U,U,U,N,N,Y
EGYPT - PREMIER LEAGUE,17/06/2024,13:00,Zamalek,Al Masry,1.88,3.2,4.05,1.91,1.8,1.7,1.91,H,H,A,U,U,U,N,N,Y
SWEDEN - SUPERETTAN,17/06/2024,14:00,Trelleborg,Brage,2.88,3.5,2.35,1.73,2.08,1.62,2.2,D,A,H,U,U,U,N,Y,Y
URUGUAY - PRIMERA DIVISION,17/06/2024,17:00,Boston River,Cerro Largo,2.4,3.1,2.8,2.25,1.62,1.91,1.8,H,D,H,U,U,O,Y,N,Y
BRAZIL - SERIE A,17/06/2024,20:30,Atletico-MG,Palmeiras,2.7,3.3,2.7,2.35,1.57,2.0,1.75,D,D,A,U,O,U,N,Y,N
BRAZIL - SERIE B,17/06/2024,21:00,Chapecoense-SC,Operario,2.63,2.75,3.1,3.1,1.36,2.38,1.53,A,H,A,U,U,U,N,N,Y
