Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-01-04,03:00:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Sydney FC,4.0,1.83,1.85,4.7,3.2,1.4,1.47,2.88,A,D,H,O,U,U,N,N,Y
2025-01-04,05:35:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,WS Wanderers,1.68,5.1,5.2,4.6,2.76,1.54,1.63,2.5,A,D,H,O,U,U,N,N,Y
2025-01-04,07:30:00,TURKEY - 1. LIG,Sanliurfaspor,Corum,2.98,2.5,2.74,3.15,1.76,2.08,1.83,2.04,H,A,D,O,U,O,Y,N,Y
2025-01-04,07:30:00,TURKEY - SUPER LIG,Adana Demirspor,Basaksehir,6.0,1.61,1.63,4.5,2.32,1.72,1.81,2.16,D,H,H,U,O,U,Y,Y,Y
2025-01-04,08:00:00,PORTUGAL - LIGA PORTUGAL 2,Portimonense,Alverca,3.1,2.44,2.66,3.25,1.78,2.1,1.8,2.02,A,D,H,O,O,O,Y,N,Y
2025-01-04,09:30:00,ENGLAND - PREMIER LEAGUE,Tottenham,Newcastle,3.85,1.91,1.93,4.4,3.75,1.35,1.43,3.3,D,D,D,O,O,O,N,N,Y
2025-01-04,09:30:00,ENGLAND - LEAGUE TWO,Notts Co,Swindon,1.73,4.7,5.1,4.2,2.34,1.63,1.63,2.26,D,D,H,O,O,U,Y,N,Y
2025-01-04,09:30:00,ENGLAND - LEAGUE TWO,Cheltenham,Walsall,3.9,2.02,2.1,3.4,1.79,2.06,1.8,1.91,D,D,H,O,O,U,Y,N,Y
2025-01-04,09:30:00,ENGLAND - LEAGUE ONE,Cambridge Utd,Bristol Rovers,2.04,4.1,4.3,3.55,1.86,2.06,1.86,2.06,D,D,A,O,O,U,Y,N,Y
2025-01-04,09:30:00,ENGLAND - CHAMPIONSHIP,Swansea,West Brom,2.66,3.0,3.05,3.4,1.82,2.14,1.87,2.08,H,A,H,U,U,U,N,Y,Y
2025-01-04,09:30:00,ENGLAND - CHAMPIONSHIP,Blackburn,Burnley,3.8,2.28,2.32,3.25,1.56,2.74,2.24,1.77,H,A,H,U,U,U,N,Y,Y
2025-01-04,09:30:00,ENGLAND - CHAMPIONSHIP,Stoke,Plymouth,1.71,5.2,5.4,4.3,2.32,1.72,1.73,2.24,H,A,H,U,U,U,N,Y,Y
2025-01-04,09:30:00,ENGLAND - LEAGUE ONE,Burton,Northampton,2.26,3.65,3.75,3.45,1.72,2.28,1.95,2.0,D,D,A,O,O,U,Y,N,Y
2025-01-04,10:00:00,FRANCE - LIGUE 2,Guingamp,Dunkerque,2.28,3.4,3.55,3.55,1.87,2.0,1.74,2.1,H,D,H,O,U,U,N,Y,Y
2025-01-04,10:00:00,TURKEY - 1. LIG,Ankaragucu,Keciorengucu,1.75,4.8,5.6,3.65,2.02,1.78,1.76,2.08,H,A,D,O,U,O,Y,N,Y
2025-01-04,10:00:00,FRANCE - LIGUE 2,Metz,Pau FC,1.74,5.6,6.0,3.7,1.8,2.1,1.99,1.82,H,D,H,O,U,U,N,Y,Y
2025-01-04,10:00:00,ENGLAND - LEAGUE TWO,Bradford City,Grimsby,1.93,4.5,4.7,3.65,1.87,2.0,1.8,1.9,D,D,H,O,O,U,Y,N,Y
2025-01-04,10:00:00,ISRAEL - LIGAT HA'AL,Hapoel Haifa,Maccabi Petah Tikva,1.87,4.7,5.6,3.25,1.68,2.2,1.83,1.71,A,D,A,O,U,O,N,Y,N
