Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-05-10,02:00,JAPAN 1,Yokohama FC,Avispa Fukuoka,2.55,3.1,2.9,1.4,2.95,2.25,1.57,A,A,A,O,U,O,N,Y,N
2025-05-10,02:00,JAPAN 2,Omiya Ardija,Vegalta Sendai,2.45,2.7,3.4,1.7,2.07,1.8,1.8,D,D,A,U,U,O,N,N,Y
2025-05-10,03:00,JAPAN 1,FC Tokyo,Vissel Kobe,4.1,1.9,3.4,1.7,2.15,1.95,1.8,A,A,A,O,U,O,N,Y,N
2025-05-10,04:00,JAPAN 1,Kashiwa Reysol,Okayama,1.95,4.1,3.2,1.53,2.52,2.2,1.62,A,A,A,O,U,O,N,Y,N
2025-05-10,04:00,CHINA 2,Dingnan Ganlian,Shanghai Jiading Huilong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,A,D,O,U,O,Y,N,Y
2025-05-10,04:30,SOUTH KOREA 2,Gyeongnam,Bucheon FC 1995,2.88,2.2,3.25,1.83,1.91,1.73,2.0,H,H,A,U,O,O,Y,N,Y
2025-05-10,04:30,SOUTH KOREA 2,Gimpo FC,Hwaseong,1.85,3.4,3.6,1.65,2.15,2.0,1.73,H,H,A,U,O,O,Y,N,Y
2025-05-10,04:30,SOUTH KOREA 1,Pohang,Suwon FC,2.1,3.4,3.4,1.8,1.95,1.8,1.91,A,A,D,U,O,U,N,Y,Y
2025-05-10,05:00,ROMANIA 2,Campulung,Ceahlaul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,D,D,U,U,U,N,N,Y
2025-05-10,05:00,ROMANIA 2,Chindia Targoviste,CSM Slatina,1.75,4.4,3.4,1.6,2.07,1.98,1.65,H,D,D,U,U,U,N,N,Y
2025-05-10,05:00,ROMANIA 2,CSC Dumbravita,U Craiova 1948,1.9,3.8,3.35,1.72,1.88,1.75,1.85,H,D,D,U,U,U,N,N,Y
2025-05-10,05:00,ROMANIA 2,Selimbar,Afumati,1.5,6.0,3.9,1.75,1.85,1.98,1.65,H,D,D,U,U,U,N,N,Y
2025-05-10,05:00,ROMANIA 2,FC Bihor,Unirea Ungheni,1.93,3.8,3.25,1.72,1.9,1.75,1.87,H,D,D,U,U,U,N,N,Y
2025-05-10,05:00,ROMANIA 2,CSM Focsani,Corvinul,3.65,1.93,3.35,1.72,1.9,1.75,1.85,H,D,D,U,U,U,N,N,Y
2025-05-10,06:00,UKRAINE 2,Epitsentr,SC Poltava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-05-10,06:00,UKRAINE 2,MFC Metalurh,Minaj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-05-10,06:30,ROMANIA 2,CSM Resita,Csikszereda M. Ciuc,2.12,3.65,3.0,1.65,2.1,1.8,1.9,H,D,D,U,U,U,N,N,Y
2025-05-10,06:35,AUSTRALIA 1,WS Wanderers,Melbourne Victory,2.3,3.0,3.5,2.35,1.6,1.5,2.5,D,H,H,U,O,O,N,N,N
2025-05-10,07:00,PORTUGAL 2,Pacos Ferreira,Felgueiras,2.15,3.1,3.25,1.75,2.02,1.83,1.83,A,H,A,O,O,U,Y,Y,N
2025-05-10,07:00,PORTUGAL 3,1º Dezembro,Varzim,3.4,2.02,3.35,1.65,1.98,1.8,1.8,H,H,D,O,U,O,N,N,Y
2025-05-10,07:00,UKRAINE 2,Viktoria,Podillya Khmelnytskyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-05-10,07:00,UKRAINE 1,Vorskla Poltava,Ch. Odesa,1.52,6.4,3.65,1.55,2.15,2.25,1.5,D,D,D,U,U,O,Y,N,N
2025-05-10,07:00,SOUTH KOREA 1,Anyang,Daegu,2.2,3.2,3.4,1.82,1.93,1.73,2.0,A,A,D,U,O,U,N,Y,Y
2025-05-10,07:00,SOUTH KOREA 2,Seoul E-Land,Ansan Greeners,1.4,5.5,4.5,2.02,1.75,2.0,1.73,H,H,A,U,O,O,Y,N,Y
2025-05-10,07:00,SOUTH KOREA 2,Asan,Incheon,3.5,1.95,3.2,1.72,2.05,1.83,1.83,H,H,A,U,O,O,Y,N,Y
