Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-05-23,07:00,UKRAINE 2,FSC Mariupol,Nyva Ternopil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-05-23,07:00,UKRAINE 2,Viktoria,Minaj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-05-23,07:00,UKRAINE 2,Kremin,Podillya Khmelnytskyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-05-23,07:00,UKRAINE 2,Dinaz Vyshgorod,Prykarpattya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,A,U,U,O,N,N,Y
2025-05-23,07:30,SOUTH KOREA 1,Anyang,Pohang,2.8,2.6,3.2,1.78,1.98,1.73,2.0,A,D,H,U,U,U,Y,Y,Y
2025-05-23,07:30,SOUTH KOREA 1,Jeju SK,Jeonbuk,3.4,2.1,3.4,1.75,2.02,1.83,1.83,A,D,H,U,U,U,Y,Y,Y
2025-05-23,09:30,UKRAINE 1,Inhulets,Vorskla Poltava,4.7,1.82,3.05,1.36,2.7,2.45,1.42,A,H,D,U,U,U,N,N,N
2025-05-23,09:30,UKRAINE 1,Obolon,Livyi Bereg,2.35,3.95,2.42,1.31,2.9,2.2,1.53,A,H,D,U,U,U,N,N,N
2025-05-23,10:00,TURKEY 2,Bandirmaspor,Boluspor,2.0,3.1,3.4,1.85,1.85,1.73,2.0,A,H,H,O,O,U,N,N,N
2025-05-23,12:00,BOSNIA 2,Kozarska Dubica,Famos Vojkovici,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,H,A,U,O,O,N,N,Y
2025-05-23,12:00,FINLAND 1,KTP,Haka,2.7,2.35,3.9,2.22,1.62,1.53,2.38,A,D,D,U,O,O,Y,N,Y
2025-05-23,12:00,SERBIA 2,Radnik,Borac 1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,H,D,O,O,U,Y,N,Y
