Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2024-12-04,07:30:00,BULGARIA - PARVA LIGA,Beroe,Botev Vratsa,1.63,7.2,8.6,3.45,1.53,2.62,2.46,1.59,D,H,D,U,O,U,N,Y,Y
2024-12-04,09:00:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Sloga Doboj,Zeljeznicar,4.0,1.86,2.24,3.15,1.52,2.28,2.04,1.65,H,H,H,U,O,U,N,Y,Y
2024-12-04,10:00:00,BULGARIA - PARVA LIGA,Arda,Ludogorets,7.2,1.57,1.64,3.85,1.72,2.14,2.16,1.73,D,H,D,U,O,U,N,Y,Y
2024-12-04,10:30:00,UKRAINE - PREMIER LEAGUE,Oleksandriya,Dyn. Kyiv,4.0,2.06,2.16,3.2,1.65,2.26,1.95,1.79,D,H,A,U,U,O,Y,N,Y
2024-12-04,11:00:00,ARMENIA - PREMIER LEAGUE,Noah,Ararat-Armenia,1.91,3.8,4.6,3.5,1.87,1.86,1.73,1.12,H,A,H,U,U,U,N,Y,N
2024-12-04,12:00:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Sloboda Tuzla,Siroki Brijeg,1.04,1.5,2.22,3.4,1.18,1.01,1.87,1.05,H,H,H,U,O,U,N,Y,Y
2024-12-04,12:30:00,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Botev Plovdiv,1.29,12.0,18.0,5.2,1.87,1.97,2.6,1.52,D,H,D,U,O,U,N,Y,Y
2024-12-04,12:30:00,SERBIA - SUPER LIGA,Partizan,Radnicki Nis,1.39,6.4,9.2,5.1,1.96,1.02,1.65,1.12,H,H,D,O,O,O,Y,Y,N
2024-12-04,13:00:00,UKRAINE - PREMIER LEAGUE,Rukh Lviv,Zhytomyr,2.94,2.98,3.25,2.72,1.42,2.94,2.16,1.61,D,H,A,U,U,O,Y,N,Y
2024-12-04,13:30:00,SLOVENIA - PRVA LIGA,Bravo,Radomlje,1.77,5.2,6.2,3.45,1.69,2.18,1.96,1.78,D,D,D,U,U,O,N,N,Y
2024-12-04,14:00:00,SLOVAKIA - NIKE LIGA,Slovan Bratislava,KFC Komarno,1.21,13.0,19.0,7.2,2.84,1.41,1.94,1.83,D,D,D,U,U,U,Y,N,N
2024-12-04,14:30:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Gosk Gabela,Borac Banja Luka,8.8,1.05,1.14,8.2,1.18,1.01,1.05,1.05,H,H,H,U,O,U,N,Y,Y
2024-12-04,14:30:00,SERBIA - SUPER LIGA,Crvena zvezda,TSC,1.17,17.5,26.0,8.2,3.2,1.37,2.02,1.83,H,H,D,O,O,O,Y,Y,N
2024-12-04,15:00:00,HUNGARY - OTP BANK LIGA,Gyori,Puskas Academy,3.1,2.24,2.5,3.5,1.98,1.84,1.67,2.14,H,D,A,O,O,U,N,N,Y
2024-12-04,16:00:00,NETHERLANDS - EREDIVISIE,Ajax,Utrecht,1.49,7.6,8.0,4.8,2.66,1.54,1.72,2.24,A,A,H,O,U,O,Y,N,N
2024-12-04,16:00:00,ITALY - SERIE C,Padova,Atalanta U23,1.65,6.0,7.2,3.45,1.67,2.08,1.98,1.74,D,A,D,O,O,U,N,N,Y
2024-12-04,16:30:00,ENGLAND - PREMIER LEAGUE,Manchester City,Nottingham,1.39,9.4,9.6,5.5,2.46,1.66,1.99,2.0,H,D,H,O,O,U,Y,N,Y
2024-12-04,16:30:00,ENGLAND - PREMIER LEAGUE,Newcastle,Liverpool,4.6,1.83,1.84,4.1,2.52,1.64,1.65,2.5,H,D,H,O,O,U,Y,N,Y
2024-12-04,16:30:00,ENGLAND - PREMIER LEAGUE,Southampton,Chelsea,9.6,1.35,1.36,6.2,3.3,1.41,1.73,2.28,H,D,H,O,O,U,Y,N,Y
2024-12-04,16:30:00,ENGLAND - PREMIER LEAGUE,Everton,Wolves,2.26,3.65,3.7,3.45,1.92,2.06,1.82,2.12,H,D,H,O,O,U,Y,N,Y
2024-12-04,16:30:00,AUSTRIA - 2. LIGA,Salzburg,Hartberg,1.55,6.2,6.8,4.7,2.44,1.62,1.75,2.16,H,H,H,O,U,O,Y,Y,N
2024-12-04,16:45:00,SCOTLAND - PREMIERSHIP,Dundee FC,Motherwell,2.04,3.9,4.0,3.65,2.08,1.78,1.65,2.28,D,D,A,O,O,O,Y,N,Y
2024-12-04,16:45:00,WALES - CYMRU PREMIER,Flint Town United,Aberystwyth,1.68,4.2,5.5,3.6,2.26,1.58,1.6,2.2,H,H,H,O,U,U,Y,Y,Y
2024-12-04,16:45:00,WALES - CYMRU PREMIER,Bala,TNS,6.8,1.38,1.49,4.8,2.12,1.68,1.9,1.83,H,H,H,O,U,U,Y,Y,Y
2024-12-04,16:45:00,SCOTLAND - PREMIERSHIP,Rangers,Kilmarnock,1.29,12.5,14.0,6.4,2.56,1.57,2.06,1.84,D,D,A,O,O,O,Y,N,Y
2024-12-04,16:45:00,ENGLAND - LEAGUE TWO,Fleetwood,Doncaster,3.1,2.4,2.48,3.55,1.94,1.92,1.75,2.12,D,D,D,U,U,U,N,Y,Y
2024-12-04,16:45:00,ENGLAND - LEAGUE ONE,Shrewsbury,Blackpool,3.7,2.1,2.14,3.7,2.04,1.8,1.72,2.2,A,A,H,O,U,O,N,Y,N
2024-12-04,16:45:00,ENGLAND - LEAGUE ONE,Birmingham,Stockport County,1.64,5.9,6.2,4.2,2.02,1.84,1.88,2.06,A,A,H,O,U,O,N,Y,N
2024-12-04,16:45:00,ENGLAND - LEAGUE ONE,Peterborough,Burton,1.46,7.0,7.4,5.3,2.68,1.51,1.69,2.22,A,A,H,O,U,O,N,Y,N
2024-12-04,16:45:00,ENGLAND - LEAGUE TWO,Bromley,Gillingham,2.38,3.2,3.45,3.5,1.81,2.06,1.78,2.02,D,D,D,U,U,U,N,Y,Y
2024-12-04,17:00:00,SCOTLAND - PREMIERSHIP,Aberdeen,Celtic,9.2,1.38,1.39,5.6,2.6,1.54,1.86,2.08,D,D,A,O,O,O,Y,N,Y
2024-12-04,17:00:00,SPAIN - LALIGA,Ath Bilbao,Real Madrid,3.4,2.3,2.32,3.6,2.06,1.92,1.74,2.28,D,D,H,O,O,U,N,N,N
2024-12-04,17:15:00,ENGLAND - PREMIER LEAGUE,Aston Villa,Brentford,1.9,4.4,4.5,4.0,2.54,1.62,1.6,2.58,H,D,H,O,O,U,Y,N,Y
2024-12-04,17:15:00,ENGLAND - PREMIER LEAGUE,Arsenal,Manchester Utd,1.46,7.8,8.0,5.2,2.48,1.64,1.87,2.12,H,D,H,O,O,U,Y,N,Y
2024-12-04,19:00:00,ARGENTINA - LIGA PROFESIONAL,Racing Club,Estudiantes L.P.,1.84,5.3,5.4,3.55,1.64,2.36,2.18,1.75,D,D,D,U,U,O,N,Y,N
2024-12-04,19:00:00,BOLIVIA - DIVISION PROFESIONAL,Independiente Petr,Tomayapo,1.78,4.5,5.5,3.65,1.93,1.89,1.81,2.08,A,A,A,O,U,O,Y,N,Y
2024-12-04,19:00:00,BRAZIL - SERIE A,Vasco,Atletico-MG,2.9,2.72,2.8,3.3,1.71,2.2,1.85,1.96,D,H,D,U,O,U,Y,Y,N
2024-12-04,20:00:00,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Santa Cruz,1.08,30.0,150.0,12.5,3.85,1.26,2.36,1.57,A,A,A,O,U,O,Y,N,Y
2024-12-04,20:00:00,BRAZIL - SERIE A,Vitoria,Gremio,2.3,3.5,3.85,3.15,1.66,2.28,1.96,1.92,D,H,D,U,O,U,Y,Y,N
2024-12-04,20:00:00,BRAZIL - SERIE A,Criciuma,Flamengo RJ,3.35,2.24,2.26,3.75,1.96,1.92,1.78,2.06,D,H,D,U,O,U,Y,Y,N
2024-12-04,20:00:00,BRAZIL - SERIE A,Sao Paulo,Juventude,1.92,4.7,4.9,3.65,1.73,2.22,1.98,1.84,D,H,D,U,O,U,Y,Y,N
2024-12-04,20:30:00,COLOMBIA - PRIMERA A,Once Caldas,America De Cali,2.44,3.15,3.8,2.94,1.51,2.48,1.99,1.68,D,A,H,O,O,U,Y,N,N
2024-12-04,21:00:00,ARGENTINA - LIGA PROFESIONAL,River Plate,San Lorenzo,1.48,9.4,11.5,4.2,1.7,2.32,2.62,1.56,D,D,D,U,U,O,N,Y,N
2024-12-04,21:30:00,BRAZIL - SERIE A,Atletico GO,Fortaleza,3.1,2.48,2.58,3.35,1.79,2.1,1.83,2.04,D,H,D,U,O,U,Y,Y,N
2024-12-04,21:30:00,BRAZIL - SERIE A,Internacional,Botafogo FR,2.84,2.66,2.84,3.35,1.77,2.12,1.85,2.04,D,H,D,U,O,U,Y,Y,N
2024-12-04,21:30:00,BRAZIL - SERIE A,Cruzeiro,Palmeiras,3.9,2.08,2.16,3.5,1.83,2.06,1.86,1.97,D,H,D,U,O,U,Y,Y,N
2024-12-04,21:30:00,BOLIVIA - DIVISION PROFESIONAL,Royal Pari,Oriente Petrolero,2.6,2.34,2.88,1.03,1.35,1.88,1.76,1.12,A,A,A,O,U,O,Y,N,Y
2024-12-04,22:30:00,COLOMBIA - PRIMERA A,Junior,Deportes Tolima,2.4,3.3,3.7,2.98,1.55,2.44,1.99,1.75,D,A,H,O,O,U,Y,N,N
