League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
JAPAN - J2 LEAGUE,30/06/2024,01:00,Blaublitz,Montedio Yamagata,2.75,2.8,2.8,2.6,1.48,2.1,1.67,D,D,A,U,U,O,Y,N,N
JAPAN - J2 LEAGUE,30/06/2024,06:00,Shimizu S-Pulse,Okayama,1.9,3.5,3.8,1.98,1.88,1.8,1.91,D,D,A,U,U,O,Y,N,N
JAPAN - J1 LEAGUE,30/06/2024,06:00,Cerezo Osaka,Nagoya Grampus,2.3,3.0,3.5,2.35,1.57,1.91,1.91,A,H,A,U,U,O,Y,N,Y
JAPAN - J1 LEAGUE,30/06/2024,06:00,Gamba Osaka,Machida,3.1,3.0,2.45,2.25,1.62,1.91,1.91,A,H,A,U,U,O,Y,N,Y
SOUTH KOREA - K LEAGUE 1,30/06/2024,06:00,Pohang,Ulsan HD,2.3,3.25,3.1,1.85,2.0,1.62,2.2,H,H,A,U,O,O,N,N,N
JAPAN - J1 LEAGUE,30/06/2024,06:30,FC Tokyo,Avispa Fukuoka,2.7,3.0,2.88,2.5,1.5,2.05,1.7,A,H,A,U,U,O,Y,N,Y
JAPAN - J1 LEAGUE,30/06/2024,06:30,Urawa Reds,Iwata,1.8,3.6,4.5,1.98,1.88,1.8,1.95,A,H,A,U,U,O,Y,N,Y
SOUTH KOREA - K LEAGUE 2,30/06/2024,07:00,Suwon Bluewings,Ansan Greeners,1.38,5.0,7.5,1.73,2.08,2.1,1.67,D,A,A,O,U,U,N,N,Y
SOUTH KOREA - K LEAGUE 2,30/06/2024,07:00,Bucheon FC 1995,Anyang,3.2,3.25,2.25,2.15,1.67,1.83,1.83,D,A,A,O,U,U,N,N,Y
SOUTH KOREA - K LEAGUE 1,30/06/2024,07:00,Gwangju FC,Jeju Utd,1.9,3.4,4.0,2.0,1.85,1.8,1.91,H,H,A,U,O,O,N,N,N
SOUTH KOREA - K LEAGUE 1,30/06/2024,07:00,Incheon,Gangwon,2.4,3.3,2.8,2.05,1.75,1.8,1.91,H,H,A,U,O,O,N,N,N
JAPAN - J1 LEAGUE,30/06/2024,07:00,Shonan Bellmare,Kyoto,1.95,3.4,3.7,1.9,1.95,1.75,2.0,A,H,A,U,U,O,Y,N,Y
CHINA - SUPER LEAGUE,30/06/2024,07:00,Qingdao West Coast,Shanghai Shenhua,9.0,7.0,1.22,1.44,2.7,1.95,1.8,D,A,D,O,O,O,Y,N,Y
JAPAN - J1 LEAGUE,30/06/2024,07:00,Vissel Kobe,Kashima Antlers,1.95,3.3,4.0,2.15,1.67,1.95,1.8,A,H,A,U,U,O,Y,N,Y
JAPAN - J2 LEAGUE,30/06/2024,07:00,Chiba,Kagoshima Utd,1.67,3.8,4.5,1.67,2.15,1.67,2.1,D,D,A,U,U,O,Y,N,N
JAPAN - J1 LEAGUE,30/06/2024,07:00,Sagan Tosu,Kashiwa Reysol,4.2,3.9,1.75,1.7,2.1,1.67,2.1,A,H,A,U,U,O,Y,N,Y
SWEDEN - SUPERETTAN,30/06/2024,08:00,Landskrona,Ostersund,1.8,3.25,4.1,1.83,2.03,1.7,2.05,H,D,H,O,O,O,N,N,N
