Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-02-03,13:00:00,GREECE - SUPER LEAGUE,Asteras Tripolis,Lamia,1.63,7.2,7.8,3.75,1.57,2.5,2.42,1.61,D,D,H,U,O,O,N,Y,Y
2025-02-03,13:00:00,SERBIA - SUPER LIGA,Radnicki 1923,OFK Beograd,1.87,4.0,4.9,3.35,1.94,1.8,1.76,2.1,H,D,A,O,U,O,N,N,Y
2025-02-03,14:00:00,TURKEY - SUPER LIG,Gaziantep,Galatasaray,8.0,1.46,1.48,5.1,3.1,1.43,1.62,2.42,A,H,H,O,U,U,N,N,Y
2025-02-03,15:00:00,POLAND - EKSTRAKLASA,Slask Wroclaw,Piast Gliwice,2.84,3.0,3.15,2.96,1.56,2.5,2.02,1.84,H,D,H,U,O,O,N,Y,N
2025-02-03,15:00:00,ROMANIA - LIGA 1,Farul Constanta,Petrolul,2.48,3.65,3.75,3.0,1.57,2.44,1.98,1.78,H,H,D,U,O,U,Y,Y,Y
2025-02-03,15:30:00,ISRAEL - LIGAT HA'AL,Maccabi Tel Aviv,Beitar Jerusalem,1.73,4.5,5.1,4.1,2.34,1.63,1.65,2.3,D,H,A,U,O,U,N,Y,Y
2025-02-03,15:45:00,PORTUGAL - LIGA PORTUGAL,Moreirense,Braga,4.7,1.89,1.94,3.6,1.77,2.16,1.96,1.96,A,A,H,O,U,U,Y,Y,Y
2025-02-03,16:00:00,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Den Haag,2.22,3.1,3.35,3.8,2.5,1.58,1.53,2.64,A,A,H,O,U,U,N,Y,Y
2025-02-03,16:00:00,NETHERLANDS - EERSTE DIVISIE,Jong AZ,Venlo,2.14,3.35,3.55,3.95,2.46,1.63,1.59,2.66,A,A,H,O,U,U,N,Y,Y
2025-02-03,16:00:00,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,Jong Ajax,3.1,2.12,2.26,4.0,2.58,1.54,1.56,2.58,A,A,H,O,U,U,N,Y,Y
2025-02-03,16:30:00,ITALY - SERIE C,Benevento,Monopoli,1.8,5.4,6.0,3.6,1.57,2.36,2.12,1.67,H,D,A,O,O,O,Y,Y,N
2025-02-03,16:30:00,SPAIN - LALIGA2,Levante,Ferrol,1.46,8.6,9.2,4.6,1.94,1.98,2.14,1.73,H,A,A,O,U,O,Y,N,N
2025-02-03,16:45:00,ITALY - SERIE C,Pro Patria,Novara,3.05,2.74,3.15,2.64,1.41,2.9,2.14,1.64,H,D,A,O,O,O,Y,Y,N
2025-02-03,16:45:00,ITALY - SERIE A,Cagliari,Lazio,4.1,2.04,2.06,3.65,2.02,1.96,1.79,2.2,D,D,D,U,O,O,Y,N,Y
2025-02-03,17:00:00,ARGENTINA - LIGA PROFESIONAL,Defensa y Justicia,Central Cordoba,2.12,4.2,4.6,3.15,1.58,2.54,2.12,1.79,D,D,D,U,U,O,N,Y,N
2025-02-03,17:00:00,ENGLAND - CHAMPIONSHIP,Middlesbrough,Sunderland,2.5,3.15,3.2,3.5,1.96,2.02,1.79,2.18,D,D,A,U,O,U,N,N,Y
2025-02-03,17:00:00,ENGLAND - PREMIER LEAGUE,Chelsea,West Ham,1.37,9.2,9.4,6.0,3.25,1.43,1.69,2.36,A,D,A,O,U,U,N,Y,Y
2025-02-03,17:00:00,SPAIN - LALIGA,Girona,Las Palmas,1.59,6.4,6.6,4.5,2.22,1.78,1.91,2.04,D,H,D,U,U,U,Y,Y,Y
2025-02-03,17:45:00,PORTUGAL - LIGA PORTUGAL,Rio Ave,FC Porto,8.0,1.46,1.47,5.0,2.12,1.76,2.0,1.9,A,A,H,O,U,U,Y,Y,Y
2025-02-03,19:15:00,ARGENTINA - LIGA PROFESIONAL,Tigre,Union de Santa Fe,2.36,3.9,4.1,3.0,1.43,3.0,2.32,1.62,D,D,D,U,U,O,N,Y,N
2025-02-03,19:15:00,ARGENTINA - LIGA PROFESIONAL,Estudiantes L.P.,Racing Club,2.68,3.15,3.2,3.1,1.65,2.48,1.89,1.94,D,D,D,U,U,O,N,Y,N
2025-02-03,19:30:00,URUGUAY - PRIMERA DIVISION,CA Cerro,River Plate,2.66,3.05,3.4,3.0,1.51,2.66,2.08,1.72,H,H,H,O,O,O,Y,Y,Y
2025-02-03,20:00:00,VENEZUELA - LIGA FUTVE,Caracas,Metropolitanos,2.08,3.25,4.6,2.9,1.51,2.28,1.82,1.79,A,H,A,O,O,O,N,Y,N
2025-02-03,20:30:00,COLOMBIA - PRIMERA A,Pereira,Alianza FC Valledupar,1.95,4.9,5.6,3.0,1.51,2.6,2.14,1.65,A,D,H,O,O,U,Y,Y,N
2025-02-03,21:30:00,ARGENTINA - LIGA PROFESIONAL,Belgrano,Ind. Rivadavia,1.99,4.8,5.3,3.25,1.52,2.8,2.28,1.69,D,D,D,U,U,O,N,Y,N
2025-02-03,21:30:00,ARGENTINA - LIGA PROFESIONAL,Argentinos Jrs,Platense,2.1,4.8,5.4,2.92,1.35,3.4,2.5,1.51,D,D,D,U,U,O,N,Y,N
2025-02-03,22:30:00,COLOMBIA - PRIMERA A,Llaneros FC,Union Magdalena,1.1,1.1,870.0,1.24,1.26,1.72,1.02,1.02,A,D,H,O,O,U,Y,Y,N
