League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
MEXICO - LIGA MX,27/04/2024,00:10,Queretaro,U.N.A.M.- Pumas,3.4,3.3,2.15,1.85,2.0,1.67,2.1,A,D,D,O,O,U,Y,Y,N
JAPAN - J1 LEAGUE,27/04/2024,01:00,Hokkaido Consadole Sapporo,Shonan Bellmare,2.25,3.5,3.1,1.7,2.1,1.62,2.2,A,H,D,U,O,O,Y,Y,N
SOUTH KOREA - K LEAGUE 2,27/04/2024,02:00,Seoul E-Land,Asan,2.2,3.2,3.1,2.15,1.67,1.83,1.83,A,H,D,O,U,O,N,N,Y
JAPAN - J1 LEAGUE,27/04/2024,02:00,Albirex Niigata,FC Tokyo,2.3,3.3,3.25,2.15,1.67,1.91,1.91,A,H,D,U,O,O,Y,Y,N
JAPAN - J1 LEAGUE,27/04/2024,02:00,Iwata,Machida,2.7,3.25,2.75,2.2,1.65,1.95,1.8,A,H,D,U,O,O,Y,Y,N
JAPAN - J1 LEAGUE,27/04/2024,02:00,Vissel Kobe,Kyoto,1.44,4.75,7.0,1.75,2.05,1.95,1.8,A,H,D,U,O,O,Y,Y,N
SOUTH KOREA - K LEAGUE 1,27/04/2024,02:00,Daejeon,Seoul,3.2,3.2,2.3,2.15,1.67,1.83,1.83,D,D,D,O,O,U,Y,Y,N
JAPAN - J2 LEAGUE,27/04/2024,02:00,Kusatsu,V-Varen Nagasaki,4.75,3.5,1.8,2.08,1.73,1.91,1.8,A,A,D,O,O,U,Y,Y,Y
JAPAN - J2 LEAGUE,27/04/2024,02:00,Vegalta Sendai,Chiba,3.8,3.4,1.95,2.1,1.7,1.83,1.83,A,A,D,O,O,U,Y,Y,Y
JAPAN - J2 LEAGUE,27/04/2024,02:00,Mito,Fujieda MYFC,1.75,3.6,5.0,2.03,1.83,1.83,1.83,A,A,D,O,O,U,Y,Y,Y
JAPAN - J2 LEAGUE,27/04/2024,02:55,Ehime,Kofu,3.1,3.3,2.38,1.83,2.03,1.62,2.2,A,A,D,O,O,U,Y,Y,Y
JAPAN - J1 LEAGUE,27/04/2024,03:00,Cerezo Osaka,Yokohama F. Marinos,1.91,3.75,4.0,1.65,2.2,1.57,2.25,A,H,D,U,O,O,Y,Y,N
AUSTRALIA - A-LEAGUE,27/04/2024,04:15,Wellington Phoenix,Macarthur FC,1.55,4.5,5.25,1.36,3.2,1.44,2.63,A,A,D,O,O,O,Y,Y,Y
AUSTRALIA - A-LEAGUE,27/04/2024,04:15,Newcastle Jets,Central Coast Mariners,4.2,4.0,1.8,1.62,2.3,1.57,2.25,A,A,D,O,O,O,Y,Y,Y
SOUTH KOREA - K LEAGUE 2,27/04/2024,04:30,Cheonan City,Gimpo FC,2.5,3.1,2.7,2.3,1.6,1.91,1.8,A,H,D,O,U,O,N,N,Y
SOUTH KOREA - K LEAGUE 2,27/04/2024,04:30,Busan,Ansan Greeners,1.57,3.8,5.25,1.85,1.95,1.91,1.8,A,H,D,O,U,O,N,N,Y
SOUTH KOREA - K LEAGUE 1,27/04/2024,04:30,Gwangju FC,Suwon FC,1.85,3.3,4.5,1.88,1.98,1.73,2.0,D,D,D,O,O,U,Y,Y,N
SOUTH KOREA - K LEAGUE 1,27/04/2024,04:30,Gimcheon Sangmu,Gangwon,2.63,2.88,3.0,2.2,1.65,1.83,1.83,D,D,D,O,O,U,Y,Y,N
ROMANIA - LIGA 2,27/04/2024,05:00,CSM Resita,Ceahlaul,2.6,3.15,2.6,1.85,1.85,1.62,2.05,A,H,A,O,O,U,Y,Y,Y
ROMANIA - LIGA 2,27/04/2024,05:00,Viitorul Tg. Jiu,Tunari,2.35,3.1,2.95,1.85,1.85,1.6,2.05,A,H,A,O,O,U,Y,Y,Y
ROMANIA - LIGA 2,27/04/2024,05:00,Unirea Dej,FC Arges,3.0,2.87,2.45,2.27,1.5,1.91,1.7,A,H,A,O,O,U,Y,Y,Y
ROMANIA - LIGA 2,27/04/2024,05:00,Steaua Bucuresti,CSM Slatina,1.72,3.5,4.4,1.85,1.85,1.75,1.85,A,H,A,O,O,U,Y,Y,Y
ROMANIA - LIGA 2,27/04/2024,05:00,CSC Dumbravita,Metaloglobus Bucharest,2.32,3.1,2.95,2.15,1.55,1.88,1.72,A,H,A,O,O,U,Y,Y,Y
ROMANIA - LIGA 2,27/04/2024,05:30,Csikszereda M. Ciuc,Unirea Slobozia,1.75,3.4,4.7,2.25,1.6,2.1,1.65,A,H,A,O,O,U,Y,Y,Y
AUSTRALIA - A-LEAGUE,27/04/2024,06:45,Melbourne Victory,WS Wanderers,1.8,4.0,3.8,1.44,2.75,1.44,2.63,A,A,D,O,O,O,Y,Y,Y
UKRAINE - PREMIER LEAGUE,27/04/2024,07:00,Dnipro-1,Dyn. Kyiv,4.65,3.5,1.7,2.02,1.62,1.98,1.65,D,D,H,U,O,U,N,N,Y
UKRAINE - PREMIER LEAGUE,27/04/2024,07:00,Minaj,Ch. Odessa,3.35,3.4,2.02,1.72,1.9,1.6,2.05,D,D,H,U,O,U,N,N,Y
PORTUGAL - LIGA PORTUGAL 2,27/04/2024,07:00,Mafra,Oliveirense,2.4,3.0,2.7,1.88,1.98,1.67,2.1,A,A,D,U,U,U,Y,N,Y
GERMANY - 2. BUNDESLIGA,27/04/2024,08:00,Holstein Kiel,Kaiserslautern,1.8,4.0,4.0,1.57,2.35,1.53,2.38,H,D,A,O,U,O,N,Y,N
GERMANY - 2. BUNDESLIGA,27/04/2024,08:00,Paderborn,Elversberg,1.83,4.33,3.6,1.36,3.1,1.4,2.75,H,D,A,O,U,O,N,Y,N
GERMANY - 2. BUNDESLIGA,27/04/2024,08:00,Braunschweig,Hamburger SV,2.9,3.75,2.25,1.53,2.4,1.5,2.5,H,D,A,O,U,O,N,Y,N
