Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_A_Lay,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
2025-02-04,11:00:00,ROMANIA - LIGA 1,Gloria Buzau,FC Botosani,2.68,3.0,3.25,3.1,1.62,2.42,1.91,1.86,H,D,H,O,U,O,Y,Y,Y
2025-02-04,13:00:00,ROMANIA - LIGA 1,FC Rapid Bucuresti,Unirea Dej,1.47,9.2,10.5,4.4,1.8,2.08,2.28,1.67,H,D,H,O,U,O,Y,Y,Y
2025-02-04,15:30:00,ROMANIA - LIGA 1,Din. Bucuresti,Otelul,1.68,6.8,7.4,3.65,1.56,2.54,2.42,1.61,H,D,H,O,U,O,Y,Y,Y
2025-02-04,15:30:00,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Lausanne Ouchy,4.0,1.97,2.1,3.35,1.72,2.12,1.92,1.83,D,D,H,O,O,U,Y,N,N
2025-02-04,16:30:00,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Lausanne,3.1,2.42,2.44,3.6,2.02,1.9,1.69,2.14,H,D,D,O,U,U,Y,N,Y
2025-02-04,16:30:00,SWITZERLAND - SUPER LEAGUE,Sion,Servette,3.1,2.34,2.48,3.6,1.96,1.87,1.63,2.32,H,D,D,O,U,U,Y,N,Y
2025-02-04,16:45:00,ENGLAND - CHAMPIONSHIP,Burnley,Oxford Utd,1.48,9.8,10.5,4.3,1.68,2.42,2.62,1.57,D,D,A,U,O,U,N,N,Y
2025-02-04,16:45:00,ENGLAND - CHAMPIONSHIP,QPR,Blackburn,2.76,3.05,3.1,3.2,1.64,2.46,2.02,1.91,D,D,A,U,O,U,N,N,Y
2025-02-04,16:45:00,SCOTLAND - LEAGUE TWO,Elgin City,Bonnyrigg Rose,1.91,4.0,4.7,3.45,1.84,1.95,1.81,2.0,D,A,H,O,O,U,N,N,Y
2025-02-04,16:45:00,SCOTLAND - LEAGUE TWO,Stranraer,Forfar Athletic,2.82,2.62,2.9,3.05,1.66,2.24,1.89,1.92,D,A,H,O,O,U,N,N,Y
2025-02-04,16:45:00,SCOTLAND - LEAGUE TWO,Stirling,Spartans,2.68,2.48,2.8,3.2,1.65,2.04,1.81,1.85,D,A,H,O,O,U,N,N,Y
2025-02-04,16:45:00,ENGLAND - NATIONAL LEAGUE,Dag & Red,Forest Green,3.5,2.1,2.3,3.35,1.91,1.93,1.76,2.1,D,D,H,O,U,O,Y,N,N
2025-02-04,16:45:00,ENGLAND - LEAGUE TWO,Salford,Bromley,2.32,3.15,3.6,3.45,1.73,2.02,1.84,2.06,H,A,A,O,U,O,N,N,N
2025-02-04,16:45:00,ENGLAND - NATIONAL LEAGUE,FC Halifax,AFC Fylde,1.47,6.2,8.0,4.3,2.16,1.67,1.79,1.95,D,D,H,O,U,O,Y,N,N
2025-02-04,16:45:00,ENGLAND - NATIONAL LEAGUE,Rochdale,Oldham,2.14,3.4,3.9,3.35,1.85,1.96,1.74,2.0,D,D,H,O,U,O,Y,N,N
2025-02-04,16:45:00,ENGLAND - NATIONAL LEAGUE,Wealdstone,Tamworth FC,2.04,3.85,4.1,3.5,1.96,1.83,1.7,2.1,D,D,H,O,U,O,Y,N,N
2025-02-04,16:45:00,ENGLAND - LEAGUE TWO,Newport,Morecambe,2.6,2.86,2.94,3.55,1.94,1.94,1.74,2.18,H,A,A,O,U,O,N,N,N
2025-02-04,19:00:00,ARGENTINA - LIGA PROFESIONAL,Godoy Cruz,Talleres Cordoba,3.95,2.24,2.3,3.15,1.58,2.52,2.08,1.83,D,D,D,U,U,O,N,Y,N
2025-02-04,21:00:00,ARGENTINA - LIGA PROFESIONAL,Atl. Tucuman,Dep. Riestra,1.78,6.0,6.6,3.35,1.55,2.42,2.26,1.63,D,D,D,U,U,O,N,Y,N
