League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
ROMANIA - LIGA 1,25/04/2024,10:45,UTA Arad,Otelul,2.55,3.1,2.88,2.4,1.53,2.1,1.67,H,D,H,U,O,O,Y,N,N
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,25/04/2024,12:00,Al Feiha,Al Taee,2.3,3.4,2.8,1.75,2.05,1.62,2.2,A,A,H,O,U,O,Y,N,Y
ROMANIA - LIGA 1,25/04/2024,13:00,FC Hermannstadt,Petrolul,2.2,3.1,3.6,2.7,1.44,2.2,1.62,H,D,H,U,O,O,Y,N,N
ROMANIA - LIGA 2,25/04/2024,13:00,Gloria Buzau,Hunedoara,2.07,3.1,3.65,2.27,1.6,1.98,1.75,D,A,D,O,U,U,Y,N,N
DENMARK - 1ST DIVISION,25/04/2024,13:00,Fredericia,Aalborg,3.5,3.8,1.95,1.53,2.4,1.5,2.5,D,A,A,O,O,U,N,Y,N
POLAND - DIVISION 1,25/04/2024,13:00,Motor Lublin,Chrobry Glogow,1.75,3.6,4.33,1.93,1.93,1.8,1.91,H,H,H,U,U,U,N,Y,Y
POLAND - DIVISION 1,25/04/2024,13:00,Termalica B-B.,Odra Opole,1.91,3.5,3.8,1.9,1.95,1.73,2.0,H,H,H,U,U,U,N,Y,Y
NETHERLANDS - EREDIVISIE,25/04/2024,13:45,Heerenveen,PSV,8.0,5.25,1.36,1.4,2.88,1.67,2.1,D,H,A,O,O,O,Y,Y,N
PORTUGAL - LIGA PORTUGAL 2,25/04/2024,14:00,Leiria,Penafiel,2.1,3.2,3.4,2.08,1.73,1.83,1.83,A,D,A,U,U,U,Y,Y,N
SWEDEN - ALLSVENSKAN,25/04/2024,14:00,Vasteras SK,Mjallby,2.1,3.4,3.5,2.1,1.7,1.95,1.8,D,H,A,O,U,O,N,Y,Y
SWEDEN - ALLSVENSKAN,25/04/2024,14:00,Norrkoping,Elfsborg,3.2,3.6,2.15,1.7,2.1,1.62,2.2,D,H,A,O,U,O,N,Y,Y
SWEDEN - ALLSVENSKAN,25/04/2024,14:00,Halmstad,Hammarby,4.0,3.5,1.91,1.9,1.95,1.75,2.0,D,H,A,O,U,O,N,Y,Y
SWEDEN - ALLSVENSKAN,25/04/2024,14:00,Kalmar,GAIS,2.25,3.25,3.3,2.08,1.73,1.8,1.95,D,H,A,O,U,O,N,Y,Y
SWEDEN - ALLSVENSKAN,25/04/2024,14:00,Djurgarden,Malmo FF,3.2,3.5,2.2,1.88,1.98,1.7,2.05,D,H,A,O,U,O,N,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,25/04/2024,15:00,Al Wehda,Al Hazem,2.0,3.75,3.2,1.57,2.35,1.53,2.38,A,A,H,O,U,O,Y,N,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,25/04/2024,15:00,Al Riyadh,Al Ahli SC,6.5,5.5,1.33,1.5,2.5,1.83,1.83,A,A,H,O,U,O,Y,N,Y
ITALY - SERIE A,25/04/2024,15:00,Udinese,AS Roma,3.25,3.2,2.3,2.3,1.62,1.95,1.8,A,D,H,U,U,U,N,N,N
POLAND - DIVISION 1,25/04/2024,15:30,GKS Katowice,Leczna,1.83,3.5,4.33,2.03,1.83,1.83,1.83,H,H,H,U,U,U,N,Y,Y
BELGIUM - JUPILER PRO LEAGUE,25/04/2024,15:30,Antwerp,Royale Union SG,3.1,3.6,2.15,1.83,2.03,1.67,2.1,H,H,D,O,O,U,N,N,Y
ROMANIA - LIGA 1,25/04/2024,15:45,Univ. Craiova,CFR Cluj,2.55,3.4,2.7,1.65,2.2,1.53,2.38,H,D,H,U,O,O,Y,N,N
ENGLAND - PREMIER LEAGUE,25/04/2024,16:00,Brighton,Manchester City,7.0,5.5,1.36,1.44,2.75,1.62,2.2,H,H,H,U,U,O,Y,Y,N
NETHERLANDS - EREDIVISIE,25/04/2024,16:00,G.A. Eagles,Feyenoord,5.5,4.33,1.57,1.5,2.5,1.57,2.25,D,H,A,O,O,O,Y,Y,N
