League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,N1_MO,N2_MO,N3_MO,N1_OU,N2_OU,N3_OU,N1_BTTS,N2_BTTS,N3_BTTS
AUSTRALIA - A-LEAGUE,19/04/2024,06:45,Newcastle Jets,Wellington Phoenix,3.0,3.5,2.2,1.57,2.38,1.5,2.5,D,D,D,O,O,U,N,Y,Y
CHINA - SUPER LEAGUE,19/04/2024,09:00,Zhejiang Professional,Tianjin Jinmen Tiger,2.6,3.4,2.63,1.7,2.1,1.57,2.25,D,A,D,U,U,U,N,N,Y
EGYPT - PREMIER LEAGUE,19/04/2024,11:00,Baladiyat El Mahalla,Arab Contractors,3.0,2.92,2.4,2.18,1.53,1.87,1.75,A,A,D,O,U,U,N,Y,Y
ROMANIA - LIGA 1,19/04/2024,11:30,FC Hermannstadt,FC Botosani,1.91,3.0,4.2,2.5,1.5,2.2,1.62,A,D,A,U,O,O,Y,N,N
BULGARIA - PARVA LIGA,19/04/2024,11:30,Botev Vratsa,Etar,1.67,3.4,5.75,2.05,1.75,1.91,1.8,H,H,A,O,O,U,Y,Y,N
FINLAND - VEIKKAUSLIIGA,19/04/2024,12:00,Inter Turku,KuPS,2.75,3.5,2.45,1.8,2.0,1.62,2.2,A,H,A,O,O,O,Y,Y,Y
FINLAND - VEIKKAUSLIIGA,19/04/2024,12:00,SJK,Ilves,2.5,3.6,2.63,1.8,2.0,1.67,2.1,A,H,A,O,O,O,Y,Y,Y
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,19/04/2024,12:00,Al Nassr,Al Feiha,1.5,5.0,4.75,1.4,2.75,1.53,2.38,D,H,H,U,O,O,N,N,N
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,19/04/2024,12:00,Al Riyadh,Al Taee,2.55,3.3,2.63,1.85,1.95,1.67,2.1,D,H,H,U,O,O,N,N,N
SLOVAKIA - NIKE LIGA,19/04/2024,12:30,Trencin,Kosice,1.44,4.55,6.4,1.7,2.12,1.88,1.83,H,A,H,U,U,O,N,N,N
CYPRUS - CYTA CHAMPIONSHIP,19/04/2024,13:00,Doxa,Nea Salamis,2.62,3.5,2.37,1.62,2.05,1.53,2.2,A,H,A,U,U,U,N,N,Y
POLAND - EKSTRAKLASA,19/04/2024,13:00,Korona Kielce,Radomiak Radom,2.38,3.2,3.1,2.25,1.62,1.95,1.8,H,A,D,O,O,O,Y,N,Y
POLAND - DIVISION 1,19/04/2024,13:00,Polonia Warszawa,Zaglebie Sosnowiec,1.83,3.6,3.8,1.9,1.95,1.8,1.91,D,D,H,O,U,O,Y,N,Y
POLAND - DIVISION 1,19/04/2024,13:00,S. Rzeszow,Podbeskidzie,2.1,3.4,3.1,1.73,2.08,1.62,2.2,D,D,H,O,U,O,Y,N,Y
CYPRUS - CYTA CHAMPIONSHIP,19/04/2024,13:00,Othellos Athienou,Achnas,3.2,3.65,1.98,1.57,2.1,1.53,2.2,A,H,A,U,U,U,N,N,Y
AUSTRIA - 2. LIGA,19/04/2024,13:10,Admira,Kapfenberg,1.62,3.75,5.1,1.87,1.88,1.87,1.83,D,A,H,O,O,U,N,Y,N
AUSTRIA - 2. LIGA,19/04/2024,13:10,First Vienna,Lafnitz,1.7,3.95,4.25,1.65,2.15,1.65,2.12,D,A,H,O,O,U,N,Y,N
AUSTRIA - 2. LIGA,19/04/2024,13:10,Horn,Ried,5.6,4.1,1.52,1.62,2.2,1.7,2.02,D,A,H,O,O,U,N,Y,N
AUSTRIA - 2. LIGA,19/04/2024,13:10,Amstetten,Sturm Graz (Am),1.75,3.8,4.15,1.57,2.25,1.55,2.3,D,A,H,O,O,U,N,Y,N
AUSTRIA - 2. LIGA,19/04/2024,13:10,Leoben,Liefering,2.22,3.4,2.95,1.75,2.0,1.62,2.18,D,A,H,O,O,U,N,Y,N
ITALY - SERIE A,19/04/2024,13:30,Genoa,Lazio,2.9,3.1,2.6,2.38,1.57,2.0,1.75,D,D,H,O,O,U,Y,N,N
GERMANY - 2. BUNDESLIGA,19/04/2024,13:30,Nurnberg,Paderborn,2.7,3.6,2.38,1.53,2.4,1.44,2.63,D,H,H,O,U,O,N,N,N
GERMANY - 2. BUNDESLIGA,19/04/2024,13:30,Elversberg,Schalke,2.38,3.75,2.7,1.53,2.4,1.44,2.63,D,H,H,O,U,O,N,N,N
